_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold,true_gold,ltable_title,rtable_title,ltable_street_addr,rtable_street_addr,Add_match,street_match,phone_match,Zip_match,redudant
2621,2784,1046,innerfog wine bar," american, wine bar",4156824116,na,94122,545 irving street,inner fog, wine bars,4156824116,"creditcard, bikeparking, goodforgroups",94122,545 irving street,1,,innerfog wine bar,inner fog,545 irving street,545 irving street,TRUE,FALSE,TRUE,,
2622,2788,236,the little shamrock,na,4156610060,na,94122,807 lincoln way,the little shamrock, pubs,4156610060,"bikeparking, goodforgroups, hastv",94122,807 lincoln way,1,,the little shamrock,the little shamrock,807 lincoln way,807 lincoln way,TRUE,TRUE,TRUE,,
2623,2788,2994,the little shamrock,na,4156610060,na,94122,807 lincoln way,the little shamrock, pubs,4156610060,"bikeparking, goodforgroups, hastv",94122,807 lincoln way,1,,the little shamrock,the little shamrock,807 lincoln way,807 lincoln way,TRUE,TRUE,TRUE,,
2624,279,1052,hopwater distribution," american, bar,pub",452993," seating, television, wheelchair accessible, serves alcohol, full bar",94108,850 bush street,hopwater distribution," american (traditional),beer bar",308763,"creditcard, bikeparking, goodforgroups, hastv",94108,850 bush street,1,,hopwater distribution,hopwater distribution,850 bush street,850 bush street,TRUE,TRUE,FALSE,,
2625,279,2964,hopwater distribution," american, bar,pub",86213," seating, television, wheelchair accessible, serves alcohol, full bar",94108,850 bush street,hopwater distribution," american (traditional),beer bar",444331,"creditcard, bikeparking, goodforgroups, hastv",94108,850 bush street,1,,hopwater distribution,hopwater distribution,850 bush street,850 bush street,TRUE,TRUE,FALSE,,
2626,2790,161,la santaneca," latin,spanish",4156481034,na,94110,3781 mission street,la santaneca," mexican,salvadoran,breakfast & brunch",4156481034,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,3781 mission street,1,,la santaneca,la santaneca,3781 mission street,3781 mission street,TRUE,TRUE,TRUE,,
2635,28,1364,tadich grill," american,seafood,soups",4153911849," serves alcohol, full bar, private dining, seating, waitstaff, wheelchair accessible, wine and beer, accepts mastercard, accepts visa",94111,240 california street,tadich grill," seafood,american (traditional)",4153911849,"takeout, creditcard, goodforgroups, waiterservice",94111,240 california street,1,,tadich grill,tadich grill,240 california street,240 california street,TRUE,TRUE,TRUE,,
2636,28,2938,tadich grill," american,seafood,soups",4153911849," serves alcohol, full bar, private dining, seating, waitstaff, wheelchair accessible, wine and beer, accepts mastercard, accepts visa",94111,240 california street,tadich grill," seafood,american (traditional)",4153911849,"takeout, creditcard, goodforgroups, waiterservice",94111,240 california street,1,,tadich grill,tadich grill,240 california street,240 california street,TRUE,TRUE,TRUE,,
2637,280,1392,fogo de chao brazilian steakhouse," steakhouse, brazilian,barbecue,gluten free options",4154270004," reservations, waitstaff, highchairs available, wheelchair accessible, serves alcohol, seating",94103,201 3rd street suite 100,fogo de chÃŒÃ_Ã¥Â£o brazilian steakhouse," brazilian,steakhouses",4154270004,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94103,201 3rd street,1,,fogo de chao brazilian steakhouse,fogo de chÃŒÃ_Ã¥Â£o brazilian steakhouse,201 3rd street suite 100,201 3rd street,FALSE,FALSE,TRUE,,
2638,2801,381,super star restaurant,na,4155854360,na,94112,4919 mission street,superstar restaurant," filipino,chinese",4155854360,"takeout, goodforkids",94112,4919 mission street,1,,super star restaurant,superstar restaurant,4919 mission street,4919 mission street,TRUE,FALSE,TRUE,,
2639,2803,2253,hashiri," japanese,sushi",4159081919," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi",94103,4 mint plaza,hashiri," japanese,sushi bars",4159081919,"reservations, creditcard, applepay, goodforgroups, waiterservice",94103,4 mint plz,1,,hashiri,hashiri,4 mint plaza,4 mint plz,FALSE,TRUE,TRUE,,
2640,2805,841,golden kim tar, asian,4153468889," reservations, delivery",94102,434 larkin street,golden kim tar, chinese,4153468889,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94102,434 larkin street,1,,golden kim tar,golden kim tar,434 larkin street,434 larkin street,TRUE,TRUE,TRUE,,
2652,2812,517,le petitt's kitchen,na,4153559404,na,94102,265 golden gate avenue,le petittâ€°Ã›Â¡ÃŒÃùÃ¥Â»s kitchen, sandwiches,4153559404,"takeout, creditcard, goodforkids, caters",94102,265 golden gate avenue,1,,le petitt's kitchen,le petittâ€°Ã›Â¡ÃŒÃùÃ¥Â»s kitchen,265 golden gate avenue,265 golden gate avenue,TRUE,FALSE,TRUE,,
2655,2817,669,summer place cocktail lounge,na,4154412252,na,94108,801 bush street,summer place cocktail lounge, cocktail bars,4154412252,"goodforgroups, hastv",94108,801 bush street,1,,summer place cocktail lounge,summer place cocktail lounge,801 bush street,801 bush street,TRUE,TRUE,TRUE,,
2656,2824,510,the showdown, american,4155030684,na,94103,10 6th street,showdown, bars,4155030684,"creditcard, goodforgroups, hastv",94103,10 6th street,1,,the showdown,showdown,10 6th street,10 6th street,TRUE,FALSE,TRUE,,
2657,283,1249,chapeau!, french,4157509787," reservations, seating, waitstaff, serves alcohol, full bar, wheelchair accessible",94118,126 clement street,chapeau!," french,wine bars",4157509787,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94118,126 clement street,1,,chapeau!,chapeau!,126 clement street,126 clement street,TRUE,TRUE,TRUE,,
2666,2848,654,amawele's south african kitchen,na,4157304871,na,94105,101 spear street,amaweleâ€°Ã›Â¡ÃŒÃùÃ¥Â»s south african kitchen, south african,4155365900,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94105,101 spear street,1,,amawele's south african kitchen,amaweleâ€°Ã›Â¡ÃŒÃùÃ¥Â»s south african kitchen,101 spear street,101 spear street,TRUE,FALSE,FALSE,,
2724,2869,506,mint cafe,na,4154316468,na,94102,400 mcallister street,mint cafe, sandwiches,4154316468,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,400 mcallister street,1,,mint cafe,mint cafe,400 mcallister street,400 mcallister street,TRUE,TRUE,TRUE,,
2770,288,1404,piperade, spanish,4153912555," reservations, seating, waitstaff, serves alcohol, full bar, private dining",94111,1015 battery street,piperade," spanish,basque",4153912555,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94111,1015 battery street,1,,piperade,piperade,1015 battery street,1015 battery street,TRUE,TRUE,TRUE,,
2786,2894,371,mong thu cafe,na,4159286724,na,94102,248 hyde street,mong thu cafe," vietnamese,sandwiches,soup",4159286724,"takeout, goodforkids, hastv, waiterservice",94102,248 hyde street,1,,mong thu cafe,mong thu cafe,248 hyde street,248 hyde street,TRUE,TRUE,TRUE,,
2787,2895,827,fog baby cafe,na,242952,na,94121,3516 balboa street,fog baby cafe," breakfast & brunch,desserts,sandwiches",4152212466,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94121,3516 balboa street,1,,fog baby cafe,fog baby cafe,3516 balboa street,3516 balboa street,TRUE,TRUE,FALSE,,
2790,2898,599,prima cafe,na,72402,na,94105,215 fremont street,prima cafe," coffee & tea,juice bars & smoothies",4152229918,"takeout, creditcard, applepay, bikeparking, caters",94105,215 fremont street,1,,prima cafe,prima cafe,215 fremont street,215 fremont street,TRUE,TRUE,FALSE,,
2791,29,1449,waterbar," seafood,gluten free options",4152849922," parking available, highchairs available, free wifi, reservations, outdoor seating, private dining, seating, waitstaff, street parking, valet parking, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover",94105,399 the embarcadero,waterbar," seafood,american (new),live/raw food",4152849922,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94105,399 the embarcadero,1,,waterbar,waterbar,399 the embarcadero,399 the embarcadero,TRUE,TRUE,TRUE,,
2796,2900,504,portal's tavern, pub,4157311208,na,94127,179 w portal avenue,portalâ€°Ã›Â¡ÃŒÃùÃ¥Â»s tavern," pubs,sports bars",4157311208,"bikeparking, goodforgroups, outdoorseating, hastv",94127,179 west portal avenue,1,,portal's tavern,portalâ€°Ã›Â¡ÃŒÃùÃ¥Â»s tavern,179 w portal avenue,179 west portal avenue,FALSE,FALSE,TRUE,,
2799,2906,831,two jacks seafood, seafood,4154316290,na,94117,401 haight street,two jacks seafood, seafood,4154316290,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94117,401 haight street,1,,two jacks seafood,two jacks seafood,401 haight street,401 haight street,TRUE,TRUE,TRUE,,
2800,2908,793,el huarache loco,na,4156479423,na,94110,100 alemany boulevard,el huarache loco, mexican,4155726832,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating",94110,100 alemany boulevard,1,,el huarache loco,el huarache loco,100 alemany boulevard,100 alemany boulevard,TRUE,TRUE,FALSE,,
2801,291,1275,monsieur benjamin, french,4154032233," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94102,451 gough street,monsieur benjamin," french,wine bars,desserts",4154032233,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94102,451 gough street,1,,monsieur benjamin,monsieur benjamin,451 gough street,451 gough street,TRUE,TRUE,TRUE,,
2802,2911,950,poc-chuc restaurant," mexican,latin,spanish",4155581583,na,94103,2886 16th street,poc-chuc," latin american,mexican",4155581583,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94103,2886 16th street,1,,poc-chuc restaurant,poc-chuc,2886 16th street,2886 16th street,TRUE,FALSE,TRUE,,
2805,2918,489,fillmore street cafe,na,4157490987,na,94115,1301 fillmore street,fillmore street cafe," coffee & tea,delis,cafes",4157490987,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv",94115,1301 fillmore street,1,,fillmore street cafe,fillmore street cafe,1301 fillmore street,1301 fillmore street,TRUE,TRUE,TRUE,,
2806,2920,1189,thoughts style cuisine showroom," italian,thai",4152527919,na,94103,139 8th street,thoughts style cuisine showroom," thai,italian,comfort food",4152527919,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94103,139 8th street,1,,thoughts style cuisine showroom,thoughts style cuisine showroom,139 8th street,139 8th street,TRUE,TRUE,TRUE,,
2808,2921,616,front door cafe,na,4159893244,na,94111,1 front street lbby 2,front door cafe," sandwiches,american (traditional)",4159893244,"takeout, creditcard, bikeparking, goodforkids, caters",94111,1 front street,1,,front door cafe,front door cafe,1 front street lbby 2,1 front street,FALSE,TRUE,TRUE,,
2809,2923,933,crepes svp,na,4159366974,na,94114,"myriad food court building,2175 market street",crepes sâ€°Ã›Â¡ÃŒÃùÃ¥Â»il vous plait," creperies,sandwiches,gluten-free",4159366974,"reservations, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94114,2175 market street,1,,crepes svp,crepes sâ€°Ã›Â¡ÃŒÃùÃ¥Â»il vous plait,"myriad food court building,2175 market street",2175 market street,FALSE,FALSE,TRUE,,
2816,2925,582,the deli lama,na,4158213795,na,94124,150 toland street,the deli lama," delis,cheesesteaks,breakfast & brunch",4158213795,"takeout, bikeparking, goodforkids, goodforgroups, hastv",94124,150 toland street,1,,the deli lama,the deli lama,150 toland street,150 toland street,TRUE,TRUE,TRUE,,
2826,2936,249,turk & larkin deli," american,delicatessen",4157716889,na,94102,476 turk street,turk &amp; larkin deli," delis,sandwiches",4157716889,"takeout, bikeparking, goodforkids, goodforgroups, caters",94102,476 turk street,1,,turk & larkin deli,turk &amp; larkin deli,476 turk street,476 turk street,TRUE,FALSE,TRUE,,
2830,294,2273,parallel 37," contemporary,american",4157736168," seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, reservations, private dining",94108,600 stockton street,parallel 37, american (new),4157736168,"reservations, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94108,600 stockton street,1,,parallel 37,parallel 37,600 stockton street,600 stockton street,TRUE,TRUE,TRUE,,
2838,295,1012,beretta," italian,pizza",4156951199," seating, full bar, waitstaff, serves alcohol",94110,1199 valencia street,beretta," italian,bars,pizza",4156951199,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94110,1199 valencia street,1,,beretta,beretta,1199 valencia street,1199 valencia street,TRUE,TRUE,TRUE,,
2841,2963,144,monterey deli,na,4153378447,na,94127,499 monterey boulevard,monterey deli," delis,coffee & tea,american (traditional)",4153378447,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, hastv, caters",94127,499 monterey boulevard,1,,monterey deli,monterey deli,499 monterey boulevard,499 monterey boulevard,TRUE,TRUE,TRUE,,
2842,2964,411,el salvador restaurant,na,4158646668,na,94110,2278 mission street,el salvador, salvadoran,4158646668,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,2278 mission street,1,,el salvador restaurant,el salvador,2278 mission street,2278 mission street,TRUE,FALSE,TRUE,,
2843,2965,164,cafe murano,na,4157710888,na,94115,1777 steiner street,cafe murano," coffee & tea,breakfast & brunch,sandwiches",4157710888,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice",94115,1777 steiner street,1,,cafe murano,cafe murano,1777 steiner street,1777 steiner street,TRUE,TRUE,TRUE,,
2845,2971,559,pop's sandwich shop,na,4156819501,na,94127,737 portola dr,popâ€°Ã›Â¡ÃŒÃùÃ¥Â»s sandwich shop, sandwiches,4156819501,"delivery, takeout, creditcard, bikeparking, goodforkids, caters",94127,737 portola dr,1,,pop's sandwich shop,popâ€°Ã›Â¡ÃŒÃùÃ¥Â»s sandwich shop,737 portola dr,737 portola dr,TRUE,FALSE,TRUE,,
2861,2976,1911,wine & wall,na,4152439463,na,94105,30 steuart street,wine &amp; wall," beer, wine & spirits,art galleries,wine bars",4152439463,"creditcard, goodforgroups",94105,30 steuart street,1,,wine & wall,wine &amp; wall,30 steuart street,30 steuart street,TRUE,FALSE,TRUE,,
2862,2977,403,balo vietnamese eatery, vietnamese,260820,na,94102,426 larkin street,balo vietnamese eatery," vietnamese,sandwiches",4155254923,"reservations, takeout, creditcard, bikeparking, goodforkids, caters",94102,426 larkin street,1,,balo vietnamese eatery,balo vietnamese eatery,426 larkin street,426 larkin street,TRUE,TRUE,FALSE,,
2863,2979,723,tc pastry, chinese,4157531133,na,2146,2222 irving street,tc pastry, dim sum,4157531133,"takeout, goodforkids",94103,2222 irving street,1,,tc pastry,tc pastry,2222 irving street,2222 irving street,TRUE,TRUE,TRUE,,
2906,2982,2295,villa taverna, greek,4159812333,na,94111,27 hotaling pl,villa taverna, italian,4159812333,"reservations, creditcard, goodforgroups, waiterservice",94111,27 hotaling pl,1,,villa taverna,villa taverna,27 hotaling pl,27 hotaling pl,TRUE,TRUE,TRUE,,
2925,299,1492,anzu," japanese,sushi,asian",4153941100," reservations, seating, waitstaff, parking available, valet parking, serves alcohol, full bar, private dining, wheelchair accessible",94102,222 mason street,anzu restaurant &amp; bar," sushi bars,asian fusion",4153941100,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,222 mason street,1,,anzu,anzu restaurant &amp; bar,222 mason street,222 mason street,TRUE,FALSE,TRUE,,
2932,3,1211,eight am," american,cafe,vegetarian friendly,gluten free options",4152924888," takeout, outdoor seating, seating, waitstaff, highchairs available, wheelchair accessible",94133,1323 columbus avenue,eight am," american (new),breakfast & brunch",4152924888,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice",94133,1323 columbus avenue,1,,eight am,eight am,1323 columbus avenue,1323 columbus avenue,TRUE,TRUE,TRUE,,
2933,300,2255,saison," american, contemporary",4158287990," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94107,178 townsend street,saison, american (new),4158287990,"reservations, creditcard, applepay, bikeparking, waiterservice",94107,178 townsend street,1,,saison,saison,178 townsend street,178 townsend street,TRUE,TRUE,TRUE,,
2936,303,1294,press club," wine bar, bar,pub",4157445000," reservations, seating, waitstaff, serves alcohol, full bar",94103,20 yerba buena ln,press club," wine bars,venues & event spaces",4157445000,"reservations, creditcard, applepay, bikeparking, goodforgroups, hastv",94103,20 yerba buena ln,1,,press club,press club,20 yerba buena ln,20 yerba buena ln,TRUE,TRUE,TRUE,,
2940,309,1116,lers ros thai," asian,thai",4159316917," takeout, reservations, seating, waitstaff, serves alcohol, delivery, wheelchair accessible",2571,730 larkin,lers ros, thai,4159316917,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94109,730 larkin street,1,,lers ros thai,lers ros,730 larkin,730 larkin street,FALSE,FALSE,TRUE,,
2941,309,2913,lers ros thai," asian,thai",4159316917," takeout, reservations, seating, waitstaff, serves alcohol, delivery, wheelchair accessible",1983,730 larkin,lers ros, thai,4159316917,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94109,730 larkin street,1,,lers ros thai,lers ros,730 larkin,730 larkin street,FALSE,FALSE,TRUE,,
2942,31,124,super duper burgers," american,fast food",4155388600," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94103,721 market street,super duper burgers," burgers,american (new)",4155588123,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94114,2304 market street,1,,super duper burgers,super duper burgers,721 market street,2304 market street,FALSE,TRUE,FALSE,FALSE,
2943,310,572,boccalone salumeria, delicatessen,4154336500," takeout, wheelchair accessible",94111,"1 ferry building,the embarcadero",boccalone," italian,sandwiches",4154336500,"takeout, creditcard, bikeparking, goodforkids, caters",94111,1 ferry building,1,,boccalone salumeria,boccalone,"1 ferry building,the embarcadero",1 ferry building,FALSE,FALSE,TRUE,,
2944,311,2244,benu, contemporary,4156854860," reservations, seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol",94105,22 hawthorne street,benu," american (new),asian fusion,wine bars",4156854860,"reservations, creditcard, goodforgroups, waiterservice",94105,22 hawthorne street,1,,benu,benu,22 hawthorne street,22 hawthorne street,TRUE,TRUE,TRUE,,
2945,312,1289,capannina, italian,4154098001," reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94123,1809 union street,capannina, italian,4154098001,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94123,1809 union street,1,,capannina,capannina,1809 union street,1809 union street,TRUE,TRUE,TRUE,,
2946,313,1332,rue lepic, french,4154746070," reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94108,900 pine street,rue lepic, french,4154746070,"reservations, creditcard, bikeparking, waiterservice",94108,900 pine street,1,,rue lepic,rue lepic,900 pine street,900 pine street,TRUE,TRUE,TRUE,,
2947,314,1146,gamine," french,european",4157717771," seating, waitstaff, serves alcohol, reservations, wheelchair accessible",94123,2223 union street,gamine," french,burgers",4157717771,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94123,2223 union street,1,,gamine,gamine,2223 union street,2223 union street,TRUE,TRUE,TRUE,,
2948,316,1135,la fusion," latin,peruvian,spanish",4157810894," reservations, seating, waitstaff, serves alcohol",94104,475 pine street,la fusiÃŒÃ__n, latin american,4157810894,"reservations, takeout, creditcard, goodforgroups, waiterservice",94104,475 pine street,1,,la fusion,la fusiÃŒÃ__n,475 pine street,475 pine street,TRUE,FALSE,TRUE,,
2949,319,965,mission beach cafe," american,cafe,gluten free options",4158610198," reservations, waitstaff, wheelchair accessible, serves alcohol, seating",94103,198 guerrero street,mission beach cafe," american (new),breakfast & brunch",4158610198,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94103,198 guerrero street,1,,mission beach cafe,mission beach cafe,198 guerrero street,198 guerrero street,TRUE,TRUE,TRUE,,
2950,32,1112,dottie's true blue cafe," american,cafe",4158852767," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94103,28 6th street,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe," american (traditional),breakfast & brunch,cafes",4158852767,"takeout, creditcard, goodforkids, waiterservice",94103,28 6th street,1,,dottie's true blue cafe,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe,28 6th street,28 6th street,TRUE,FALSE,TRUE,,
2951,32,2741,dottie's true blue cafe," american,cafe",4158852767," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94103,28 6th street,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe," american (traditional),breakfast & brunch,cafes",4158852767,"takeout, creditcard, goodforkids, waiterservice",94103,28 6th street,1,,dottie's true blue cafe,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe,28 6th street,28 6th street,TRUE,FALSE,TRUE,,
2952,32,2909,dottie's true blue cafe," american,cafe",4158852767," takeout, seating, waitstaff, highchairs available, wheelchair accessible, serves alcohol",94103,28 6th street,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe," american (traditional),breakfast & brunch,cafes",4158852767,"takeout, creditcard, goodforkids, waiterservice",94103,28 6th street,1,,dottie's true blue cafe,dottieâ€°Ã›Â¡ÃŒÃùÃ¥Â»s true blue cafe,28 6th street,28 6th street,TRUE,FALSE,TRUE,,
2955,321,1317,catch," american,seafood",4154315000," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94114,2362 market street,catch," seafood,breakfast & brunch,american (new)",4154315000,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, hastv, waiterservice",94114,2362 market street,1,,catch,catch,2362 market street,2362 market street,TRUE,TRUE,TRUE,,
2956,323,1166,woodhouse fish company," american,seafood",4154372722," takeout, seating, waitstaff, serves alcohol",4144,1914 fillmore street,woodhouse fish company," seafood,fish & chips",4154372722,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94115,1914 fillmore street,1,,woodhouse fish company,woodhouse fish company,1914 fillmore street,1914 fillmore street,TRUE,TRUE,TRUE,,
2957,323,996,woodhouse fish company," american,seafood",4154372722," takeout, seating, waitstaff, serves alcohol",989,1914 fillmore street,woodhouse fish company," seafood,fish & chips",4154372722,"takeout, creditcard, bikeparking, goodforkids, waiterservice",94114,2073 market street,1,,woodhouse fish company,woodhouse fish company,1914 fillmore street,2073 market street,FALSE,TRUE,TRUE,,
2958,326,1003,souvla," mediterranean,greek",234502," takeout, seating, serves alcohol",94102,517 hayes street,souvla," greek,mediterranean",4154005458,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating",94102,517 hayes street,1,,souvla,souvla,517 hayes street,517 hayes street,TRUE,TRUE,FALSE,,
2981,33,2252,harris' steakhouse," american,steakhouse",4156731888," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,2100 van ness avenue,harrisâ€°Ã›Â¡ÃŒÃùÃ¥Â» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness avenue,1,,harris' steakhouse,harrisâ€°Ã›Â¡ÃŒÃùÃ¥Â» restaurant,2100 van ness avenue,2100 van ness avenue,TRUE,FALSE,TRUE,,
3004,332,1513,the pied piper bar & maxfield's," american, bar",4155121111," seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94105,2 new montgomery street,maxfieldâ€°Ã›Â¡ÃŒÃùÃ¥Â»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery street,1,,the pied piper bar & maxfield's,maxfieldâ€°Ã›Â¡ÃŒÃùÃ¥Â»s pied piper bar,2 new montgomery street,2 new montgomery street,TRUE,FALSE,TRUE,,
3016,335,816,black point cafe," american,cafe",4158008448," takeout, seating",94109,882 north point street,black point cafe," cafes,coffee & tea",4158008448,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94109,882 n point street,1,,black point cafe,black point cafe,882 north point street,882 n point street,FALSE,TRUE,TRUE,,
3017,336,263,farm:table," american,cafe",37996," takeout, outdoor seating, seating",94109,754 post street 918 d avenue,farm : table," coffee & tea,breakfast & brunch",475266,"takeout, creditcard, applepay, bikeparking, outdoorseating",94109,754 post street,1,,farm:table,farm : table,754 post street 918 d avenue,754 post street,FALSE,FALSE,FALSE,,
3019,338,920,little star pizza," italian,pizza",4154411118," wheelchair accessible, takeout, seating, waitstaff, serves alcohol, wine and beer, accepts mastercard, accepts visa, delivery, television, highchairs available",94117,846 divisadero street,little star pizza, pizza,4154411118,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94117,846 divisadero street,1,,little star pizza,little star pizza,846 divisadero street,846 divisadero street,TRUE,TRUE,TRUE,,
3021,339,1091,nopalito," mexican,latin,spanish",4152339966," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94122,1224 9th avenue,nopalito," mexican,comfort food,gluten-free",4152339966,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94122,1224 9th avenue,1,,nopalito,nopalito,1224 9th avenue,1224 9th avenue,TRUE,TRUE,TRUE,,
3023,339,2720,nopalito," mexican,latin,spanish",4152339966," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94122,1224 9th avenue,nopalito," mexican,comfort food,gluten-free",4152339966,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94122,1224 9th avenue,1,,nopalito,nopalito,1224 9th avenue,1224 9th avenue,TRUE,TRUE,TRUE,,
3024,34,1352,perbacco," italian,gluten free options",4159550663," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94111,230 california street,perbacco, italian,4159550663,"reservations, creditcard, goodforgroups, waiterservice",94111,230 california street,1,,perbacco,perbacco,230 california street,230 california street,TRUE,TRUE,TRUE,,
3025,342,1158,burma love," asian,burmese,vegan options",4158612100," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94103,211 valencia street,burma love," burmese,cocktail bars,salad",4158612100,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94103,211 valencia street,1,,burma love,burma love,211 valencia street,211 valencia street,TRUE,TRUE,TRUE,,
3026,343,154,beanstalk cafe," american,cafe",4155761966," takeout, seating, wheelchair accessible",94108,724 bush street,beanstalk cafe," coffee & tea,sandwiches,bagels",4155761966,"delivery, takeout, creditcard, applepay, goodforkids, outdoorseating, caters",94108,724 bush street,1,,beanstalk cafe,beanstalk cafe,724 bush street,724 bush street,TRUE,TRUE,TRUE,,
3027,348,1582,sam's grill," american,seafood",4154210594," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94104,374 bush street,samâ€°Ã›Â¡ÃŒÃùÃ¥Â»s grill &amp; seafood restaurant, seafood,4154210594,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94104,374 bush street,1,,sam's grill,samâ€°Ã›Â¡ÃŒÃùÃ¥Â»s grill &amp; seafood restaurant,374 bush street,374 bush street,TRUE,FALSE,TRUE,,
3028,349,2272,alexander's steakhouse," american,steakhouse",4154951111," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, private dining, valet parking",94107,448 brannan street,alexanderâ€°Ã›Â¡ÃŒÃùÃ¥Â»s steakhouse, steakhouses,4154951111,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94107,448 brannan street,1,,alexander's steakhouse,alexanderâ€°Ã›Â¡ÃŒÃùÃ¥Â»s steakhouse,448 brannan street,448 brannan street,TRUE,FALSE,TRUE,,
