_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold
1967,2334,47,rhea's deli,,4152825255,,94110,800 valencia street,rhea‰Û¡ÌÝå»s deli &amp; market," delis,sandwiches",4152825255,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids",94110,800 valencia street,0
1968,2335,30,cafe muse," american,cafe",4156686873,,94118,785 8th avenue,rise &amp; grind, coffee & tea,4157801579,"takeout, creditcard, applepay, bikeparking, outdoorseating",94118,785 8th avenue,0
1969,2336,866,the red jack saloon, american,, seating,94133,131 bay street,the red jack saloon," sports bars,dive bars",4159890700,"creditcard, bikeparking, goodforgroups, hastv",94133,131 bay street,0
1970,2338,1125,viva pizza," italian,pizza",4159898482," takeout, seating, waitstaff, serves alcohol, delivery",94133,318 columbus avenue,betty lou‰Û¡ÌÝå»s seafood &amp; grill, seafood,4157570569,"reservations, takeout, creditcard, goodforkids, goodforgroups, hastv, waiterservice",94133,318 columbus avenue,0
1971,2338,2922,viva pizza," italian,pizza",4159898482," takeout, seating, waitstaff, serves alcohol, delivery",94133,318 columbus avenue,betty lou‰Û¡ÌÝå»s seafood &amp; grill, seafood,4157570569,"reservations, takeout, creditcard, goodforkids, goodforgroups, hastv, waiterservice",94133,318 columbus avenue,0
1972,2340,89,art's cafe," cafe,american,delicatessen, diner",4156657440, takeout,94122,747 irving street,art‰Û¡ÌÝå»s cafe," diners,korean,american (traditional)",4156657440,"takeout, bikeparking, goodforkids, waiterservice",94122,747 irving street,0
1973,2342,57,cuco's restaurant, mexican,4158634906,,94117,488 haight street,emanuel coffee," breakfast & brunch,salvadoran,mexican",4158650522,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94117,488 haight street,0
1974,2344,620,casa mexicana, mexican,4155512272,,94114,180 church street,casa mexicana, mexican,4155512272,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94114,180 church street,0
1975,2347,678,the stud bar,,4158636623,,94103,399 9th street,the stud," gay bars,dance clubs",4158636623,"bikeparking, goodforgroups",94103,399 9th street,0
1976,2348,1076,new eritrea restaurant," african,ethiopian,vegetarian friendly",4156811288," seating, reservations",94122,907 irving street,new eritrea restaurant &amp; bar," ethiopian,vegetarian",4156811288,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94122,907 irving street,0
1977,2348,2883,new eritrea restaurant," african,ethiopian,vegetarian friendly",4156811288," seating, reservations",94122,907 irving street,new eritrea restaurant &amp; bar," ethiopian,vegetarian",4156811288,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94122,907 irving street,0
1978,2350,468,huli huli hawaiian grill, hawaiian,4159701990,,94124,4100 3rd street,huli huli hawaiian grill," hawaiian,breakfast & brunch",4159701990,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94124,4100 3rd street,0
1979,2352,2666,the lookout,,4154310306,,94114,3600 16th street ste 2,stephanie odegard collection," furniture stores,carpeting",4152527917,creditcard,94103,2 henry adams street  ste 330,0
1980,2352,871,the lookout,,4154310306,,94114,3600 16th street ste 2,bibimbar," food court,korean",4153991961,"takeout, creditcard, applepay, goodforkids, goodforgroups, hastv, caters",94104,380 bush street  ste 2,0
1981,2354,911,the cave grill,,4158293409,,94110,3486 mission street,cuisine of nepal, himalayan/nepalese,4156472222,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94110,3486 mission street,0
1982,2356,136,hot sauce and panko,,4153591908,,94109,1468 hyde street,hot sauce and panko," chicken wings,specialty food",4153591908,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, caters",94109,1468 hyde street,0
1983,2358,1610,hands on gourmet,,4155538894,,94107,2325 3rd street ste 330,waterfield designs, luggage,4155528572,"creditcard, applepay, bikeparking",94107,2325 3rd street,0
1984,2358,1858,hands on gourmet,,4155538894,,94107,2325 3rd street ste 330,hanson digital," printing services,photography stores & services,web design",4155589113,"creditcard, bikeparking",94107,2325 3rd street,0
1985,2358,2666,hands on gourmet,,4155538894,,94107,2325 3rd street ste 330,stephanie odegard collection," furniture stores,carpeting",4152527917,creditcard,94103,2 henry adams street  ste 330,0
1986,2358,685,hands on gourmet,,4155538894,,94107,2325 3rd street ste 330,jolt ‰Û¡ÌÝÌán bolt," bakeries,coffee & tea,cafes",4158638761,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, caters",94107,2325 3rd street,0
1987,2360,196,mr pickles sandwich shop,,4158260143,,94110,3380 20th street,mr. pickle‰Û¡ÌÝå»s sandwich shop," sandwiches,salad",4158260143,"takeout, bikeparking, goodforkids, hastv, caters",94110,3380 20th street,0
1988,2363,1223,internos wine cafe,,4157512661,,94118,3240 geary boulevard,internos wine cafe, wine bars,4157512661,"reservations, creditcard, goodforgroups, hastv",94118,3240 geary boulevard,0
1989,2366,2653,sea lion cafe," american,seafood",4154342260," seating, waitstaff, serves alcohol",94133,39 pier,treasure ireland irish gift, gift shops,4152749968,creditcard,94133,39 pier,0
1990,2369,2061,san francisco soup company," fast food,soups,vegetarian friendly",4155120472, seating,94103,845 market street,henri hubert," men's clothing,women's clothing,antiques",4157637770,creditcard,94103,845 market street  fl 4,0
1991,2369,792,san francisco soup company," fast food,soups,vegetarian friendly",4155120472, seating,94103,845 market street,united vip lounge, lounges,,"creditcard, goodforgroups, hastv",94103,845 market street,0
1992,2369,905,san francisco soup company," fast food,soups,vegetarian friendly",4155120472, seating,94103,845 market street,san francisco herb company," grocery,health markets",4158617174,"creditcard, bikeparking",94103,250 14th street,0
1993,2370,1938,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,lovesac, furniture stores,4152421700,creditcard,94132,3251 20th avenue,0
1994,2370,2140,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,teavana, coffee & tea,4156828517,"takeout, creditcard, bikeparking",94132,3251 20th avenue,0
1995,2370,2145,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,clarks shoes, shoe stores,4155661187,creditcard,94132,3251 20th avenue,0
1996,2370,2199,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,apple store," computers,mobile phones,it services & computer repair",4155712780,"creditcard, applepay, bikeparking",94132,3251 20th avenue,0
1997,2370,2216,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,sunglass hut, eyewear & opticians,4156654167,creditcard,94132,3251 20th avenue  ste c,0
1998,2370,2428,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,jade galore," jewelry,watches",4157029388,"creditcard, bikeparking",94132,3251 20th avenue,0
1999,2370,2501,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,golden skin care, cosmetics & beauty supply,8775541777,creditcard,94132,3251 20th avenue,0
2000,2370,2593,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,sunglass hut," eyewear & opticians,accessories",4156654167,creditcard,94132,3251 20th avenue,0
2001,2370,2625,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,viva wireless, mobile phones,4156819855,creditcard,94132,3251 20th avenue,0
2002,2370,2641,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,flying elephants outlet," home decor,jewelry",4155046133,,94132,3251 20th avenue  ste 262,0
2003,2370,2696,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,mobile systems, mobile phones,4155049800,creditcard,94132,3251 20th avenue,0
2004,2370,2707,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,gadgethut," mobile phones,mobile phone repair",5104231739,,94132,3251 20th avenue,0
2005,2370,2795,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,golden skin care, cosmetics & beauty supply,8775541777,creditcard,94132,3251 20th avenue,0
2006,2370,2841,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,sunglass hut," eyewear & opticians,accessories",4156654167,creditcard,94132,3251 20th avenue,0
2007,2370,408,blue c sushi, japanese,4156496399,,94132,3251 20th avenue stonestown galleria,silk road," russian,asian fusion,uzbek",,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94132,3251 20th avenue,0
2008,2376,1290,working girls' cafe,,4155371170,,94105,122 new montgomery street,mourad restaurant," moroccan,american (new)",4156602500,"reservations, creditcard, goodforgroups, waiterservice",94105,140 new montgomery street,0
2009,2376,1391,working girls' cafe,,4155371170,,94105,122 new montgomery street,trou normand," cocktail bars,breakfast & brunch",4159750876,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94105,140 new montgomery street,0
2010,2376,1513,working girls' cafe,,4155371170,,94105,122 new montgomery street,maxfield‰Û¡ÌÝå»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery street,0
2011,2376,1523,working girls' cafe,,4155371170,,94105,122 new montgomery street,the garden court," tea rooms,breakfast & brunch,lounges",4155121111,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94105,2 new montgomery street,0
2012,2376,1962,working girls' cafe,,4155371170,,94105,122 new montgomery street,palace hotel, hotels,4155121111,creditcard,94105,2 new montgomery street,0
2013,2376,339,working girls' cafe,,4155371170,,94105,122 new montgomery street,the sentinel, sandwiches,4152849960,"takeout, creditcard, bikeparking, caters",94105,37 new montgomery street,0
2014,2376,533,working girls' cafe,,4155371170,,94105,122 new montgomery street,the bird," chicken shop,sandwiches",4158729825,"takeout, creditcard, bikeparking, goodforkids",94105,115 new montgomery street,0
2015,2376,670,working girls' cafe,,4155371170,,94105,122 new montgomery street,working girls‰Û¡ÌÝå» cafe," sandwiches,salad,breakfast & brunch",4153981390,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94108,259 kearny street,0
2016,2376,686,working girls' cafe,,4155371170,,94105,122 new montgomery street,ayola," greek,mediterranean",4153480808,"takeout, creditcard, bikeparking, goodforkids, caters",94105,118 new montgomery street,0
2017,2376,717,working girls' cafe,,4155371170,,94105,122 new montgomery street,cafe madeleine," bakeries,coffee & tea,sandwiches",4152274077,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94105,149 new montgomery street,0
2018,2376,732,working girls' cafe,,4155371170,,94105,122 new montgomery street,working girls‰Û¡ÌÝå» cafe," sandwiches,salad,breakfast & brunch",4155371170,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94105,122 new montgomery street,0
2019,2376,886,working girls' cafe,,4155371170,,94105,122 new montgomery street,working girls‰Û¡ÌÝå» cafe," sandwiches,cafes,salad",4154958985,"delivery, takeout, creditcard, bikeparking, goodforkids, caters",94105,101 mission street,0
2020,2379,261,hole in the wall saloon,,4154314695,,94103,1369 folsom street,hole in the wall coffee, coffee & tea,4158102092,"takeout, creditcard, applepay, bikeparking, outdoorseating",94133,524 union street,0
2021,238,1406,thanh long," seafood,asian,vietnamese",4156651146," takeout, reservations, seating, waitstaff, valet parking, serves alcohol, full bar, wheelchair accessible",94122,4101 judah street,thanh long," seafood,vietnamese",4156651146,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice",94122,4101 judah street,0
2022,2381,1085,topsy's,,4157570290,,94108,260 kearny street,topsy‰Û¡ÌÝå»s fun house," cocktail bars,lounges",4157570290,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94108,260 kearny street,0
2023,2381,2714,topsy's,,4157570290,,94108,260 kearny street,topsy‰Û¡ÌÝå»s fun house," cocktail bars,lounges",4157570290,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94108,260 kearny street,0
2024,2381,2892,topsy's,,4157570290,,94108,260 kearny street,topsy‰Û¡ÌÝå»s fun house," cocktail bars,lounges",4157570290,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94108,260 kearny street,0
2025,2384,1455,pepe's taqueria, mexican,4155438616,,94105,101 spear street ste a15,yank sing," dim sum,cantonese",4157811111,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94105,101 spear street,0
2026,2384,654,pepe's taqueria, mexican,4155438616,,94105,101 spear street ste a15,amawele‰Û¡ÌÝå»s south african kitchen, south african,4155365900,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94105,101 spear street,0
2027,2388,167,el buen comer,,4157568652,,94110,2948 folsom street,el buen comer," food stands,mexican",4152481332,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94114,3861 24th street &amp; sanchez,0
2028,2388,2370,el buen comer,,4157568652,,94110,2948 folsom street,neococoa, chocolatiers & shops,,creditcard,94110,2948 folsom street,0
2029,2388,2929,el buen comer,,4157568652,,94110,2948 folsom street,neococoa, chocolatiers & shops,,creditcard,94110,2948 folsom street,0
2030,2388,46,el buen comer,,4157568652,,94110,2948 folsom street,sugarfoot," southern,pop-up restaurants",6155576392,"takeout, creditcard, bikeparking, outdoorseating, hastv, caters",94110,2948 folsom street,0
2031,2388,993,el buen comer,,4157568652,,94110,2948 folsom street,el buen comer," mexican,breakfast & brunch",4158171542,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,3435 mission street,0
2032,2391,2061,catch isle,,4158821699,,94103,845 market street,henri hubert," men's clothing,women's clothing,antiques",4157637770,creditcard,94103,845 market street  fl 4,0
2033,2391,792,catch isle,,4158821699,,94103,845 market street,united vip lounge, lounges,,"creditcard, goodforgroups, hastv",94103,845 market street,0
2034,2394,239,underdog," fast food,american,vegetarian friendly,vegan options",4156658881," takeout, seating",94122,1634 irving street,underdog," hot dogs,american (traditional),breakfast & brunch",4156658881,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, caters",94122,1634 irving street,0
2035,2394,2997,underdog," fast food,american,vegetarian friendly,vegan options",4156658881," takeout, seating",94122,1634 irving street,underdog," hot dogs,american (traditional),breakfast & brunch",4156658881,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv, caters",94122,1634 irving street,0
2036,24,1203,fino bar & ristorante, italian,4159282080," seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94109,624 post street,fino ristorante &amp; bar, italian,4159282080,"reservations, creditcard, goodforgroups, waiterservice",94109,624 post street,0
2037,240,1246,espetus churrascaria," steakhouse, brazilian,south american",4155528792," waitstaff, highchairs available, wheelchair accessible, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, accepts discover, reservations, seating",94102,1686 market street,espetus brazilian steak house," steakhouses,brazilian",4155528792,"reservations, creditcard, goodforgroups, waiterservice, caters",94102,1686 market street,0
2038,2400,881,el pollo supremo," mexican,caribbean,spanish,cuban",4153375750,,94112,5210 mission street,el pollo supremo," mexican,latin american,sandwiches",4153375750,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94112,5210 mission street,0
2039,2401,1820,sarku japan," sushi,japanese",4157778696,,94103,865 market street,spa nordstrom," day spas,massage,cosmetics & beauty supply",4159775102,creditcard,94103,865 market street,0
2040,2401,1989,sarku japan," sushi,japanese",4157778696,,94103,865 market street,club monaco san francisco - women‰Û¡ÌÝå»s, women's clothing,4158560828,"creditcard, bikeparking",94108,865 market street,0
2041,2401,2616,sarku japan," sushi,japanese",4157778696,,94103,865 market street,soho, accessories,4155431021,creditcard,94105,865 market street,0
2042,2401,2864,sarku japan," sushi,japanese",4157778696,,94103,865 market street,soho, accessories,4155431021,creditcard,94105,865 market street,0
2043,2402,1371,the ramen bar," japanese,asian,soups",4153590791," seating, waitstaff",94111,101 california street,pabu," japanese,sushi bars,cocktail bars",4156687228,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94111,101 california street,0
2044,2402,2945,the ramen bar," japanese,asian,soups",4153590791," seating, waitstaff",94111,101 california street,pabu," japanese,sushi bars,cocktail bars",4156687228,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94111,101 california street,0
2045,2405,432,pho huynh hiep 2 - kevin‰Û¡ÌÝå»s noodle house, vietnamese,4156640469,,94122,1833 irving street,pho huynh hiep 2 - kevin‰Û¡ÌÝå»s noodle house," vietnamese,noodles",4156640469,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94122,1833 irving street,0
2046,2405,787,pho huynh hiep 2 - kevin‰Û¡ÌÝå»s noodle house, vietnamese,4156640469,,94122,1833 irving street,pho phu quoc ppq beef noodle house restaurant," vietnamese,noodles",4156618869,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94122,1816 irving street,0
2047,2406,635,wild pepper, chinese,4156957678,,94110,3601 26th street,wild pepper, chinese,4156957678,"reservations, delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94110,3601 26th street,0
2048,2409,1284,swedish american hall,,4158615016,,94114,2174 market street,aatxe," tapas/small plates,spanish",4154712977,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94114,2174 market street,0
2049,241,2589,jack's cannery bar and oyster pier," american, bar,pub",4157713112," outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94133,2801 leavenworth street,wharf outdoors," sports wear,flowers & gifts",4157755060,creditcard,94133,2801 leavenworth street,0
2050,241,2837,jack's cannery bar and oyster pier," american, bar,pub",4157713112," outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94133,2801 leavenworth street,wharf outdoors," sports wear,flowers & gifts",4157755060,creditcard,94133,2801 leavenworth street,0
2051,2411,81,diamond cafe,,4156553674,,94114,751 diamond street,diamond cafe," cafes,american (new)",4156553674,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94114,751 diamond street,0
2052,2412,275,lava java sf,,4157517375,,94117,852 stanyan street,lava java," coffee & tea,breakfast & brunch",4157517375,"takeout, bikeparking, goodforkids, outdoorseating",94117,852 stanyan street,0
2053,2415,565,alhamra, indian,4156213935,,94103,3083 16th street,alhamra," indian,pakistani,vegetarian",4156213935,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94103,3083 16th street,0
2054,2416,761,punjab restaurant, chinese,4152824011,,94110,2838 24th street,punjab restaurant, chinese,4152824011,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,2838 24th street,0
2055,2418,1029,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,limÌÎ_n rotisserie," latin american,peruvian,tapas/small plates",4158212134,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice, caters",94110,1001 s van ness avenue,0
2056,2418,1049,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness avenue,0
2057,2418,1095,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,corridor cafe," coffee & tea,sandwiches,breakfast & brunch",4154004979,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,100 van ness avenue,0
2058,2418,1198,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,helmand palace," afghan,salad,soup",4153450072,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94109,2424 van ness avenue,0
2059,2418,1208,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,ho‰Û¡ÌÝå»s bootleg tavern," american (new),sports bars",4158727773,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94109,2360 van ness avenue,0
2060,2418,1261,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,house of prime rib," american (traditional),steakhouses",4158854605,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,1906 van ness avenue,0
2061,2418,1309,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,ruth‰Û¡ÌÝå»s chris steak house," steakhouses,wine bars",4156730557,"reservations, takeout, creditcard, goodforgroups, waiterservice",94109,1601 van ness avenue,0
2062,2418,1365,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness avenue,0
2063,2418,1368,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,music exchange, musical instruments & teachers,4155520445,creditcard,94102,700 van ness avenue,0
2064,2418,1442,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,davies symphony hall," performing arts,music venues,venues & event spaces",4156216600,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness avenue,0
2065,2418,1446,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,matterhorn restaurant," fondue,german",4158856116,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,2323 van ness avenue,0
2066,2418,1456,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness avenue,0
2067,2418,17,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness avenue,0
2068,2418,1717,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,"alyson mititieri, le"," medical spas,hair removal,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
2069,2418,1723,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,beaux gateaux wedding cakes," bakeries,desserts",4157543043,"delivery, creditcard, bikeparking",94109,2100 van ness avenue,0
2070,2418,1756,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
2071,2418,1779,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,pacific plastic surgery group," cosmetic surgeons,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
2072,2418,178,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,bender‰Û¡ÌÝå»s bar and grill," dive bars,american (traditional)",4158241800,"reservations, bikeparking, goodforgroups, outdoorseating, hastv",94110,806 s van ness avenue,0
2073,2418,1796,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,cafÌÎå© at the opera," cafes,american (traditional),sandwiches",4158618150,"reservations, creditcard, goodforgroups, waiterservice, caters",94102,301 van ness avenue,0
2074,2418,1839,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,explorevoice studios," musical instruments & teachers,performing arts,special education",9178551029,"creditcard, goodforkids",94110,san jose avenue and 30th street,0
2075,2418,202,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness avenue,0
2076,2418,2249,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,hinata," sushi bars,japanese",4158298291,"reservations, creditcard, waiterservice",94109,810 van ness avenue,0
2077,2418,2252,ho's bootleg tavern, american,4158727773," takeout, reservations, seating, waitstaff, parking available, street parking, free off-street parking, television, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover",94109,2360 van ness avenue corner of van ness avenue and green street,harris‰Û¡ÌÝå» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness avenue,0
