id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
963,Walzwerk,"#964 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"German,European, Central European",+1 415-551-7181,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$15 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,"381 S van Ness Ave,San Francisco, CA 94103-3627","Address:381 S van Ness Ave,San Francisco, CA 94103-3627Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-551-7181trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
964,Buca di Beppo,"#965 of 4,344 Restaurants in San Francisco",3.5 of 5 bubbles,$$ - $$$,"Italian,Soups,Vegetarian Friendly",+1 415-543-7673,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$15 -$30,"Reservations, Private Dining, Seating, Waitstaff, Serves Alcohol, Full Bar, Takeout, Highchairs Available, Wheelchair Accessible",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,"855 Howard St,San Francisco, CA 94103-3009","Address:855 Howard St,San Francisco, CA 94103-3009(4th & 5th Streets)Public Transportation:BART Powell St. stationLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-543-7673trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
965,Taraval Okazu YA Restaurant,"#966 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Asian,Sushi",+1 415-759-6850,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Reservations",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,"1735 Taraval St,San Francisco, CA 94116-2308","Address:1735 Taraval St,San Francisco, CA 94116-2308Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-759-6850trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
966,Roti Indian Bistro,"#967 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Indian,Vegetarian Friendly",+1 415-665-7684,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$30 -$40,"Takeout, Reservations, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,11:30 am - 2:00 pm,11:30 am - 2:00 pm,5:00 pm - 9:30 pm,"53 W Portal Ave,San Francisco, CA 94127-1303","Address:53 W Portal Ave,San Francisco, CA 94127-1303Public Transportation:One-half block from MUNI station.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-665-7684trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
967,The Barrel Room,"#968 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-956-9600,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,$20 -$50,"Reservations, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Seating, Waitstaff, Wheelchair Accessible",11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,5:00 pm - 12:00 am,,"415 Sansome St,San Francisco, CA 94111-3120","Address:415 Sansome St,San Francisco, CA 94111-3120Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-956-9600trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
968,Pork Store Cafe,"#969 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Cafe",+1 415-626-5523,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Television, Serves Alcohol",8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 4:00 pm,"3122 16th St,San Francisco, CA 94103-3328","Address:3122 16th St,San Francisco, CA 94103-3328Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-626-5523trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
969,Pagan Idol,"#970 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-985-6375,3.5 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,,,"Seating, Wheelchair Accessible",,,,,,,,"375 Bush St,San Francisco, CA 94104-2814","Address:375 Bush St,San Francisco, CA 94104-2814Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-985-6375trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
970,Bambino's Ristorante,"#971 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Italian,Pizza",+1 415-731-1343,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Reservations, Seating, Waitstaff, Serves Alcohol",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:00 pm,"945 Cole St,San Francisco, CA 94117-4315","Address:945 Cole St,San Francisco, CA 94117-4315(Carl Street)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-731-1343trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
971,Union Larder,"#972 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Wine Bar,American, Bar",+1 415-513-5323,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Seating, Waitstaff",,,,,,,,"1945 Hyde St,At Union,San Francisco, CA 94109-2040","Address:1945 Hyde St,At Union,San Francisco, CA 94109-2040Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-513-5323trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
972,Tunnel Top,"#973 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Pub, Bar",,3 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Serves Alcohol",5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,4:00 pm - 2:00 am,5:00 pm - 2:00 am,,"601 Bush Street,San Francisco, CA 94108","Address:601 Bush Street,San Francisco, CA 94108Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquaretrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
973,El Mansour,"#974 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Moroccan,Mediterranean,Middle Eastern,Halal",+1 415-751-2312,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$30 -$30,"Reservations, Seating, Waitstaff",,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"3119 Clement St,San Francisco, CA 94121-1615","Address:3119 Clement St,San Francisco, CA 94121-1615(32nd Ave.)Public Transportation:2 clement, 38 Geary and 1 California.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-751-2312trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
974,Patxi's Chicago Pizza,"#975 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Italian,Pizza",+1 415-759-9000,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating, Waitstaff, Delivery, Wheelchair Accessible",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,"822 Irving St,San Francisco, CA 94122-2311","Address:822 Irving St,San Francisco, CA 94122-2311Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-759-9000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
975,Old Mandarin Islamic,"#976 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Chinese,Asian",+1 415-564-3481,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Waitstaff",11:30 am - 9:30 pm,5:30 pm - 9:30 pm,,5:30 pm - 9:30 pm,11:30 am - 9:30 pm,11:30 am - 9:30 pm,11:30 am - 9:30 pm,"3132 Vicente St,San Francisco, CA 94116-2739","Address:3132 Vicente St,San Francisco, CA 94116-2739Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-564-3481trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
976,Boulibar,"#977 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"American,Pizza,Mediterranean",+1 415-399-1155,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Reservations, Waitstaff, Seating, Wheelchair Accessible, Serves Alcohol",,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:00 am - 3:00 pm,,"1 Ferry Building,Suite 35,San Francisco, CA 94111-4209","Address:1 Ferry Building,Suite 35,San Francisco, CA 94111-4209Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-399-1155trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
977,Local Edition,"#978 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Bar,Pub",,3 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Seating, Waitstaff, Serves Alcohol",5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,7:00 pm - 2:00 am,,"691 Market St,San Francisco, CA 94105-4212","Address:691 Market St,San Francisco, CA 94105-4212Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMatrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
978,Red Chilli,"#979 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Indian,Asian, Nepali",+1 415-658-7558,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,"Delivery, Takeout, Seating, Waitstaff, Wheelchair Accessible",11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"522 Jones St,San Francisco, CA 94102-2008","Address:522 Jones St,San Francisco, CA 94102-2008Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-658-7558trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
979,The Barbary Coast,"#980 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$ - $$$,,+1 415-788-0115,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,Reservations,,,,,,,,"478 Green St,San Francisco, CA 94133-4029","Address:478 Green St,San Francisco, CA 94133-4029Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-788-0115trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
980,Basil Canteen,"#981 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Thai",+1 415-552-3963,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$30 -$30,"Takeout, Reservations, Seating, Waitstaff",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,11:30 am - 2:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:00 pm,"1489 Folsom St,San Francisco, CA 94103-3734","Address:1489 Folsom St,San Francisco, CA 94103-3734(11th Street)Public Transportation:Muni Bus line 12 stop in front of the restaurant, Muni trains, get off at Market station walk down 11 street 4 blocks to Folsom St.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-552-3963trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
981,Hi Tops,"#982 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Bar,Pub,American",+1 415-551-2500,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Television, Wheelchair Accessible",4:00 pm - 12:00 am,4:00 pm - 12:00 am,4:00 pm - 12:00 am,4:00 pm - 12:00 am,4:00 pm - 12:00 am,10:00 am - 2:00 am,10:00 am - 2:00 am,"2247 Market St,San Francisco, CA 94114-1612","Address:2247 Market St,San Francisco, CA 94114-1612Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-551-2500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
982,Pizza Zone,"#983 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Italian,Pizza",+1 415-567-3244,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Wheelchair Accessible",12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,"555 Beach St,San Francisco, CA 94133-1135","Address:555 Beach St,San Francisco, CA 94133-1135Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-567-3244trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
983,Kabuto Sushi,"#984 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-752-5652,5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Takeout",10:30 pm - 11:30 am,10:30 pm - 11:30 am,10:30 pm - 11:30 am,10:30 pm - 11:30 am,10:30 pm - 5:30 pm,,,"5121 Geary Blvd,San Francisco, CA 94118-2815","Address:5121 Geary Blvd,San Francisco, CA 94118-2815Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-752-5652trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
984,Pera - San Francisco,"#985 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Mediterranean,Turkish,Greek",+1 415-796-3812,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$20 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"1457 18th Street,San Francisco, CA 94107","Address:1457 18th Street,San Francisco, CA 94107(Connecticut)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-796-3812trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
985,Mason Pacific,"#986 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,American,+1 415-374-7185,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,,"1358 Mason St,San Francisco, CA 94133-4710","Address:1358 Mason St,San Francisco, CA 94133-4710Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-374-7185trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
986,Nob Hill Club,"#987 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-392-3434,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",6:30 am - 2:30 pm,6:30 am - 9:00 pm,6:30 am - 9:00 pm,6:30 am - 9:00 pm,6:30 am - 9:00 pm,6:30 am - 9:00 pm,6:30 am - 2:30 pm,"1 Nob Hill Circle,InterContinental Mark Hopkins,San Francisco, CA 94108","Address:1 Nob Hill Circle,InterContinental Mark Hopkins,San Francisco, CA 94108Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-392-3434trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
987,Goat Hill Pizza,"#988 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Pizza,Italian",+1 415-641-1440,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,$20,"Takeout, Seating, Serves Alcohol, Delivery, Waitstaff",11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:30 pm,11:30 am - 10:30 pm,11:30 am - 10:00 pm,"300 Connecticut St,San Francisco, CA 94107-2816","Address:300 Connecticut St,San Francisco, CA 94107-2816Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-641-1440trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
988,Troya,"#989 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Middle Eastern,Mediterranean,Turkish",+1 415-563-1000,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,"2125 Fillmore St,San Francisco, CA 94115-2223","Address:2125 Fillmore St,San Francisco, CA 94115-2223Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-563-1000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
989,3rd Cousin,"#990 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,American,4158143709,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,,"Reservations, Waitstaff, Wheelchair Accessible",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,,"919 Cortland Ave,San Francisco, CA 94110-5632","Address:919 Cortland Ave,San Francisco, CA 94110-5632Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4158143709trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
990,Black Cat,"#991 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,American,14153581999,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,$11 -$30,"Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover",5:30 pm - 2:00 am,5:30 pm - 2:00 am,5:30 pm - 2:00 am,5:30 pm - 2:00 am,5:30 pm - 2:00 am,5:30 pm - 2:00 am,5:30 pm - 2:00 am,"400 Eddy St,San Francisco, CA 94109","Address:400 Eddy St,San Francisco, CA 94109Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:14153581999trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
991,Cocotte,"#992 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"French,European",+1 415-292-4415,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Reservations, Seating, Waitstaff, Serves Alcohol",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,,"1521 Hyde St,San Francisco, CA 94109-3113","Address:1521 Hyde St,San Francisco, CA 94109-3113(Jackson St.)Public Transportation:Cable Car (line hyde @ beach) stop across the street. #27 Bryant and #83 Pacific Muni busesLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-292-4415trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
992,Aicha Morrocan Cuisine,"#993 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Moroccan,Middle Eastern,Halal",14153459947,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,$30 -$30,"Reservations, Seating, Waitstaff",12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 11:00 pm,12:00 pm - 10:00 pm,"1303 Polk St,San Francisco, CA","Address:1303 Polk St,San Francisco, CA(Bush)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:14153459947trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
993,Bocadillos,"#994 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Spanish, Contemporary",+1 415-982-2622,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Wine and Beer, Free Wifi, Reservations, Wheelchair Accessible",,,,,,5:00 pm - 10:00 pm,,"710 Montgomery St,San Francisco, CA 94111-2104","Address:710 Montgomery St,San Francisco, CA 94111-2104Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-982-2622trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
994,Spiazzo Ristorante,"#995 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Italian,+1 415-664-9511,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$13 -$30,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 10:00 pm,"33 West Portal Avenue,San Francisco, CA 94127","Address:33 West Portal Avenue,San Francisco, CA 94127(Ulloa)Public Transportation:Muni Lines K,L,M @ West Portal Station, and Bus Lines 48 & 19.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-664-9511trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
995,House of Dim Sum,"#996 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Chinese,Asian",+1 415-399-0888,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,$8,"Takeout, Seating",7:00 am - 6:30 pm,7:00 am - 6:30 pm,7:00 am - 6:30 pm,7:00 am - 6:30 pm,7:00 am - 6:30 pm,7:00 am - 6:30 pm,7:00 am - 6:30 pm,"735 Jackson St,San Francisco, CA 94133-4911","Address:735 Jackson St,San Francisco, CA 94133-4911Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-399-0888trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
996,Sushi Bistro,"#997 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-933-7100,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Serves Alcohol, Waitstaff",5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,"431 Balboa St,San Francisco, CA 94118-3937","Address:431 Balboa St,San Francisco, CA 94118-3937Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-933-7100trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
