id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
1224,Azalina’s,https://www.yelp.com/ /biz/azalinas-san-francisco-2,"Malaysian,Chicken Shop,Soup",$11-30,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,Closed,"1355 Market StSan Francisco, CA 94103",(415) 660-2020,Yes,Yes,No,"Garage, Private Lot, Validated",Yes,Yes,No,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
1225,LaLe,https://www.yelp.com/ /biz/lale-san-francisco-2,"Breakfast & Brunch,Mediterranean,Tapas/Small Plates",$11-30,4.0 star rating,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm5:30 pm-9:00 pm,8:00 am-3:00 pm5:30 pm-9:00 pm,8:00 am-3:00 pm5:30 pm-9:00 pm,8:00 am-3:00 pm5:30 pm-9:00 pm,"731 Irving StSan Francisco, CA 94122",(415) 566-8814,Yes,Yes,No,Street,No,No,No,Yes,Yes,No,"Breakfast, Brunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1226,Bar 821,https://www.yelp.com/ /biz/bar-821-san-francisco,"Lounges,Cocktail Bars",Moderate,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,Closed,"821 Divisadero StSan Francisco, CA 94117",,,Yes,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
1227,Papito Potrero Hill,https://www.yelp.com/ /biz/papito-potrero-hill-san-francisco,Mexican,$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"317 Connecticut StSan Francisco, CA 94107",(415) 695-0147,Yes,Yes,No,Street,Yes,Yes,No,No,No,No,Dinner,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1228,Crepevine Restaurant,https://www.yelp.com/ /biz/crepevine-restaurant-san-francisco-2,"Creperies,Breakfast & Brunch,American (New)",$11-30,4.0 star rating,7:30 am-11:00 pm,7:30 am-11:00 pm,7:30 am-11:00 pm,7:30 am-11:00 pm,7:30 am-12:00 am,7:30 am-12:00 am,7:30 am-11:00 pm,"624 Irving StSan Francisco, CA 94122",(415) 681-5858,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
1229,Il Casaro Pizzeria &amp; Mozzarella Bar,https://www.yelp.com/ /biz/il-casaro-pizzeria-and-mozzarella-bar-san-francisco,"Italian,Pizza",$11-30,4.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-11:00 pm,"348 Columbus AveSan Francisco, CA 94133",(415) 677-9455,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Dinner,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
1230,L’ardoise Bistro,http://www.yelp.com/ /biz/l-ardoise-bistro-san-francisco,French,$31-60,4.5 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,Closed,"151 Noe StSan Francisco, CA 94114",(415) 437-2600,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,"Intimate, Romantic",Average,Beer & Wine Only,No,Yes,
1231,Anchor Oyster Bar,http://www.yelp.com/ /biz/anchor-oyster-bar-san-francisco,Seafood,$31-60,4.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,4:00 pm-9:30 pm,"579 Castro StSan Francisco, CA 94114",(415) 431-3990,Yes,Yes,No,Street,Yes,No,No,No,No,No,Dinner,No,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1232,Saru Sushi Bar,http://www.yelp.com/ /biz/saru-sushi-bar-san-francisco,"Sushi Bars,Japanese",$31-60,4.5 star rating,Closed,12:00 pm-2:00 pm5:30 pm-10:00 pm,12:00 pm-2:00 pm5:30 pm-10:00 pm,12:00 pm-2:00 pm5:30 pm-10:00 pm,12:00 pm-2:00 pm5:30 pm-11:00 pm,12:00 pm-2:00 pm5:30 pm-11:00 pm,12:00 pm-2:00 pm5:30 pm-10:00 pm,"3856 24th StSan Francisco, CA 94114",(415) 400-4510,No,Yes,Yes,Street,No,Yes,No,No,No,No,Dinner,No,No,Casual,Intimate,Average,Beer & Wine Only,No,Yes,
1233,Song Tea &amp; Ceramics,http://www.yelp.com/ /biz/song-tea-and-ceramics-san-francisco-2,"Coffee & Tea,Gift Shops",Pricey,5.0 star rating,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-5:00 pm,"2120 Sutter StSan Francisco, CA 94115",(415) 885-2118,Yes,Yes,Yes,Street,Yes,No,No,,,,,,,,,,,,,
1234,Sorrel,http://www.yelp.com/ /biz/sorrel-san-francisco-3,"American (New),Italian",$31-60,5.0 star rating,Closed,Closed,Closed,Closed,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-10:00 pm,"945 Valencia StSan Francisco, CA 94107",(303) 931-2870,No,Yes,Yes,,Yes,No,No,Yes,Yes,No,,No,Yes,Dressy,,,,No,Yes,
1235,Frances,http://www.yelp.com/ /biz/frances-san-francisco,American (New),$31-60,4.5 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"3870 17th StSan Francisco, CA 94114",(415) 621-3870,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Beer & Wine Only,No,Yes,
1236,Prubechu,http://www.yelp.com/ /biz/prubechu-san-francisco,"Asian Fusion,Seafood",$31-60,4.5 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,Closed,"2847 Mission StSan Francisco, CA 94110",(415) 952-3654,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1237,Bistro Central Parc,http://www.yelp.com/ /biz/bistro-central-parc-san-francisco,"French,Breakfast & Brunch",$31-60,4.5 star rating,Closed,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,"560 Central AveSan Francisco, CA 94117",(415) 931-7272,No,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,,Average,Beer & Wine Only,No,Yes,
1238,La Ciccia,http://www.yelp.com/ /biz/la-ciccia-san-francisco,"Seafood,Sardinian",$31-60,4.5 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"291 30th StSan Francisco, CA 94131",(415) 550-8114,No,Yes,,Street,No,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Beer & Wine Only,No,Yes,
1239,Revelry Bistro,http://www.yelp.com/ /biz/revelry-bistro-san-francisco,"French,American (New),Breakfast & Brunch",$31-60,4.5 star rating,Closed,Closed,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,11:00 am-10:30 pm,11:00 am-9:00 pm,"297 Page StSan Francisco, CA 94102",(415) 241-6833,Yes,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,"Romantic, Upscale",Average,Beer & Wine Only,No,Yes,
1240,Liholiho Yacht Club,http://www.yelp.com/ /biz/liholiho-yacht-club-san-francisco-2,"American (New),Seafood",$31-60,4.5 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,Closed,"871 Sutter StSan Francisco, CA 94109",(415) 440-5446,No,Yes,No,"Garage, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Casual,Average,Full Bar,No,Yes,
1241,Lolinda,http://www.yelp.com/ /biz/lolinda-san-francisco,"Steakhouses,Argentine,Tapas/Small Plates",$31-60,4.0 star rating,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-12:00 am,5:30 pm-12:00 am,5:30 pm-11:00 pm,"2518 Mission StSan Francisco, CA 94110",(415) 550-6970,No,Yes,No,"Valet, Street",Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Loud,Full Bar,No,Yes,
1242,Nopa,http://www.yelp.com/ /biz/nopa-san-francisco,"American (New),Modern European",$31-60,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:00 am,11:00 am-1:00 am,11:00 am-12:00 am,"560 Divisadero StSan Francisco, CA 94117",(415) 864-8643,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Loud,Full Bar,No,Yes,
1243,Firefly Restaurant,http://www.yelp.com/ /biz/firefly-restaurant-san-francisco-4,"American (New),Gluten-Free",$31-60,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:00 pm,"4288 24th StSan Francisco, CA 94114",(415) 821-7652,No,Yes,No,Street,Yes,No,Free,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Beer & Wine Only,No,Yes,
1244,Bar Crudo,http://www.yelp.com/ /biz/bar-crudo-san-francisco,"Seafood,Live/Raw Food",$31-60,4.0 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-10:00 pm,"655 Divisadero StSan Francisco, CA 94117",(415) 409-0679,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Trendy,Average,Beer & Wine Only,No,Yes,
1245,State Bird Provisions,http://www.yelp.com/ /biz/state-bird-provisions-san-francisco,"Tapas/Small Plates,American (New)",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"1529 Fillmore StSan Francisco, CA 94115",(415) 795-1272,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Beer & Wine Only,No,Yes,
1246,Espetus Brazilian Steak House,http://www.yelp.com/ /biz/espetus-brazilian-steak-house-san-francisco,"Steakhouses,Brazilian",$31-60,4.0 star rating,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-10:00 pm,11:30 am-2:30 pm5:00 pm-11:00 pm,12:00 pm-3:00 pm5:00 pm-11:00 pm,12:00 pm-9:00 pm,"1686 Market StSan Francisco, CA 94102",(415) 552-8792,No,Yes,No,Street,No,No,Free,Yes,Yes,No,Dinner,No,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1247,Tsubasa Sushi,http://www.yelp.com/ /biz/tsubasa-sushi-san-francisco,"Sushi Bars,Japanese",$31-60,4.5 star rating,Closed,11:30 am-2:15 pm5:30 pm-9:45 pm,11:30 am-2:15 pm5:30 pm-9:45 pm,11:30 am-2:15 pm5:30 pm-9:45 pm,11:30 am-2:15 pm5:30 pm-10:45 pm,12:00 pm-2:30 pm5:30 pm-10:45 pm,5:30 pm-9:45 pm,"429 Gough StSan Francisco, CA 94102",(415) 551-9688,No,Yes,No,"Garage, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1248,Marianne’s,http://www.yelp.com/ /biz/mariannes-san-francisco,Lounges,Pricey,5.0 star rating,Closed,5:30 pm-12:00 am,5:30 pm-12:00 am,5:30 pm-1:30 am,5:30 pm-1:30 am,5:30 pm-1:30 am,Closed,"360 Jessie StSan Francisco, CA 94103",(415) 321-6000,,Yes,No,,No,No,,,Yes,,,,Yes,,"Intimate, Romantic, Classy",Quiet,Full Bar,No,,
1249,Chapeau!,http://www.yelp.com/ /biz/chapeau-san-francisco,"French,Wine Bars",$31-60,4.5 star rating,Closed,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"126 Clement StSan Francisco, CA 94118",(415) 750-9787,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
1250,The Richmond,http://www.yelp.com/ /biz/the-richmond-san-francisco,"Wine Bars,American (New)",$31-60,4.5 star rating,Closed,6:00 pm-9:00 pm,6:00 pm-9:00 pm,6:00 pm-9:00 pm,6:00 pm-9:00 pm,6:00 pm-9:00 pm,Closed,"615 Balboa StSan Francisco, CA 94118",(415) 379-8988,No,Yes,No,Street,No,No,No,No,Yes,No,Dinner,No,Yes,Casual,Intimate,Quiet,Beer & Wine Only,No,Yes,
1251,Koo,http://www.yelp.com/ /biz/koo-san-francisco,"Japanese,Sushi Bars",$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:00 pm-9:30 pm,"408 Irving StSan Francisco, CA 94122",(415) 731-7077,Yes,Yes,Yes,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Intimate,Average,Beer & Wine Only,No,Yes,
1252,Pläj Scandinavian Restaurant &amp; Bar,http://www.yelp.com/ /biz/pl%C3%A4j-scandinavian-restaurant-and-bar-san-francisco,"Scandinavian,Bars",$31-60,4.0 star rating,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-9:00 pm,"333 Fulton StSan Francisco, CA 94102",(415) 294-8925,No,Yes,No,"Valet, Street",No,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
1253,Delfina,http://www.yelp.com/ /biz/delfina-san-francisco,"Italian,Pizza",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:00 pm-10:00 pm,"3621 18th StSan Francisco, CA 94110",(415) 552-4055,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Beer & Wine Only,No,Yes,
1254,Heirloom Cafe,http://www.yelp.com/ /biz/heirloom-cafe-san-francisco,"Cafes,French,Italian",$31-60,4.0 star rating,5:45 pm-9:30 pm,5:45 pm-9:30 pm,5:45 pm-9:30 pm,5:45 pm-9:30 pm,5:45 pm-10:00 pm,5:45 pm-10:00 pm,Closed,"2500 Folsom StSan Francisco, CA 94110",(415) 821-2500,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,,Average,Beer & Wine Only,No,Yes,
1255,Foreign Cinema,http://www.yelp.com/ /biz/foreign-cinema-san-francisco,"American (New),Mediterranean",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,11:00 am-2:30 pm5:30 pm-11:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,"2534 Mission StSan Francisco, CA 94110",(415) 648-7600,No,Yes,No,"Valet, Street",Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Full Bar,No,Yes,
1256,Seven Hills,http://www.yelp.com/ /biz/seven-hills-san-francisco,"Italian,Seafood,Desserts",$31-60,4.5 star rating,Closed,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-9:30 pm,"1550 Hyde StSan Francisco, CA 94109",(415) 775-1550,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Intimate,Average,Beer & Wine Only,No,Yes,
1257,The Morris,http://www.yelp.com/ /biz/the-morris-san-francisco,American (New),$31-60,4.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,Closed,"2501 Mariposa StSan Francisco, CA 94110",(415) 612-8480,No,Yes,,,Yes,No,,,Yes,No,,No,Yes,Casual,"Classy, Upscale",Average,Full Bar,No,Yes,
1258,Bacco,http://www.yelp.com/ /biz/bacco-san-francisco,Italian,$31-60,4.0 star rating,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-9:00 pm,"737 Diamond StSan Francisco, CA 94114",(415) 282-4969,Yes,Yes,No,Street,Yes,Yes,Free,Yes,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Beer & Wine Only,No,Yes,
1259,Avedano’s Holly Park Market,http://www.yelp.com/ /biz/avedanos-holly-park-market-san-francisco-2,"Meat Shops,Butcher,Sandwiches",$31-60,4.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,9:00 am-8:00 pm,11:00 am-6:00 pm,"235 Cortland AveSan Francisco, CA 94110",(415) 285-6328,Yes,Yes,,Street,Yes,No,No,Yes,No,No,Lunch,No,No,Casual,,Quiet,No,No,No,
1260,Blue Plate,http://www.yelp.com/ /biz/blue-plate-san-francisco,"American (Traditional),Desserts,Tapas/Small Plates",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-9:30 pm,"3218 Mission StSan Francisco, CA 94110",(415) 282-6777,No,Yes,No,Street,Yes,Yes,No,Yes,Yes,No,Dinner,No,Yes,Casual,,Average,Beer & Wine Only,No,Yes,
1261,House of Prime Rib,http://www.yelp.com/ /biz/house-of-prime-rib-san-francisco,"American (Traditional),Steakhouses",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-10:00 pm,4:00 pm-10:00 pm,4:00 pm-10:00 pm,"1906 Van Ness AveSan Francisco, CA 94109",(415) 885-4605,No,Yes,No,Valet,No,No,No,No,Yes,No,Dinner,Yes,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1262,Absinthe Brasserie &amp; Bar,http://www.yelp.com/ /biz/absinthe-brasserie-and-bar-san-francisco-2,"French,Breakfast & Brunch,Bars",$31-60,4.0 star rating,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-12:00 am,11:30 am-12:00 am,11:00 am-12:00 am,11:00 am-10:00 pm,"398 Hayes StSan Francisco, CA 94102",(415) 551-1590,Yes,Yes,No,"Valet, Garage, Street",Yes,Yes,Free,No,Yes,No,Dinner,No,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1263,Stones Throw,http://www.yelp.com/ /biz/stones-throw-san-francisco-2,American (New),$31-60,4.5 star rating,Closed,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,11:00 am-2:00 pm5:00 pm-10:00 pm,"1896 Hyde StSan Francisco, CA 94109",(415) 796-2901,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1264,Poesia,http://www.yelp.com/ /biz/poesia-san-francisco,"Italian,Bars",$31-60,4.0 star rating,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:00 pm-10:00 pm,"4072 18th StSan Francisco, CA 94114",(415) 252-9325,Yes,Yes,No,Street,Yes,Yes,No,Yes,Yes,Yes,Dinner,No,Yes,Casual,Romantic,Average,Full Bar,No,Yes,
1265,Rich Table,http://www.yelp.com/ /biz/rich-table-san-francisco,American (New),$31-60,4.0 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,"199 Gough StSan Francisco, CA 94102",(415) 355-9085,No,Yes,No,Street,Yes,No,Free,No,Yes,No,Dinner,No,No,Casual,Trendy,Average,Full Bar,No,Yes,
1266,Frascati,http://www.yelp.com/ /biz/frascati-san-francisco,"Italian,Mediterranean",$31-60,4.5 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:00 pm,"1901 Hyde StSan Francisco, CA 94109",(415) 928-1406,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Romantic,Average,Beer & Wine Only,No,Yes,
1267,Kokkari Estiatorio,http://www.yelp.com/ /biz/kokkari-estiatorio-san-francisco,"Greek,Mediterranean",$31-60,4.5 star rating,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-10:00 pm,"200 Jackson StSan Francisco, CA 94111",(415) 981-0983,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Classy,Average,Full Bar,No,Yes,
1268,Tekka Japanese Restaurant,http://www.yelp.com/ /biz/tekka-japanese-restaurant-san-francisco,"Japanese,Sushi Bars",$31-60,4.0 star rating,6:30 pm-9:00 pm,6:30 pm-9:00 pm,6:30 pm-9:00 pm,6:30 pm-9:00 pm,6:30 am-9:00 pm,Closed,Closed,"537 Balboa StSan Francisco, CA 94118",,No,No,No,Street,No,No,No,No,No,No,Dinner,No,No,Casual,Casual,Quiet,Beer & Wine Only,Yes,Yes,
1269,Contigo,http://www.yelp.com/ /biz/contigo-san-francisco-2,"Spanish,Tapas Bars",$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:30 pm,"1320 Castro StSan Francisco, CA 94114",(415) 285-0250,Yes,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Beer & Wine Only,No,Yes,
1270,Ichido,http://www.yelp.com/ /biz/ichido-san-francisco-6,"Seafood,Japanese,Asian Fusion",$31-60,5.0 star rating,Closed,Closed,Closed,Closed,7:00 pm-9:30 pm,7:00 pm-9:30 pm,Closed,"687 Minna StSan Francisco, CA 94107",,No,Yes,No,Street,Yes,No,Free,Yes,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,No,No,No,
1271,3rd Cousin,http://www.yelp.com/ /biz/3rd-cousin-san-francisco-2,American (New),$31-60,4.5 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"919 Cortland AveSan Francisco, CA 94110",(415) 814-3709,No,Yes,,Street,Yes,No,No,Yes,Yes,No,Dinner,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1272,Mathilde French Bistro,http://www.yelp.com/ /biz/mathilde-french-bistro-san-francisco,"French,Desserts,Salad",$31-60,4.5 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,Closed,"315 5th StSan Francisco, CA 94107",(415) 546-6128,Yes,Yes,,,Yes,Yes,No,,Yes,No,"Dinner, Dessert",No,Yes,Casual,Classy,Average,Beer & Wine Only,No,Yes,
1273,The House,http://www.yelp.com/ /biz/the-house-san-francisco,Asian Fusion,$31-60,4.5 star rating,11:30 am-3:00 pm5:30 pm-10:00 pm,11:30 am-3:00 pm5:30 pm-10:00 pm,11:30 am-3:00 pm5:30 pm-10:00 pm,11:30 am-3:00 pm5:30 pm-10:00 pm,11:30 am-3:00 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:00 pm-11:00 pm,5:30 pm-10:00 pm,"1230 Grant AveSan Francisco, CA 94133",(415) 986-8612,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Beer & Wine Only,No,Yes,
1274,Locanda,http://www.yelp.com/ /biz/locanda-san-francisco,"Italian,Bars",$31-60,4.0 star rating,Closed,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,10:30 am-2:00 pm5:30 pm-11:00 pm,10:30 am-2:00 pm5:30 pm-10:00 pm,"557 Valencia StSan Francisco, CA 94110",(415) 863-6800,Yes,Yes,No,"Valet, Street",Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
1275,Monsieur Benjamin,http://www.yelp.com/ /biz/monsieur-benjamin-san-francisco,"French,Wine Bars,Desserts",$31-60,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,11:00 am-2:30 pm5:00 pm-12:00 am,11:00 am-2:30 pm5:00 pm-12:00 am,"451 Gough StSan Francisco, CA 94102",(415) 403-2233,No,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Classy,Average,Full Bar,No,Yes,
1276,AsiaSF,http://www.yelp.com/ /biz/asiasf-san-francisco,"Asian Fusion,Dance Clubs",$31-60,4.0 star rating,Closed,Closed,5:00 pm-10:00 pm,7:00 pm-10:00 pm,7:00 pm-2:00 am,5:00 pm-2:00 am,7:00 pm-10:00 pm,"201 9th StSan Francisco, CA 94103",(415) 255-2742,Yes,Yes,No,Street,No,No,Free,No,Yes,No,Dinner,No,Yes,Dressy,Trendy,Loud,Full Bar,No,Yes,
