id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1685,Aldea Home + Baby,http://www.yelp.com/ /biz/aldea-home-baby-san-francisco-2,"Furniture Stores,Baby Gear & Furniture",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,"890 Valencia StSan Francisco, CA 94110",(866) 402-5332,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1686,Nanskin,http://www.yelp.com/ /biz/nanskin-san-francisco,Skin Care,Pricey,5.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,Closed,Closed,"1850 Union StreetSan Francisco, CA 94123",(415) 563-4024,,,,Yes,,,Street,,,,,,,,,,,,,
1687,Natalini Flowers By Crispy,http://www.yelp.com/ /biz/natalini-flowers-by-crispy-san-francisco,Florists,Pricey,4.5 star rating,,,,,,,,"118 Turk StSan Francisco, CA 94102",(415) 503-1690,,Yes,,Yes,No,,Street,Yes,,,,,,,,,,,,
1688,Hugo Boss,http://www.yelp.com/ /biz/hugo-boss-san-francisco,"Men's Clothing,Shoe Stores,Women's Clothing",Pricey,4.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,,(415) 495-2082,,,,Yes,No,,Garage,No,,,,,,,,,,,,
1689,J &amp; L Refinishing Corporation,http://www.yelp.com/ /biz/j-and-l-refinishing-corporation-san-francisco,"Antiques,Furniture Stores,Refinishing Services",Pricey,5.0 star rating,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,9:30 am-5:30 pm,10:30 am-3:00 pm,Closed,"620 Alabama StSan Francisco, CA 94110",(415) 826-2505,,,,No,No,,Street,Yes,,,,,,,,,,,,
1690,Couture Designer European Clothing,http://www.yelp.com/ /biz/couture-designer-european-clothing-san-francisco,"Men's Clothing,Formal Wear,Bespoke Clothing",Pricey,4.5 star rating,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,11:30 am-7:00 pm,12:00 pm-6:00 pm,"395 Sutter StSan Francisco, CA 94108",(415) 509-4698,,,,Yes,Yes,,"Valet, Garage, Street",Yes,,,,,,,,,,,,
1691,L’Olivier,http://www.yelp.com/ /biz/l-olivier-san-francisco,French,$31-60,3.5 star rating,10:30 am-2:30 pm5:30 pm-10:30 pm,10:30 am-2:30 pm5:30 pm-10:30 pm,10:30 am-2:30 pm5:30 pm-10:30 pm,10:30 am-2:30 pm5:30 pm-10:30 pm,10:30 am-2:30 pm5:30 pm-10:30 pm,5:30 pm-10:30 pm,Closed,"465 Davis CtSan Francisco, CA 94111",(415) 981-7824,Yes,No,Yes,Yes,,Dinner,Street,Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,Free,No,Yes,Yes,
1692,Claudia Kussano,http://www.yelp.com/ /biz/claudia-kussano-san-francisco,Jewelry,Pricey,5.0 star rating,Closed,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-6:00 pm,12:00 pm-6:00 pm,"591 Guerrero StSan Francisco, CA 94110",(415) 671-0769,,,,Yes,,,Street,,,,,,,,,,,,,
1693,The Darkside Initiative,http://www.yelp.com/ /biz/the-darkside-initiative-san-francisco,"Shoe Stores,Men's Clothing",Pricey,4.5 star rating,12:00 pm-6:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"1827 Powell StSan Francisco, CA 94133",(415) 837-1909,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1694,JuvEssentials,http://www.yelp.com/ /biz/juvessentials-san-francisco-3,"Skin Care,Permanent Makeup,Tattoo Removal",Pricey,4.5 star rating,12:00 pm-5:00 pm,12:00 pm-5:00 pm,12:00 pm-5:00 pm,12:00 pm-5:00 pm,12:00 pm-5:00 pm,Closed,Closed,"490 Post StSan Francisco, CA 94102",(415) 654-5859,,,,Yes,No,,"Garage, Street",Yes,,,,,,,,,,,,
1695,U Need Alteration and Cleaner,http://www.yelp.com/ /biz/u-need-alteration-and-cleaner-san-francisco,"Dry Cleaning & Laundry,Sewing & Alterations",Pricey,4.5 star rating,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,9:00 am-5:30 pm,Closed,"1422 Lombard StSan Francisco, CA 94123",(415) 929-8288,,,,Yes,,,,Yes,,,,,,,,No,,,,
1696,Cafe Kuleto,http://www.yelp.com/ /biz/cafe-kuleto-san-francisco,Italian,$31-60,3.5 star rating,7:00 am-10:30 pm,7:00 am-10:30 pm,7:00 am-10:30 pm,7:00 am-10:30 pm,7:00 am-11:00 pm,8:00 am-11:00 pm,8:00 am-11:00 pm,"225 Powell StSan Francisco, CA 94102",(415) 397-3621,Yes,No,Yes,Yes,,"Breakfast, Dinner",,No,No,Yes,Casual,Classy,Average,Full Bar,No,,No,Yes,No,
1697,Nob Hill Spa,http://www.yelp.com/ /biz/nob-hill-spa-san-francisco,Day Spas,Pricey,4.0 star rating,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,"1075 California StSan Francisco, CA 94108",(415) 345-2888,,,,Yes,No,,Garage,Yes,,,,,,,,,,,,
1698,Aether,http://www.yelp.com/ /biz/aether-san-francisco-3,"Women's Clothing,Men's Clothing",Pricey,4.5 star rating,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"489 Hayes StSan Francisco, CA 94102",(415) 437-2345,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1699,Cask,http://www.yelp.com/ /biz/cask-san-francisco,"Beer, Wine & Spirits",Pricey,4.0 star rating,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,11:00 am-8:00 pm,Closed,"17 3rd StSan Francisco, CA 94103",(415) 424-4844,,,No,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1700,Dianne Nola - Curly Hair Specialist,http://www.yelp.com/ /biz/dianne-nola-curly-hair-specialist-san-francisco,Hair Stylists,Pricey,5.0 star rating,Closed,Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-5:00 pm,Closed,"538 Irving StSan Francisco, CA 94122",(415) 786-6402,,,,Yes,,,Street,Yes,No,,,,,,,,,,,
1701,Cliff House Terrace Room Champagne Brunch,http://www.yelp.com/ /biz/cliff-house-terrace-room-champagne-brunch-san-francisco,Breakfast & Brunch,$31-60,3.5 star rating,Closed,Closed,Closed,Closed,Closed,Closed,10:00 am-4:00 pm,"1090 Point LobosSan Francisco, CA 94121",(415) 386-3330,Yes,No,No,Yes,Yes,Brunch,Street,Yes,Yes,Yes,Casual,Classy,Average,Full Bar,No,No,No,Yes,No,
1702,Laurel Court Restaurant &amp; Bar,http://www.yelp.com/ /biz/laurel-court-restaurant-and-bar-san-francisco-4,"Bars,American (New),Breakfast & Brunch",$31-60,3.0 star rating,6:30 am-2:30 pm6:00 pm-10:00 pm,6:30 am-2:30 pm6:00 pm-10:00 pm,6:30 am-2:30 pm6:00 pm-10:00 pm,6:30 am-2:30 pm6:00 pm-10:00 pm,6:30 am-2:30 pm6:00 pm-10:00 pm,7:00 am-3:30 pm6:00 pm-10:00 pm,7:00 am-3:30 pm6:00 pm-10:00 pm,"950 Mason StreetSan Francisco, CA 94108",(415) 772-5260,Yes,No,No,Yes,No,,"Valet, Garage, Street, Validated",Yes,No,Yes,Casual,Upscale,Average,Full Bar,No,No,No,Yes,No,
1703,Credo,http://www.yelp.com/ /biz/credo-san-francisco-4,"Skin Care,Cosmetics & Beauty Supply",Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2136 Fillmore StSan Francisco, CA 94115",(415) 885-1800,,,,Yes,Yes,,Street,No,,,,,,,,,,,,
1704,Small Frys,http://www.yelp.com/ /biz/small-frys-san-francisco,"Children's Clothing,Shoe Stores,Gift Shops",Pricey,4.0 star rating,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,10:00 am-6:00 pm,"4066 24th StSan Francisco, CA 94114",(415) 648-3954,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1705,AleksandraD Fashion and Design,http://www.yelp.com/ /biz/aleksandrad-fashion-and-design-san-francisco,"Women's Clothing,Formal Wear,Sewing & Alterations",Pricey,5.0 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,1:00 pm-8:00 pm,Closed,"643 Spruce StSan Francisco, CA 94118",(415) 312-2458,,,,Yes,,,Street,,,,,,,,,,,,,
1706,G-Star Raw Store San Francisco,http://www.yelp.com/ /biz/g-star-raw-store-san-francisco-san-francisco,"Men's Clothing,Women's Clothing",Pricey,4.0 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,12:00 pm-7:00 pm,"76 Geary StSan Francisco, CA 94108",(415) 398-5381,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1707,Icebreaker Union Square,http://www.yelp.com/ /biz/icebreaker-union-square-san-francisco-3,"Men's Clothing,Women's Clothing,Children's Clothing",Pricey,5.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,11:00 am-6:00 pm,"170 Post StSan Francisco, CA 94108",(415) 399-9615,,,,Yes,,,Street,No,,,,,,,,,,,,
1708,lululemon athletica,http://www.yelp.com/ /biz/lululemon-athletica-san-francisco,"Sports Wear,Women's Clothing,Yoga",Pricey,4.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,"1981 Union StSan Francisco, CA 94123",(415) 776-5858,,,,Yes,No,,Street,Yes,No,,,,,,,,,,,
1709,Mizu Spa,http://www.yelp.com/ /biz/mizu-spa-san-francisco,"Day Spas,Massage,Nail Salons",Pricey,4.0 star rating,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,"1150 4th StSan Francisco, CA 94158",(415) 278-9988,,,,Yes,No,,,No,,,,,,,,,,,,
1710,Sarah Becker Skincare,http://www.yelp.com/ /biz/sarah-becker-skincare-san-francisco,Skin Care,Pricey,5.0 star rating,,,,,,,,"3212 Fillmore StSan Francisco, CA 94123",(415) 447-6159,,,,Yes,,,Street,,,,,,,,,,,,,
1711,The Voyager Shop,http://www.yelp.com/ /biz/the-voyager-shop-san-francisco,"Men's Clothing,Women's Clothing",Pricey,4.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"365 Valencia StSan Francisco, CA 94103",(415) 795-1748,,,,Yes,No,,Street,No,,,,,,,,,,,,
1712,Far West Fungi,http://www.yelp.com/ /biz/far-west-fungi-san-francisco,Specialty Food,Pricey,4.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,8:00 am-6:00 pm,11:00 am-5:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(415) 989-9090,,,Yes,Yes,No,,Street,Yes,,,,,,,,,,,,
1713,A.C.T. Costume Rentals,http://www.yelp.com/ /biz/a-c-t-costume-rentals-san-francisco,Costumes,Pricey,4.5 star rating,,,,,,,,"1117 Market StSan Francisco, CA 94103",(415) 439-2379,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1714,Dara Roberts Hair Design,http://www.yelp.com/ /biz/dara-roberts-hair-design-san-francisco,Hair Salons,Pricey,4.5 star rating,Closed,10:00 am-4:00 pm,Closed,Closed,Closed,9:30 am-6:00 pm,Closed,"391 Sutter StSan Francisco, CA 94108",(415) 260-2698,,,,Yes,,,"Garage, Street",Yes,Yes,,,,,,,,,,,
1715,Benedetta,http://www.yelp.com/ /biz/benedetta-san-francisco,"Skin Care,Cosmetics & Beauty Supply",Pricey,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,8:00 am-6:00 pm,11:00 am-5:00 pm,"1 Ferry PlzSan Francisco, CA 94111",(707) 665-3904,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1716,InterContinental San Francisco,http://www.yelp.com/ /biz/intercontinental-san-francisco-san-francisco,"Hotels,Venues & Event Spaces",Pricey,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"888 Howard StreetSan Francisco, CA 94103",(415) 616-6500,,,,Yes,No,,,,,,,,,,,Paid,,,,
1717,"Alyson Mititieri, LE",http://www.yelp.com/ /biz/alyson-mititieri-le-san-francisco-6,"Medical Spas,Hair Removal,Skin Care",Pricey,5.0 star rating,Closed,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,Closed,"77 Van Ness AveSan Francisco, CA 94102",(415) 379-9015,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1718,Loews Regency San Francisco,http://www.yelp.com/ /biz/loews-regency-san-francisco-san-francisco-2,"Hotels,Health Retreats",Pricey,4.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"222 Sansome StSan Francisco, CA 94104",(415) 986-2020,,,,Yes,No,,,,,,,,,,,Free,,,,
1719,Mr. Pinkwhistle,http://www.yelp.com/ /biz/mr-pinkwhistle-san-francisco,Hair Salons,Pricey,4.5 star rating,Closed,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-7:00 pm,9:00 am-6:00 pm,9:00 am-4:00 pm,Closed,"580 Bush StSan Francisco, CA 94108",(415) 989-7465,,,,Yes,,,Garage,Yes,No,,,,,,,,,,,
1720,William Stout Architectural Books,http://www.yelp.com/ /biz/william-stout-architectural-books-san-francisco,Bookstores,Pricey,4.5 star rating,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-5:30 pm,Closed,"804 Montgomery StSan Francisco, CA 94133",(415) 391-6757,,,,Yes,,,Street,,,,,,,,,,,,,
1721,The Oak Room Restaurant,http://www.yelp.com/ /biz/the-oak-room-restaurant-san-francisco,American (New),$31-60,3.0 star rating,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-10:30 am12:00 pm-2:00 pm5:00 pm-10:00 pm,6:30 am-11:00 pm,6:30 am-11:00 pm,"335 Powell StSan Francisco, CA 94102",(415) 774-0264,Yes,No,No,Yes,,Dinner,Garage,No,No,Yes,Casual,,Quiet,Full Bar,No,Free,No,Yes,No,
1722,Marine Layer,http://www.yelp.com/ /biz/marine-layer-san-francisco-2,"Women's Clothing,Men's Clothing,Accessories",Pricey,4.5 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,"2209 Chestnut StSan Francisco, CA 94123",(415) 346-2400,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1723,Beaux Gateaux Wedding Cakes,http://www.yelp.com/ /biz/beaux-gateaux-wedding-cakes-san-francisco,"Bakeries,Desserts",Pricey,4.5 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-2:00 pm,"2100 Van Ness AveSan Francisco, CA 94109",(415) 754-3043,,Yes,No,Yes,,,Street,Yes,,,,,,,,,,,,
1724,Sutro’s at The Cliff House,http://www.yelp.com/ /biz/sutros-at-the-cliff-house-san-francisco,American (New),$31-60,3.5 star rating,11:30 am-9:30 pm,11:30 am-9:30 pm,11:30 am-9:30 pm,11:30 am-9:30 pm,11:30 am-9:30 pm,11:30 am-9:30 pm,11:00 am-9:30 pm,"1090 Point Lobos AveSan Francisco, CA 94121",(415) 386-3330,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Classy,Average,Full Bar,No,No,No,Yes,No,
1725,Sassoon Salon,http://www.yelp.com/ /biz/sassoon-salon-san-francisco,Hair Salons,Pricey,4.0 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:30 am-6:00 pm,8:30 am-7:00 pm,8:30 am-7:00 pm,8:30 am-6:00 pm,Closed,"359 Sutter StSan Francisco, CA 94108",(415) 397-5105,,,,Yes,,,"Garage, Street",No,No,,,,,,,,,,,
1726,Lush,http://www.yelp.com/ /biz/lush-san-francisco-2,Cosmetics & Beauty Supply,Pricey,4.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-8:00 pm,"240 Powell StSan Francisco, CA 94102",(415) 693-9633,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
1727,BoConcept San Francisco,http://www.yelp.com/ /biz/boconcept-san-francisco-san-francisco-3,"Furniture Stores,Interior Design,Home Decor",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"1 Rhode Island StreetSan Francisco, CA 94103",(415) 371-0100,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1728,Bose,http://www.yelp.com/ /biz/bose-san-francisco-2,Electronics,Pricey,4.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,11:00 am-8:00 pm,,(415) 348-0382,,,,Yes,Yes,,"Valet, Garage, Street, Private Lot",No,,,,,,,,,,,,
1729,Elizabeth David Salon,http://www.yelp.com/ /biz/elizabeth-david-salon-san-francisco,Hair Salons,Pricey,5.0 star rating,,,,,,,,"166 Geary St.San Francisco, CA 94108",(415) 362-7700,,,,Yes,,,Garage,,,,,,,,,,,,,
1730,Kwan Dermatology,http://www.yelp.com/ /biz/kwan-dermatology-san-francisco,"Dermatologists,Medical Spas",Pricey,4.0 star rating,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,8:30 am-5:00 pm,Closed,Closed,"360 Post StSan Francisco, CA 94108",(628) 400-4365,,,,Yes,No,,Garage,Yes,,,,,,,,,,,,
1731,McCormick &amp; Kuleto’s Seafood &amp; Steaks,http://www.yelp.com/ /biz/mccormick-and-kuletos-seafood-and-steaks-san-francisco,"Seafood,Steakhouses",$31-60,3.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-10:00 pm,"900 North Point StSan Francisco, CA 94109",(415) 929-1730,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,Yes,No,
1732,"Edna F Lee, OD",http://www.yelp.com/ /biz/edna-f-lee-od-san-francisco,"Optometrists,Eyewear & Opticians,Ophthalmologists",Pricey,5.0 star rating,,,,,,,,"1907 Fillmore StSan Francisco, CA 94115",(415) 563-9003,,,,Yes,,,Street,,,,,,,,,,,,,
1733,"Baby, The Stars Shine Bright Boutique",http://www.yelp.com/ /biz/baby-the-stars-shine-bright-boutique-san-francisco,"Women's Clothing,Accessories",Pricey,4.0 star rating,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-6:00 pm,"1746 Post StSan Francisco, CA 94115",(415) 525-8686,,,,Yes,,,"Garage, Street",No,,,,,,,,,,,,
1734,Chrome Industries - Mission HUB,http://www.yelp.com/ /biz/chrome-industries-mission-hub-san-francisco,"Men's Clothing,Women's Clothing,Sports Wear",Pricey,4.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-6:00 pm,"962 Valencia StSan Francisco, CA 94110",(415) 874-9232,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1735,Viange,http://www.yelp.com/ /biz/viange-san-francisco,Hair Salons,Pricey,4.5 star rating,Closed,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,Closed,"11 Tillman PlSan Francisco, CA 94108",(415) 421-0888,,,,Yes,,,Garage,Yes,Yes,,,,,,,,,,,
1736,Motze,http://www.yelp.com/ /biz/motze-san-francisco-3,"American (New),Asian Fusion,Japanese",$31-60,3.5 star rating,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,"983 Valencia StSan Francisco, CA 94110",(415) 484-1206,Yes,No,No,Yes,Yes,Lunch,"Garage, Street",Yes,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1737,Joan Gilbert Bride,http://www.yelp.com/ /biz/joan-gilbert-bride-san-francisco,Bridal,Pricey,4.5 star rating,,,,,,,,"3866 Clay StSan Francisco, CA 94118",(415) 752-1808,,,,No,,,Street,No,,,,,,,,,,,,
1738,Triple Aught Design,http://www.yelp.com/ /biz/triple-aught-design-san-francisco,"Outdoor Gear,First Aid Classes,CPR Classes",Pricey,4.5 star rating,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"660 22nd StSan Francisco, CA 94107",(415) 318-8252,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
1739,Tom’s Beautiful Hair,http://www.yelp.com/ /biz/toms-beautiful-hair-san-francisco,Hair Salons,Pricey,4.5 star rating,Closed,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-6:00 pm,Closed,"701 Greenwich StSan Francisco, CA 94133",(415) 434-1527,,,,Yes,No,,"Garage, Street",Yes,Yes,,,,,,,,,,,
1740,Athena Karsant,http://www.yelp.com/ /biz/athena-karsant-san-francisco,"Makeup Artists,Permanent Makeup",Pricey,5.0 star rating,,,,,,,,"450 Sutter StSan Francisco, CA 94108",(949) 500-1146,,,,Yes,,,Garage,,,,,,,,,,,,,
1741,A B Fits,http://www.yelp.com/ /biz/a-b-fits-san-francisco-4,"Men's Clothing,Women's Clothing",Pricey,4.5 star rating,Closed,11:30 am-6:30 pm,11:30 am-6:30 pm,11:30 am-6:30 pm,11:30 am-6:30 pm,11:30 am-6:30 pm,12:00 pm-6:00 pm,"1519 Grant AveSan Francisco, CA 94113",(415) 982-5726,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1742,Patrick &amp; Co,http://www.yelp.com/ /biz/patrick-and-co-san-francisco-2,Office Equipment,Pricey,5.0 star rating,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,Closed,Closed,"290 Battery StSan Francisco, CA 94111",(415) 392-2462,,,,Yes,,,Street,,,,,,,,,,,,,
1743,Infusion Lounge,http://www.yelp.com/ /biz/infusion-lounge-san-francisco-3,"Dance Clubs,Bars,Pan Asian",$31-60,3.0 star rating,Closed,Closed,9:00 pm-2:00 am,9:00 pm-2:00 am,9:00 pm-2:00 am,9:00 pm-2:00 am,Closed,"124 Ellis StSan Francisco, CA 94102",(415) 421-8700,Yes,No,No,Yes,No,Late Night,"Garage, Street",No,No,Yes,Dressy,Trendy,Very Loud,Full Bar,No,Free,No,Yes,No,
1744,Angelic Pretty,http://www.yelp.com/ /biz/angelic-pretty-san-francisco,"Women's Clothing,Accessories",Pricey,4.5 star rating,11:00 am-7:00 pm,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"15 Kearny StSan Francisco, CA 94108",(415) 788-0862,,,,Yes,,,Street,Yes,,,,,,,,,,,,
1745,Estila,http://www.yelp.com/ /biz/estila-san-francisco,Hair Salons,Pricey,4.5 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,9:00 am-5:00 pm,Closed,"3628 Sacramento StSan Francisco, CA 94118",(415) 928-1114,,,,Yes,,,,,No,,,,,,,,,,,
1746,SenSpa,http://www.yelp.com/ /biz/senspa-san-francisco,"Massage,Day Spas,Makeup Artists",Pricey,4.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,"1161 Gorgas AveSan Francisco, CA 94129",(415) 441-1777,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,,
1747,Inn at the Presidio,http://www.yelp.com/ /biz/inn-at-the-presidio-san-francisco-2,"Hotels,Bed & Breakfast",Pricey,4.5 star rating,,,,,,,,"42 Moraga AveSan Francisco, CA 94129",(415) 800-7356,,,,Yes,,,,,,,,,,,,Free,,,,
1748,G-Star Raw Store San Francisco - Chestnut,http://www.yelp.com/ /biz/g-star-raw-store-san-francisco-chestnut-san-francisco,"Women's Clothing,Men's Clothing",Pricey,5.0 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-7:00 pm,"2060 Chestnut StreetSan Francisco, CA 94123",(415) 567-7224,,,,Yes,,,Street,No,,,,,,,,,,,,
