id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
487,Yo Yo’s,https://www.yelp.com/ /biz/yo-yos-san-francisco,Japanese,Under $10,4.0 star rating,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,Closed,Closed,"318 Pacific AveSan Francisco, CA 94111",(415) 296-8273,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
488,Sun Kwong Restaurant,https://www.yelp.com/ /biz/sun-kwong-restaurant-san-francisco,Chinese,Under $10,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,Closed,"1400 Jackson StSan Francisco, CA 94109",(415) 673-9478,Yes,No,No,Street,No,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
489,Fillmore Street Cafe,https://www.yelp.com/ /biz/fillmore-street-cafe-san-francisco,"Coffee & Tea,Delis,Cafes",Under $10,4.0 star rating,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,8:00 am-4:00 pm,"1301 Fillmore StSan Francisco, CA 94115",(415) 749-0987,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
490,Emperor Norton’s Boozeland,https://www.yelp.com/ /biz/emperor-nortons-boozeland-san-francisco,Bars,Inexpensive,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"510 Larkin StSan Francisco, CA 94102",(415) 926-8118,,No,No,Street,Yes,Yes,,,Yes,,,,Yes,,"Divey, Casual",Average,Full Bar,Yes,,
491,Howard’s Cafe,https://www.yelp.com/ /biz/howards-cafe-san-francisco,"American (Traditional),Diners,Breakfast & Brunch",Under $10,3.5 star rating,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,"1309 9th AveSan Francisco, CA 94122",(415) 564-4723,Yes,No,No,Street,Yes,No,No,No,No,No,"Breakfast, Brunch",Yes,Yes,Casual,"Divey, Casual",Average,No,No,Yes,
492,The Little Spot Cafe,https://www.yelp.com/ /biz/the-little-spot-cafe-san-francisco,"Coffee & Tea,Bagels,Sandwiches",Under $10,4.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,"1199 S Van Ness AveSan Francisco, CA 94110",(415) 550-1800,Yes,Yes,,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,,Quiet,No,No,Yes,
493,Oasis Grill,https://www.yelp.com/ /biz/oasis-grill-san-francisco,"Greek,Mediterranean,American (Traditional)",Under $10,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,"91 Drumm StSan Francisco, CA 94111",(415) 781-0313,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
494,Bow-K,https://www.yelp.com/ /biz/bow-k-san-francisco,"Convenience Stores,Beer, Wine & Spirits,Coffee & Tea",Inexpensive,5.0 star rating,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,Closed,"700 4th StSan Francisco, CA 94107",(415) 278-9985,,No,,,Yes,,,,,,,,,,,,,,,
495,McDonald’s,https://www.yelp.com/ /biz/mcdonalds-san-francisco-61,"Fast Food,Burgers",Under $10,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"441 Sutter StSan Francisco, CA 94108",(415) 362-1082,Yes,Yes,Yes,Garage,No,No,Free,No,No,Yes,Breakfast,Yes,Yes,Casual,Casual,Average,No,No,Yes,No
496,Cafe Dolci,https://www.yelp.com/ /biz/cafe-dolci-san-francisco,"Coffee & Tea,Vietnamese,Sandwiches",Under $10,4.0 star rating,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,Closed,Closed,"740 Market StSan Francisco, CA 94102",(415) 392-9222,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
497,The Blue Fig,https://www.yelp.com/ /biz/the-blue-fig-san-francisco,"Coffee & Tea,Breakfast & Brunch",Under $10,3.5 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:30 am-7:00 pm,7:30 am-7:00 pm,"990 Valencia StSan Francisco, CA 94110",(415) 875-9622,Yes,No,,"Garage, Street",Yes,Yes,Free,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,No,
498,Viking’s Giant Submarines,https://www.yelp.com/ /biz/vikings-giant-submarines-san-francisco-3,"Burgers,Sandwiches",Under $10,4.0 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-4:00 pm,Closed,"2906 Diamond StSan Francisco, CA 94131",(415) 586-5333,Yes,Yes,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Quiet,No,No,No,No
499,Chapter 2 Coffee,https://www.yelp.com/ /biz/chapter-2-coffee-san-francisco,"Coffee & Tea,Cafes",Under $10,5.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,Closed,Closed,"411 Sansome StSan Francisco, CA 94111",,No,Yes,,,,No,Free,,No,No,,Yes,Yes,Casual,,,No,Yes,No,
500,Bazaar Cafe,https://www.yelp.com/ /biz/bazaar-cafe-san-francisco,"Coffee & Tea,American (New)",Under $10,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,"5927 California StSan Francisco, CA 94121",(415) 831-5620,Yes,Yes,Yes,Street,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,
501,Progressive Grounds,https://www.yelp.com/ /biz/progressive-grounds-san-francisco,"Coffee & Tea,Sandwiches",Under $10,4.0 star rating,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,"400 Cortland AveSan Francisco, CA 94110",(415) 282-6233,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
502,Estela’s Fresh Sandwiches,https://www.yelp.com/ /biz/estelas-fresh-sandwiches-san-francisco-2,"Sandwiches,Juice Bars & Smoothies",Under $10,4.0 star rating,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,"891 Bush StSan Francisco, CA 94108",(415) 440-9500,Yes,Yes,,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
503,Diju Jewelery,https://www.yelp.com/ /biz/diju-jewelery-san-francisco,"Watch Repair,Jewelry",Inexpensive,5.0 star rating,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,Closed,"3247 24th StSan Francisco, CA 94110",(415) 814-3644,,Yes,Yes,Street,Yes,,,,,,,,,,,,,,,
504,Portal’s Tavern,https://www.yelp.com/ /biz/portals-tavern-san-francisco,"Pubs,Sports Bars",Inexpensive,4.0 star rating,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,"179 West Portal AveSan Francisco, CA 94127",(415) 731-1208,,No,,Street,Yes,Yes,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
505,Sheboygan Bratwurst Stands,https://www.yelp.com/ /biz/sheboygan-bratwurst-stands-san-francisco,"Food Stands,Hot Dogs",Under $10,4.5 star rating,,,,,,,,"24 Willie Mays PlzSan Francisco, CA 94107",(888) 966-6966,Yes,Yes,,Street,Yes,Yes,Free,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,,Very Loud,Beer & Wine Only,Yes,No,
506,Mint Cafe,https://www.yelp.com/ /biz/mint-cafe-san-francisco,Sandwiches,Under $10,4.0 star rating,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,Closed,Closed,"400 Mcallister StSan Francisco, CA 94102",(415) 431-6468,Yes,Yes,,Street,Yes,No,No,No,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Quiet,No,No,No,
507,Geary Club,https://www.yelp.com/ /biz/geary-club-san-francisco,Dive Bars,Inexpensive,4.0 star rating,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,"768 Geary StSan Francisco, CA 94109",(415) 928-4516,,No,No,Street,No,No,,,No,,,,No,,Divey,Quiet,Full Bar,Yes,,
508,Active Nutrition,https://www.yelp.com/ /biz/active-nutrition-san-francisco,"Health Markets,Vitamins & Supplements",Inexpensive,5.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2275 Market StSan Francisco, CA 94114",(415) 255-2844,No,Yes,,Street,Yes,,,,,,,,,,,,,,,
509,Nizario’s Pizza,https://www.yelp.com/ /biz/nizarios-pizza-san-francisco,Pizza,Under $10,3.5 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"4077 18th StSan Francisco, CA 94114",(415) 487-0777,Yes,Yes,No,Street,Yes,No,No,No,No,Yes,Late Night,Yes,No,Casual,Casual,Loud,No,Yes,No,
510,Showdown,https://www.yelp.com/ /biz/showdown-san-francisco-2,Bars,Inexpensive,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,"10 6th StSan Francisco, CA 94103",(415) 503-0684,,Yes,No,Street,No,No,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
511,Yo Soy Café Guatemalteco,https://www.yelp.com/ /biz/yo-soy-caf%C3%A9-guatemalteco-san-francisco,Cafes,Under $10,4.5 star rating,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-5:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,"4794 Mission StSan Francisco, CA 94112",(415) 466-6900,Yes,Yes,,,No,No,Free,,No,No,Breakfast,Yes,Yes,Casual,Casual,Quiet,No,No,Yes,
512,Taboun,https://www.yelp.com/ /biz/taboun-san-francisco,Middle Eastern,Under $10,4.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,Closed,"203 Parnassus AveSan Francisco, CA 94117",(415) 566-9696,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,
513,Blue Bottle Coffee,https://www.yelp.com/ /biz/blue-bottle-coffee-san-francisco-10,Coffee & Tea,Inexpensive,4.0 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-6:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(510) 653-3394,Yes,Yes,Yes,,Yes,No,No,No,,,,,,,,,,,,
514,Boudin Bakery,https://www.yelp.com/ /biz/boudin-bakery-san-francisco-6,"Bakeries,Delis",Under $10,4.0 star rating,6:00 am-6:30 pm,6:00 am-6:30 pm,6:00 am-6:30 pm,6:00 am-6:30 pm,6:00 am-6:30 pm,6:00 am-5:30 pm,7:00 am-5:00 pm,"399 10th AveSan Francisco, CA 94118",(415) 221-1210,Yes,Yes,No,Street,No,Yes,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
515,Hawaiian Drive Inn,https://www.yelp.com/ /biz/hawaiian-drive-inn-san-francisco-3,Hawaiian,Under $10,4.0 star rating,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,"4827 Mission StSan Francisco, CA 94112",(415) 586-9382,Yes,No,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,No,No,No,
516,Duboce Park Cafe,https://www.yelp.com/ /biz/duboce-park-cafe-san-francisco,"Coffee & Tea,Sandwiches,Breakfast & Brunch",Under $10,3.5 star rating,7:00 am-8:30 pm,7:00 am-8:30 pm,7:00 am-8:30 pm,7:00 am-8:30 pm,7:00 am-8:30 pm,7:00 am-8:30 pm,8:00 am-8:00 pm,"2 Sanchez StSan Francisco, CA 94114",(415) 621-1108,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
517,Le Petitt’s Kitchen,https://www.yelp.com/ /biz/le-petitts-kitchen-san-francisco-2,Sandwiches,Under $10,4.0 star rating,9:00 am-3:30 pm,9:00 am-3:30 pm,9:00 am-3:30 pm,9:00 am-3:30 pm,9:00 am-3:30 pm,Closed,Closed,"265 Golden Gate AveSan Francisco, CA 94102",(415) 355-9404,Yes,Yes,,Street,No,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
518,The Morning Fix,https://www.yelp.com/ /biz/the-morning-fix-san-francisco,"Cafes,Salad,Breakfast & Brunch",Under $10,4.0 star rating,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,"1008 Bush StSan Francisco, CA 94109",,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,Casual,Quiet,No,No,No,
519,Papalote Mexican Grill,https://www.yelp.com/ /biz/papalote-mexican-grill-san-francisco-2,Mexican,Under $10,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-9:00 pm,"1777 Fulton StSan Francisco, CA 94117",(415) 776-0106,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,
520,Onigilly,https://www.yelp.com/ /biz/onigilly-san-francisco-13,"Japanese,Fast Food",Under $10,4.0 star rating,11:00 am-4:00 pm,11:00 am-4:00 pm,11:00 am-4:00 pm,11:00 am-4:00 pm,11:00 am-4:00 pm,Closed,Closed,"343 Kearny StSan Francisco, CA 94108",(415) 671-4706,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,No
521,Woods Polk Station,https://www.yelp.com/ /biz/woods-polk-station-san-francisco,"Breweries,Beer Bar",Inexpensive,4.5 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-12:00 am,3:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-10:00 pm,"2255 Polk StSan Francisco, CA 94109",(415) 483-5530,Yes,Yes,,Street,Yes,No,,,No,,,,No,,Trendy,Average,Beer & Wine Only,No,,
522,Nick’s Crispy Tacos,https://www.yelp.com/ /biz/nicks-crispy-tacos-san-francisco-2,"Mexican,Lounges,Venues & Event Spaces",Under $10,4.0 star rating,11:30 am-10:00 pm,11:30 am-12:00 am,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-12:00 am,11:30 am-2:00 pm,11:30 am-10:00 pm,"1500 BroadwaySan Francisco, CA 94109",(415) 409-8226,Yes,No,No,Street,Yes,Yes,Free,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,Casual,Casual,Average,Full Bar,Yes,No,
523,The Hearth,https://www.yelp.com/ /biz/the-hearth-san-francisco,Bars,Inexpensive,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,2:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,"4701 Geary BlvdSan Francisco, CA 94118",(415) 751-0200,,No,No,Street,Yes,No,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
524,V Cafe,https://www.yelp.com/ /biz/v-cafe-san-francisco,"Cheesesteaks,Salad,Burgers",Under $10,4.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-2:00 am,12:00 pm-2:00 pm,Closed,"1525 Folsom StSan Francisco, CA 94103",(415) 863-3620,Yes,Yes,Yes,Street,Yes,No,No,No,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,Yes,No,No
525,Haus Coffee,https://www.yelp.com/ /biz/haus-coffee-san-francisco,Coffee & Tea,Inexpensive,3.5 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"3086 24th StSan Francisco, CA 94110",(415) 374-7353,Yes,Yes,Yes,Street,Yes,Yes,Free,,,,,,,,,,,,,
526,Uncle Benny’s,https://www.yelp.com/ /biz/uncle-bennys-san-francisco,"Donuts,Bagels,Coffee & Tea",Inexpensive,4.0 star rating,5:00 am-6:00 pm,5:00 am-5:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,"2049 Irving StSan Francisco, CA 94122",(415) 731-1323,Yes,Yes,No,Street,Yes,No,Free,,,,,,,,,,,,,
527,MunchBoxx,https://www.yelp.com/ /biz/munchboxx-san-francisco,"Vietnamese,Sandwiches,American (Traditional)",Under $10,4.0 star rating,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,Closed,Closed,"643 Clay StSan Francisco, CA 94111",(415) 277-7208,Yes,Yes,No,Street,No,No,No,Yes,No,Yes,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
528,Martha &amp; Bros Coffee Company,https://www.yelp.com/ /biz/martha-and-bros-coffee-company-san-francisco-7,Coffee & Tea,Inexpensive,4.0 star rating,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,"1551 Church StSan Francisco, CA 94131",(415) 648-1166,Yes,Yes,Yes,Street,Yes,Yes,No,,,,,,,,,,,,,
529,The Boardroom,https://www.yelp.com/ /biz/the-boardroom-san-francisco,"Bars,American (Traditional)",Under $10,4.0 star rating,5:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,"1609 Powell StSan Francisco, CA 94133",(415) 982-8898,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Brunch,No,Yes,Casual,Divey,Average,Full Bar,Yes,No,
530,Greenhouse Cafe,https://www.yelp.com/ /biz/greenhouse-cafe-san-francisco-2,"Coffee & Tea,Cafes,Tea Rooms",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,"329 W Portal AveSan Francisco, CA 94127",(415) 742-5545,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Brunch",Yes,Yes,Casual,Casual,Quiet,No,No,No,
531,Lone Star Saloon,https://www.yelp.com/ /biz/lone-star-saloon-san-francisco,Gay Bars,Inexpensive,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,2:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"1354 Harrison StSan Francisco, CA 94103",(415) 863-9999,,No,No,Street,Yes,Yes,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
532,Kusina Ni Tess,https://www.yelp.com/ /biz/kusina-ni-tess-san-francisco,"Filipino,Seafood",Under $10,4.0 star rating,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,8:00 am-4:00 pm,Closed,"237 Ellis StSan Francisco, CA 94102",(415) 351-1169,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,Yes,No,
533,The Bird,https://www.yelp.com/ /biz/the-bird-san-francisco-2,"Chicken Shop,Sandwiches",Under $10,4.0 star rating,10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-9:00 pm,10:30 am-9:00 pm,11:00 am-4:00 pm,Closed,"115 New Montgomery StSan Francisco, CA 94105",(415) 872-9825,Yes,Yes,No,Garage,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
534,The Golden West,https://www.yelp.com/ /biz/the-golden-west-san-francisco,"Bakeries,Sandwiches,American (New)",Under $10,4.0 star rating,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,Closed,Closed,"8 Trinity PlSan Francisco, CA 94104",(415) 216-6443,Yes,Yes,Yes,Street,Yes,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
535,San Francisco Community Acupuncture,https://www.yelp.com/ /biz/san-francisco-community-acupuncture-san-francisco,"Acupuncture,Massage,Traditional Chinese Medicine",Inexpensive,5.0 star rating,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,"220 Valencia StSan Francisco, CA 94103",(415) 675-8973,,Yes,No,Street,Yes,,,,,,,,,,,,,,,
536,New Village Cafe,https://www.yelp.com/ /biz/new-village-cafe-san-francisco,"Diners,Breakfast & Brunch,Burgers",Under $10,4.0 star rating,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,"1426 Polk StSan Francisco, CA 94109",(415) 771-9598,Yes,Yes,No,Street,Yes,No,Free,Yes,No,No,"Breakfast, Brunch",Yes,Yes,Casual,Casual,Average,No,No,Yes,No
537,Martha &amp; Brothers Coffee,https://www.yelp.com/ /biz/martha-and-brothers-coffee-san-francisco,Coffee & Tea,Inexpensive,4.0 star rating,5:30 am-7:30 pm,5:30 am-7:30 pm,5:30 am-7:30 pm,5:30 am-7:30 pm,5:30 am-7:30 pm,5:30 am-7:30 pm,6:00 am-7:00 pm,"745 Cortland AveSan Francisco, CA 94110",(415) 642-7585,Yes,Yes,No,Street,Yes,Yes,Free,,,,,,,,,,,,,
538,Jim Georgie’s Donuts,https://www.yelp.com/ /biz/jim-georgies-donuts-san-francisco,"Donuts,American (Traditional)",Under $10,4.0 star rating,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,5:00 am-6:00 pm,6:00 am-4:00 pm,6:00 am-12:00 pm,"2462 San Bruno AveSan Francisco, CA 94134",(415) 468-3413,Yes,No,No,Street,Yes,No,No,No,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
539,Peet’s Coffee,https://www.yelp.com/ /biz/peets-coffee-san-francisco-13,Coffee & Tea,Inexpensive,4.0 star rating,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,7:00 am-7:00 pm,"601 Van NessSan Francisco, CA 94102",(415) 593-2661,Yes,Yes,Yes,Street,Yes,No,Free,,,,,,,,,,,,,
540,Yancy’s Saloon,https://www.yelp.com/ /biz/yancys-saloon-san-francisco,Sports Bars,Inexpensive,3.5 star rating,4:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,4:00 pm-2:00 am,12:00 pm-2:00 am,9:00 am-2:00 am12:00 pm-2:00 am,"734 Irving StSan Francisco, CA 94122",(415) 665-6551,,No,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
541,The Bitter End,https://www.yelp.com/ /biz/the-bitter-end-san-francisco,Pubs,Inexpensive,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,"441 Clement StSan Francisco, CA 94118",(415) 221-9538,,Yes,No,Street,Yes,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
542,Shangri-La Vegetarian Restaurant,https://www.yelp.com/ /biz/shangri-la-vegetarian-restaurant-san-francisco,"Chinese,Vegetarian,Kosher",Under $10,4.0 star rating,11:30 am-8:45 pm,11:30 am-8:45 pm,11:30 am-8:45 pm,11:30 am-8:45 pm,11:30 am-8:45 pm,11:30 am-8:45 pm,11:30 am-8:45 pm,"2026 Irving StSan Francisco, CA 94122",(415) 731-2548,Yes,Yes,No,Street,Yes,No,Free,No,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,Yes,
543,Moby Dick,https://www.yelp.com/ /biz/moby-dick-san-francisco,Gay Bars,Inexpensive,3.5 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"4049 18th StSan Francisco, CA 94114",(415) 861-1199,,No,No,Street,No,No,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
