_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold
301,120,1370,cotogna," italian,gluten free options",4157758508," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar",94133,490 pacific ave,cotogna, italian,4157758508,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94133,490 pacific ave,1
311,1227,254,escape from new york pizza," italian,pizza",4153450600,,94109,2109 polk st,escape from new york pizza," pizza,gluten-free,chicken wings",4156685577,"delivery, takeout, creditcard, bikeparking, goodforkids, caters",94117,1737 haight st,0
317,1241,483,shalimar," indian,pakistani,middle eastern",4157764642," takeout, seating",94109,1409 polk st,shalimar resturant," indian,pakistani",4157764642,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94109,1409 polk st,1
320,1246,1042,two sisters bar and books," bar,pub,american",, seating,94102,579 hayes st,two sisters bar and books," bars,american (new)",4158633655,"creditcard, bikeparking, outdoorseating, caters",94102,579 hayes st,1
322,1247,2145,olive garden, italian,4156616770," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, reservations, highchairs available",94132,3251 20th ave,clarks shoes, shoe stores,4155661187,creditcard,94132,3251 20th ave,0
323,1247,2199,olive garden, italian,4156616770," takeout, seating, waitstaff, wheelchair accessible, serves alcohol, reservations, highchairs available",94132,3251 20th ave,apple store," computers,mobile phones,it services & computer repair",4155712780,"creditcard, applepay, bikeparking",94132,3251 20th ave,0
352,1264,2033,mijita, mexican,4153990814," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94111,1 ferry building bldg ste 44,yogurt saint benoit, ice cream & frozen yogurt,,,94111,1 ferry building,0
354,1264,513,mijita, mexican,4153990814," takeout, outdoor seating, seating, wheelchair accessible, serves alcohol",94111,1 ferry building bldg ste 44,blue bottle coffee, coffee & tea,5106533394,"takeout, creditcard, applepay, bikeparking",94111,1 ferry bldg,0
362,1275,95,dragoneats," vietnamese,fast food,vegetarian friendly",, seating,94102,520 gough st,dragoneats, vietnamese,4155226689,"takeout, creditcard, bikeparking, goodforkids, caters",94117,1671 haight st,0
369,1287,1185,schmidt's," german,european",4154010200," seating, reservations, waitstaff",94110,2400 folsom st,schmidt‰Û¡ÌÝå»s," german,breakfast & brunch,bars",4154010200,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94110,2400 folsom st,1
377,130,1266,frascati," italian,american",4159281406," reservations, seating, waitstaff, serves alcohol, full bar",94109,1901 hyde st,frascati," italian,mediterranean",4159281406,"reservations, takeout, creditcard, bikeparking, waiterservice",94109,1901 hyde st,1
398,1327,2235,takara restaurant," japanese,sushi,asian",4159212000," reservations, seating, waitstaff, serves alcohol, takeout, wheelchair accessible",94115,22 peace plz ste 202,an japanese restaurant," sushi bars,japanese",4152924886,"reservations, creditcard, bikeparking, waiterservice",94115,22 peace plz,1
411,1350,2236,ju-ni," japanese,sushi",4156559924,,94117,1335 fulton st,jåÌà-ni," japanese,sushi bars",4156559924,"reservations, creditcard, waiterservice",94117,1335 fulton st,1
415,1359,322,hai ky mi gia," chinese,vietnamese,asian",4157712577,,94109,707 ellis st,thai nghiep ky mi gia," vietnamese,chinese,noodles",4156828528,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94122,1427 noriega st,0
425,137,1325,tropisueno," mexican,latin,spanish",4152430299," takeout, reservations, outdoor seating, seating, waitstaff, television, wheelchair accessible, serves alcohol, full bar",94103,75 yerba buena ln,amber india," indian,desserts,buffets",4157770500,"reservations, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94103,25 yerba buena ln,0
435,1393,1002,cafe du soleil,,4156996154,,94107,345 3rd st,cafe du soleil," french,salad,sandwiches",4156996154,"delivery, takeout, creditcard, outdoorseating, caters",94107,345 3rd st,1
449,141,1265,rich table, international,," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, highchairs available",94102,"199 gough st,at oak street",rich table, american (new),4153559085,"reservations, creditcard, bikeparking, waiterservice",94102,199 gough st,1
451,1411,1167,poki time,,4157026333,,94122,"549 irving st,7th and irving",poki time," hawaiian,seafood,poke",4157026333,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94122,549 irving st,1
469,1433,453,eatsa," healthy,fast food,vegetarian friendly,vegan options",, wheelchair accessible,94105,121 spear st,eatsa," fast food,salad,vegetarian",4159304006,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94105,121 spear st,1
476,1443,628,king‰Û¡ÌÝå»s thai cuisine," asian,thai",4158319953," takeout, seating, waitstaff",94118,"346 and 639 clement st,there are 2 outlets of this restaurant in the same st",king of thai noodle house," thai,noodles",4157525198,"delivery, takeout, bikeparking, goodforkids, hastv, waiterservice",94118,639 clement st,1
481,1449,253,cafe la flore, cafe,4153862814,,94118,1032 clement st,cafe la flore," sandwiches,cafes,salad",4153862814,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv",94118,1032 clement st,1
498,1476,1123,regent thai restaurant," asian,thai",4156435893," takeout, seating, waitstaff, reservations, wheelchair accessible",94131,1700 church st,regent thai restaurant, thai,4156435893,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94131,1700 church st,1
504,1488,1668,grill at the st regis,,4152844188, reservations,94103,"125 3rd st,3rd st & mission",grill at the st regis," american (new),cocktail bars,breakfast & brunch",4152844188,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94105,125 3rd st,1
510,1493,1165,pomelo," asian, contemporary",4157316175, seating,94122,92 judah st,pomelo," breakfast & brunch,modern european,cuban",4152852257,"reservations, takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94131,1793 church st,0
521,1517,393,pho hoa vietnamese restaurant, vietnamese,4156733163,,94102,431 jones st,pho tan hoa," vietnamese,noodles",4156733163,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94102,431 jones st,1
542,1543,952,inovino,,4156813770,,94117,108b carl st,inovino," italian,wine bars",4156813770,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94117,108b carl st,1
547,1544,2164,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post st,maruq," women's clothing,accessories,shoe stores",4158398390,"creditcard, bikeparking",94115,1746 post st,0
549,1547,193,castro tarts," asian,vietnamese,american",4158613268," takeout, seating, wheelchair accessible",94114,564 castro st,castro tarts," vietnamese,breakfast & brunch,sandwiches",4158613268,"takeout, creditcard, bikeparking, goodforkids",94114,564 castro st,1
553,1551,151,boba guys,,4159672622,,94110,3491 19th st,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, outdoorseating",94102,8 octavia st,0
570,1564,326,sing sing sandwich shop,,4158855159,,94109,309 hyde st,sing sing sandwich shop," sandwiches,vietnamese",4158855159,"takeout, bikeparking, goodforkids, goodforgroups, hastv",94109,309 hyde st,1
571,1567,987,liquid gold," bar,pub",4156605142,,94109,1040 hyde st,liquid gold, beer bar,4156605142,"reservations, creditcard, goodforgroups, hastv",94109,1040 hyde st,1
588,1592,566,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market st ste h,dinosaurs vietnamese sandwiches," sandwiches,vietnamese",4153341421,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94132,2522 ocean ave,0
596,1599,1208,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,ho‰Û¡ÌÝå»s bootleg tavern," american (new),sports bars",4158727773,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94109,2360 van ness ave,0
598,1599,1309,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,ruth‰Û¡ÌÝå»s chris steak house," steakhouses,wine bars",4156730557,"reservations, takeout, creditcard, goodforgroups, waiterservice",94109,1601 van ness ave,0
599,1599,1365,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness ave,0
607,1599,1756,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
611,1599,202,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness ave,1
612,1599,2249,flying pig bistro pub, pub,4159341234,,94103,433 s van ness ave,hinata," sushi bars,japanese",4158298291,"reservations, creditcard, waiterservice",94109,810 van ness ave,0
631,1606,2152,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal ave,white rose boutique, women's clothing,4156815411,"creditcard, bikeparking",94127,242 w portal ave,0
639,1608,2019,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island st,whole foods market market street," grocery,health markets,organic stores",4156261430,"takeout, creditcard, applepay, bikeparking",94114,2001 market st,0
655,1613,1368,mazza luna," lebanese,mediterranean,middle eastern,vegetarian friendly",4158292730," seating, waitstaff, reservations",94109,810 van ness ave,music exchange, musical instruments & teachers,4155520445,creditcard,94102,700 van ness ave,0
656,1613,1442,mazza luna," lebanese,mediterranean,middle eastern,vegetarian friendly",4158292730," seating, waitstaff, reservations",94109,810 van ness ave,davies symphony hall," performing arts,music venues,venues & event spaces",4156216600,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
668,1613,2252,mazza luna," lebanese,mediterranean,middle eastern,vegetarian friendly",4158292730," seating, waitstaff, reservations",94109,810 van ness ave,harris‰Û¡ÌÝå» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness ave,0
671,1613,2427,mazza luna," lebanese,mediterranean,middle eastern,vegetarian friendly",4158292730," seating, waitstaff, reservations",94109,810 van ness ave,blinks+brows - san francisco," eyelash service,eyebrow services,permanent makeup",4158451898,"creditcard, bikeparking",94109,1901 van ness ave,0
676,1613,585,mazza luna," lebanese,mediterranean,middle eastern,vegetarian friendly",4158292730," seating, waitstaff, reservations",94109,810 van ness ave,whiz burgers drive-in, burgers,4158245888,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94110,700 s van ness ave,0
690,162,1906,cowgirl creamery sidekick, american,4153924000," takeout, wheelchair accessible",94111,1 ferry plz bldg 19,sur la table, kitchen & bath,4152629970,"creditcard, bikeparking",94111,1 ferry bldg,0
697,1621,1512,seasons, steakhouse,4156333838," reservations, waitstaff, seating",94103,757 market st,mkt restaurant and bar," american (new),tapas/small plates",4156333838,"reservations, creditcard, bikeparking, goodforgroups, hastv, waiterservice, caters",94103,757 market st,0
701,1624,706,taqueria castillo b," mexican,spanish",4154311092,,94102,86 mcallister st,taqueria castillo b, mexican,4154311092,"takeout, goodforkids, goodforgroups, hastv",94102,86 mcallister st,1
710,1648,857,taqueria san jose - mason st," mexican,latin,spanish",4157490826," takeout, seating, wheelchair accessible",94133,2257 mason st.,taqueria san jose, mexican,4152820203,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, caters",94110,2830 mission st,0
720,1657,1049,sushi hana," japanese,sushi,asian",4157755800," seating, waitstaff, reservations, wheelchair accessible",94109,800 van ness ave,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness ave,0
738,1657,202,sushi hana," japanese,sushi,asian",4157755800," seating, waitstaff, reservations, wheelchair accessible",94109,800 van ness ave,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness ave,0
742,1657,2424,sushi hana," japanese,sushi,asian",4157755800," seating, waitstaff, reservations, wheelchair accessible",94109,800 van ness ave,guitar center lessons, musical instruments & teachers,4154090350,creditcard,94109,1645 van ness ave,0
747,1657,574,sushi hana," japanese,sushi,asian",4157755800," seating, waitstaff, reservations, wheelchair accessible",94109,800 van ness ave,stoner‰Û¡ÌÝå»s, delis,4159137753,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,752 van ness ave,0
750,1657,754,sushi hana," japanese,sushi,asian",4157755800," seating, waitstaff, reservations, wheelchair accessible",94109,800 van ness ave,kenny‰Û¡ÌÝå»s restaurant," diners,salad,breakfast & brunch",4156218902,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94110,518 s van ness ave,0
760,1665,2251,kappa japanese restaurant," japanese,sushi,asian",4156736004, reservations,94115,1700 post st,ozaoza, japanese,4156744400,"reservations, creditcard, goodforkids, waiterservice",94115,1700 post st,0
766,1674,2154,greenhouse cafe,,4158299140,,94127,329 w portal ave,edible arrangements," gift shops,chocolatiers & shops",4157313120,"creditcard, bikeparking",94127,312 w portal ave,0
767,1674,530,greenhouse cafe,,4158299140,,94127,329 w portal ave,greenhouse cafe," coffee & tea,cafes,tea rooms",4157425545,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94127,329 w portal ave,1
775,1682,1902,beard papa sweets cafe san francisco shopping center,,4159789975,,94103,"845 market st,ste fe16",san francisco design center," furniture stores,home decor",4154905800,"creditcard, bikeparking",94103,101 henry adams st,0
776,1682,2510,beard papa sweets cafe san francisco shopping center,,4159789975,,94103,"845 market st,ste fe16",miele san francisco experience center, appliances,8008437231,creditcard,94103,680 8th st,0
794,1715,1224,bon marche brasserie & bar," french, bar,european,pub",4158021700," reservations, seating, waitstaff, wheelchair accessible",94103,1355 market st,azalina‰Û¡ÌÝå»s," malaysian,chicken shop,soup",4156602020,"delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,1355 market st,0
804,1736,2154,goat hill pizza," pizza,italian",4152424628,,94127,170 w portal ave,edible arrangements," gift shops,chocolatiers & shops",4157313120,"creditcard, bikeparking",94127,312 w portal ave,0
837,177,1080,plow," american,cafe,gluten free options",," outdoor seating, seating, waitstaff, takeout, highchairs available",94107,"1299 18th st,at texas",plow," breakfast & brunch,american (new)",4158217569,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94107,1299 18th st,1
865,180,1456,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
869,180,1756,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
874,180,2249,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,hinata," sushi bars,japanese",4158298291,"reservations, creditcard, waiterservice",94109,810 van ness ave,0
884,180,637,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,my corner cafe, american (traditional),4155502382,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,1500 s van ness ave,0
886,180,887,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,counter offer," american (traditional),pubs",4158241800,"takeout, creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94110,800 s van ness ave,0
887,180,966,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,urban putt," mini golf,american (new),bars",4153411080,"reservations, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,1096 s van ness ave,0
889,180,998,ruth's chris steak house," american,steakhouse",4156730557," reservations, private dining, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1601 van ness ave,august 1 five," indian,cocktail bars,salad",4157715900,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,524 van ness ave,0
898,1813,904,specialty's cafe & bakery 5th avenue south, cafe,8775022837,,94104,505 5th ave south,specialty‰Û¡ÌÝå»s cafÌÎå© &amp; bakery," sandwiches,salad,cafes",8775022837,,94104,369 pine st,0
903,182,797,caffe trieste, cafe,4159822605," takeout, seating, wheelchair accessible",94133,609 vallejo st,caffe trieste," coffee & tea,recording & rehearsal studios",4153926739,"takeout, bikeparking, outdoorseating",94133,609 vallejo st,1
907,1826,892,elsy's restaurant,,4156420104,,94110,2893 mission st,elsy‰Û¡ÌÝå»s restaurant, salvadoran,4156420104,"takeout, creditcard, goodforkids, goodforgroups",94110,2893 mission st,1
911,1828,2199,hot dog on a stick - galleria at stonestown,,4156659609,,94132,3251 20th ave spc 250-j,apple store," computers,mobile phones,it services & computer repair",4155712780,"creditcard, applepay, bikeparking",94132,3251 20th ave,0
917,1828,2696,hot dog on a stick - galleria at stonestown,,4156659609,,94132,3251 20th ave spc 250-j,mobile systems, mobile phones,4155049800,creditcard,94132,3251 20th ave,0
920,183,2260,big 4, american,4157711140," takeout, seating, wheelchair accessible, full bar, reservations, waitstaff, street parking, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover, private dining, validated parking, highchairs available, free wifi",94108,"1075 california st,scarlet huntington hotel",the big 4," lounges,american (new),breakfast & brunch",4157711140,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94108,1075 california st,1
937,1847,1323,canyon market,,4155869999,,94131,2815 diamond st,canyon market," grocery,sandwiches",4155869999,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94131,2815 diamond st,1
945,186,124,super duper burgers," american,fast food",4158821750," takeout, seating, wheelchair accessible",94103,783 mission st,super duper burgers," burgers,american (new)",4155588123,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94114,2304 market st,0
958,1885,451,cafe bakery and restaurant,,4156616116,,94122,1365 noriega st,l‰Û¡ÌÝå»acajou bakery and cafe," coffee & tea,bakeries,sandwiches",4156263683,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94103,498 9th st,0
971,1898,1198,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,helmand palace," afghan,salad,soup",4153450072,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94109,2424 van ness ave,0
980,1898,17,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness ave,0
989,1898,2252,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,harris‰Û¡ÌÝå» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness ave,0
994,1898,386,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,phone booth, dive bars,4156484683,"goodforgroups, hastv",94110,1398 s van ness ave,0
995,1898,492,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness ave,0
996,1898,574,bender's bar & grill, thai,4158241800,,94110,806 s van ness ave,stoner‰Û¡ÌÝå»s, delis,4159137753,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,752 van ness ave,0
1015,1913,1938,korean restaurant sorabol 20th," asian,korean",4157535959,,94132,3251 20th avenue,lovesac, furniture stores,4152421700,creditcard,94132,3251 20th avenue,0
1038,196,1253,delfina, italian,4155524055," reservations, seating, waitstaff, serves alcohol, wheelchair accessible, full bar",94110,3621 18th st,delfina," italian,pizza",4155524055,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice, caters",94110,3621 18th st,1
1044,1968,2152,que syrah wine bar, wine bar,4157317000,,94127,230 w portal ave,white rose boutique, women's clothing,4156815411,"creditcard, bikeparking",94127,242 w portal ave,0
1083,202,2496,tonga room," bar,asian, polynesian,hawaiian",4157725278," reservations, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94108,950 mason st,charisma crafts," antiques,home decor,rugs",4153991799,creditcard,94108,950 mason st,1
1084,2021,1291,kabuto a&s;," japanese,sushi",4157525652,,94118,5116 geary blvd,kabuto restaurant," sushi bars,japanese",4157525652,"reservations, takeout, creditcard, bikeparking, waiterservice",94118,5121 geary blvd,1
1093,2044,375,oakside cafe," american,cafe,delicatessen",4154371985,,94117,1195 oak st,oakside cafe, coffee & tea,4154371985,"takeout, creditcard, applepay, bikeparking",94117,1195 oak st,1
1106,2064,247,amitis cafe,,4155632828,,94117,800 masonic ave,amitis cafÌÎå©," coffee & tea,sandwiches,poke",4155632828,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, caters",94117,800 masonic ave,1
1129,2088,1717,cafe le,,,,94109,2895 van ness ave,"alyson mititieri, le"," medical spas,hair removal,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
1143,2088,492,cafe le,,,,94109,2895 van ness ave,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness ave,0
1151,2088,998,cafe le,,,,94109,2895 van ness ave,august 1 five," indian,cocktail bars,salad",4157715900,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,524 van ness ave,0
1161,2101,2145,panda express, chinese,4156659770,,94132,3251 20th ave ste 250,clarks shoes, shoe stores,4155661187,creditcard,94132,3251 20th ave,0
1166,2101,2625,panda express, chinese,4156659770,,94132,3251 20th ave ste 250,viva wireless, mobile phones,4156819855,creditcard,94132,3251 20th ave,0
1168,2101,2696,panda express, chinese,4156659770,,94132,3251 20th ave ste 250,mobile systems, mobile phones,4155049800,creditcard,94132,3251 20th ave,0
1180,2126,1902,perry's - design center, american,4155525697, reservations,94103,"101 henry adams st,ste 212",san francisco design center," furniture stores,home decor",4154905800,"creditcard, bikeparking",94103,101 henry adams st,0
1188,2131,500,bazaar cafe,,4158315620,,94121,5927 california st,bazaar cafe," coffee & tea,american (new)",4158315620,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating",94121,5927 california st,1
1189,2132,1069,mi lindo peru," peruvian,latin,spanish,south american",4156424897," seating, waitstaff",94110,3226 mission st,mi lindo peru, peruvian,4156424897,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94110,3226 mission st,1
1190,2134,170,borderlands cafe, cafe,4159706998, seating,94110,870 valencia st,borderlands cafÌÎå©, coffee & tea,4159706998,"takeout, bikeparking",94110,870 valencia st,1
1195,2143,133,gallardos mexican food, mexican,4154369387,,94103,1807 folsom st,gallardos mexican restaurant," mexican,breakfast & brunch",4154369387,"reservations, takeout, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94110,3248 18th st,0
1229,221,1049,limon rotisserie," peruvian,latin,south american",4158212134," wheelchair accessible, full bar, reservations, seating, waitstaff, serves alcohol, accepts mastercard, accepts visa, takeout, television, highchairs available",94110,1001 s van ness ave,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness ave,0
1240,221,17,limon rotisserie," peruvian,latin,south american",4158212134," wheelchair accessible, full bar, reservations, seating, waitstaff, serves alcohol, accepts mastercard, accepts visa, takeout, television, highchairs available",94110,1001 s van ness ave,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness ave,0
1255,221,492,limon rotisserie," peruvian,latin,south american",4158212134," wheelchair accessible, full bar, reservations, seating, waitstaff, serves alcohol, accepts mastercard, accepts visa, takeout, television, highchairs available",94110,1001 s van ness ave,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness ave,0
1259,221,754,limon rotisserie," peruvian,latin,south american",4158212134," wheelchair accessible, full bar, reservations, seating, waitstaff, serves alcohol, accepts mastercard, accepts visa, takeout, television, highchairs available",94110,1001 s van ness ave,kenny‰Û¡ÌÝå»s restaurant," diners,salad,breakfast & brunch",4156218902,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94110,518 s van ness ave,0
1268,2222,860,tio chilo's grill,,4152851382,,94110,2872 24th st,tio chilo‰Û¡ÌÝå»s grill, mexican,4152851382,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,2872 24th st,1
1273,2236,1913,steep brew,,4155521155,,94107,450 rhode island st,whole foods market potrero," grocery,health markets,organic stores",4155521155,"takeout, creditcard, applepay, bikeparking, caters",94107,450 rhode island,0
1275,2236,2558,steep brew,,4155521155,,94107,450 rhode island st,dj mehler," kitchen & bath,home decor",4158640850,creditcard,94103,165 rhode island st,0
1292,2251,1208,whiz burgers drive-in,,4158245888,,94110,700 s van ness ave,ho‰Û¡ÌÝå»s bootleg tavern," american (new),sports bars",4158727773,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94109,2360 van ness ave,0
1294,2251,1309,whiz burgers drive-in,,4158245888,,94110,700 s van ness ave,ruth‰Û¡ÌÝå»s chris steak house," steakhouses,wine bars",4156730557,"reservations, takeout, creditcard, goodforgroups, waiterservice",94109,1601 van ness ave,0
1303,2251,1756,whiz burgers drive-in,,4158245888,,94110,700 s van ness ave,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
1304,2251,1779,whiz burgers drive-in,,4158245888,,94110,700 s van ness ave,pacific plastic surgery group," cosmetic surgeons,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
1348,229,1175,cha cha cha," latin,caribbean,cuban",4153867670," takeout, seating, waitstaff, serves alcohol, full bar",94117,1801 haight st,cha cha cha," tapas bars,latin american",4153867670,"takeout, creditcard, bikeparking, goodforgroups, waiterservice, caters",94117,1801 haight st,1
1351,2291,1513,the melt,,4156916536,,94105,115 new montgomery st,maxfield‰Û¡ÌÝå»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery st,0
1356,2291,686,the melt,,4156916536,,94105,115 new montgomery st,ayola," greek,mediterranean",4153480808,"takeout, creditcard, bikeparking, goodforkids, caters",94105,118 new montgomery st,0
1386,2335,30,cafe muse," american,cafe",4156686873,,94118,785 8th ave,rise &amp; grind, coffee & tea,4157801579,"takeout, creditcard, applepay, bikeparking, outdoorseating",94118,785 8th ave,0
1399,2366,2653,sea lion cafe," american,seafood",4154342260," seating, waitstaff, serves alcohol",94133,39 pier,treasure ireland irish gift, gift shops,4152749968,creditcard,94133,39 pier,0
1405,2376,1513,working girls' cafe,,4155371170,,94105,122 new montgomery st,maxfield‰Û¡ÌÝå»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery st,0
1435,2409,1284,swedish american hall,,4158615016,,94114,2174 market st,aatxe," tapas/small plates,spanish",4154712977,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94114,2174 market st,0
