id,title,cuisine,phone,feature,zipcode,street_addr
593,Nizario’s Pizza, Pizza,4157527777,"delivery, takeout, creditCard, bikeParking, goodForKids, hasTV",94118,3840 Geary boulevard
594,Buster’s Cheesesteak," American (Traditional),Cheesesteaks",4153922800,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating",94133,366 Columbus avenue
595,Caffe Terzetto Express," Coffee & Tea,Food Stands",,"takeout, creditCard, bikeParking",94122,400 Parnassus street
596,Peet’s Coffee, Coffee & Tea,4154954323,"takeout, creditCard, bikeParking",94105,595 Mission Street
597,White Palace Liquor Store," Beer, Wine & Spirits,Sandwiches",4154680985,"takeout, creditCard, caters",94134,1524 Silver avenue
598,Za Pizza," Pizza,Beer Bar",4157713100,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, waiterService, caters",94109,1919 Hyde street
599,Prima Cafe," Coffee & Tea,Juice Bars & Smoothies",4152229918,"takeout, creditCard, applePay, bikeParking, caters",94105,215 Fremont street
600,The Coffee Smith, Coffee & Tea,4155031476,"takeout, creditCard, applePay, bikeParking",94102,401 Golden Gate avenue
601,La Promenade Café, Coffee & Tea,4152216063,"takeout, creditCard, bikeParking",94121,3643 Balboa street
602,KJ Paul Karaoke," Karaoke,Party & Event Planning",4155230523,"bikeParking, goodForGroups, outdoorSeating, hasTV",94110,
603,Buddha Lounge, Dive Bars,4153621792,"bikeParking, goodForGroups, hasTV",94108,901 Grant avenue
604,Caffe Greco," Coffee & Tea,Desserts,Sandwiches",4153976261,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94133,423 Columbus avenue
605,Zona Rosa, Mexican,4156687717,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94117,1797 Haight street
606,The Blarney Stone," Pubs,Irish",4153869914,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94121,5625 Geary boulevard
607,Paramo Coffee Company," Coffee & Tea,Cafes",4154344472,"takeout, creditCard, bikeParking, outdoorSeating",94111,4 Embarcadero Ctr
608,Coffee Cultures, Coffee & Tea,6284004376,"takeout, creditCard, bikeParking",94103,1301 Mission street
609,Broken Seal Buttons," Accessories,Printing Services",4159900594,"creditCard, bikeParking",94110,3150 18th street
610,Toma, Mexican,4159218662,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94123,3318 Steiner street
611,Henry’s Cafe &amp; Deli," Convenience Stores,Delis,Korean",4153920612,"takeout, creditCard, bikeParking, goodForKids",94104,111 Sutter street
612,Bi-Rite Creamery," Ice Cream & Frozen Yogurt,Bakeries",4156265600,"takeout, creditCard, bikeParking",94110,3692 18th street
613,EndGames Improv," Performing Arts,Comedy Clubs,Specialty Schools",4158542262,"creditCard, bikeParking, goodForGroups",94103,446 Valencia street
614,Peet’s Coffee, Coffee & Tea,4154218420,"takeout, creditCard, applePay",94104,217 Montgomery Street
615,Duc Loi’s Pantry," Grocery,Delis",4153494988,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94124,5900 3rd street
616,Front Door Cafe," Sandwiches,American (Traditional)",4159893244,"takeout, creditCard, bikeParking, goodForKids, caters",94111,1 Front street
617,Peet’s Coffee, Coffee & Tea,4152303091,"takeout, creditCard, applePay, bikeParking",94107,370 Fourth Street
618,The Hot Spot, Dive Bars,4153559800,"creditCard, bikeParking, goodForGroups, hasTV",94102,1414 Market street
619,Brainwash Cafe &amp; Laundromat," Cafes,Laundromat",4158613663,"takeout, creditCard, applePay, bikeParking, goodForGroups, outdoorSeating",94103,1122 Folsom street
620,Casa Mexicana, Mexican,4155512272,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94114,180 Church street
621,The Pastry Cupboard," Bakeries,Cafes,Breakfast & Brunch",4158642755,"delivery, takeout, creditCard, bikeParking, goodForKids, caters",94102,1596 Market street
622,Eddy’s Food Store," Beer, Wine & Spirits,Delis,Sandwiches",4156615151,"takeout, creditCard, goodForKids, goodForGroups, hasTV",94122,951 Irving street
623,Chabaa Thai Cuisine," Thai,Desserts,Vegan",4153463121,"delivery, takeout, creditCard, goodForKids, hasTV, waiterService, caters",94102,420 Geary street
624,The Cinch," Gay Bars,Dance Clubs",4157764162,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94109,1723 Polk street
625,Rockit Swirl," Ice Cream & Frozen Yogurt,Bubble Tea,Sandwiches",4158395282,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94131,2810 Diamond street
626,Taqueria Castillo Mason, Mexican,4159860426,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94102,10 Mason street
627,Tony’s Cable Car Restaurant," Burgers,Hot Dogs,Sandwiches",4159312416,"takeout, bikeParking, goodForKids, outdoorSeating",94115,2500 Geary boulevard
628,King of Thai Noodle House," Thai,Noodles",4157525198,"delivery, takeout, bikeParking, goodForKids, hasTV, waiterService",94118,639 Clement street
629,Copper Top Ovens," Pizza,Food Stands",5107085040,"takeout, goodForKids, goodForGroups, outdoorSeating, caters",,
630,Bronze Organics," Spray Tanning,Reiki",4158604123,"creditCard, bikeParking",,
631,The Corner Spot, Sports Bars,4157425572,"creditCard, bikeParking, goodForGroups, hasTV",94122,1368 Irving street
632,Yonkers Cafe," Cafes,Wine Bars",4153794459,"takeout, creditCard, goodForKids, hasTV, caters",94122,3815 Noriega street
633,Jim’s Restaurant, Breakfast & Brunch,4152856020,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94110,2420 Mission street
634,Peet’s Coffee, Coffee & Tea,4156266416,"takeout, creditCard, applePay, bikeParking, outdoorSeating, caters",94114,2257 Market Street
635,Wild Pepper, Chinese,4156957678,"reservations, delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, waiterService, caters",94110,3601 26th street
636,Bow Bow Cocktail Lounge," Karaoke,Bars",4154216730,"creditCard, bikeParking, goodForGroups, hasTV",94133,1155 Grant avenue
637,My Corner Cafe, American (Traditional),4155502382,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,1500 S Van Ness avenue
638,Death Guild," Dance Clubs,Lounges",4156261409,"reservations, creditCard, bikeParking, goodForGroups",94103,375 11th street
639,Tanguito," Argentine,Burgers",4155774223,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService",94133,2850 Jones street
640,Phillies," Sandwiches,Cheesesteaks",4153349606,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV, caters",94112,932 Geneva avenue
641,Crepe Temptations," Desserts,Creperies,Bubble Tea",4153794892,"takeout, goodForKids, goodForGroups, hasTV",94122,2575 Judah street
642,Yummy Dumpling," Do-It-Yourself Food,Chinese",4157539308,"takeout, creditCard, bikeParking, goodForKids",94122,1708 Irving street
643,San Buena Taco Truck," Food Stands,Mexican",4155596127,"reservations, takeout, bikeParking, goodForKids, goodForGroups",94103,Shotwell &amp; 16th street
644,Yan’s Kitchen, Chinese,4159898820,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94111,57 Columbus avenue
645,Anchor Brewing Company, Breweries,4158638350,"creditCard, bikeParking, caters",94107,1705 Mariposa street
646,The Plough &amp; Stars," Pubs,Music Venues",4157511122,"creditCard, bikeParking, goodForGroups, hasTV",94118,116 Clement street
647,Delicious Dim Sum," Dim Sum,Cantonese",4157810721,"takeout, goodForKids",94133,752 Jackson street
648,Eleven O One, Sandwiches,4155671101,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94109,1101 Polk street
649,Murio’s Trophy Room," Dive Bars,Lounges",4157522971,"creditCard, bikeParking, goodForGroups, hasTV",94117,1811 Haight street
650,Sam Wo Restaurant, Chinese,4159898898,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94108,713 Clay street
651,Miss Tomato Sandwich Shop," Sandwiches,Breakfast & Brunch,Coffee & Tea",4153970100,"delivery, takeout, creditCard, goodForKids, outdoorSeating, caters",94111,388 Market street
652,La Quinta Restaurant, Mexican,4156479000,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94110,2425 Mission street
653,Jake’s Steaks," Sandwiches,Sports Bars,Cheesesteaks",4159222211,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService",94123,3301 Buchanan street
654,Amawele’s South African Kitchen, South African,4155365900,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94105,101 Spear street
655,Taqueria El Castillito, Mexican,4156216971,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94110,2092 Mission street
656,Blind Cat, Dive Bars,4158015111,"applePay, bikeParking, goodForGroups, hasTV",94110,3050 24th street
657,Super Cue Cafe," Coffee & Tea,Desserts,Bubble Tea",4155665888,"takeout, creditCard, applePay, bikeParking",94116,1139 Taraval street
658,Hai’s Restaurant, Chinese,4153458728,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94102,227 Hyde street
659,Farley’s, Coffee & Tea,4156481545,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94107,1315 18th street
660,El Tonayense," Mexican,Food Trucks",4155590404,"takeout, creditCard, applePay, goodForKids, goodForGroups, caters",94110,
661,Northstar Cafe," Bars,Cafes",4153970577,"creditCard, bikeParking, goodForGroups, hasTV",94133,1560 Powell street
662,Starbucks, Coffee & Tea,4153872249,"takeout, creditCard, applePay, bikeParking",94118,3595 California street
663,Mission’s Kitchen, Diners,4156481577,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94110,2738 Mission street
664,Little Red Riding Truck," Food Trucks,German",4156666821,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",,
665,Los Planes De Renderos Pupuseria, Salvadoran,4155858645,"takeout, goodForKids, goodForGroups, waiterService, caters",94112,12 Persia avenue
666,Double Decker," Burgers,Chicken Wings",4155528042,"delivery, takeout, creditCard, bikeParking, goodForKids, hasTV",94102,465 Grove street
667,Tacos El Primo," Mexican,Food Trucks",4158464975,"takeout, bikeParking, goodForKids, outdoorSeating, hasTV",94124,Yosemite &amp; Jennings
668,Golden Gate Bridge Welcome Center," Landmarks & Historical Buildings,Souvenir Shops",4154265220,"creditCard, bikeParking",94129,Golden Gate Bridge
669,Summer Place Cocktail Lounge, Cocktail Bars,4154412252,"goodForGroups, hasTV",94108,801 Bush street
670,Working Girls’ Cafe," Sandwiches,Salad,Breakfast & Brunch",4153981390,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94108,259 Kearny street
671,Yum Yum Hunan, Chinese,4153468235,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94115,1828 Divisadero street
672,Dos Piñas, Mexican,4152528220,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94103,251 Rhode Island street
673,Golden Lotus," Vietnamese,Noodles",4153451355,"reservations, takeout, creditCard, goodForKids, goodForGroups, hasTV, waiterService",94109,631 Larkin street
674,Baiano Pizzeria," Pizza,Salad",4156211401,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94102,100 Gough street
675,Circle Community Acupuncture," Acupuncture,Massage",4158641070,"creditCard, bikeParking",94103,1351 Harrison street
676,Peet’s Coffee, Coffee & Tea,4155938945,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94105,692 Mission street
677,Raavi, Indian,4156930499,"reservations, delivery, takeout, creditCard, applePay, goodForKids, goodForGroups, hasTV, caters",94133,533 Jackson street
678,The Stud," Gay Bars,Dance Clubs",4158636623,"bikeParking, goodForGroups",94103,399 9th street
679,Picnix Bistro, Vietnamese,4157512255,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, waiterService, caters",94118,3872 Sacramento street
680,El Paraiso Cafe," Sandwiches,Latin American",4158242535,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94110,1198 Treat avenue
681,Supreme Pizza, Pizza,4154379400,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV, caters",94110,3348 18th street
682,Specs’ Twelve Adler Museum Cafe," Bars,Cafes",4154214112,"bikeParking, goodForGroups",94133,12 William Saroyan Pl
683,Katani Pizza, Pizza,4157425234,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94117,2077 Hayes street
684,Philz Coffee Truck," Food Trucks,Coffee & Tea",4152441134,"takeout, creditCard, bikeParking",,
685,Jolt ‘n Bolt," Bakeries,Coffee & Tea,Cafes",4158638761,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94107,2325 3rd street
686,Ayola," Greek,Mediterranean",4153480808,"takeout, creditCard, bikeParking, goodForKids, caters",94105,118 New Montgomery street
687,Li Po Cocktail Lounge, Dive Bars,4159820072,"goodForGroups, hasTV",94108,916 Grant avenue
688,Popsons, Burgers,4156545001,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94107,330 Townsend street
689,Courtney Produce," Fruits & Veggies,Grocery",4156261850,"takeout, bikeParking",94114,101 Castro street
690,Mucky Duck, Bars,4156614340,"creditCard, bikeParking, goodForGroups, hasTV",94122,1315 9th avenue
691,Make-Out Room," Dance Clubs,Bars",4156472888,"bikeParking, goodForGroups",94110,3225 22nd street
692,Cafe Madeleine," Coffee & Tea,Sandwiches",4153621713,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94108,43 O&#39;Farrell street
693,Sun Fat Seafood Company, Seafood Markets,4152829339,"takeout, creditCard, applePay, bikeParking",94110,2687 Mission street
694,Han’s Coffee Shop," Diners,Breakfast & Brunch",4157767875,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94109,900 Sutter street
695,Evergreen Garden Restaurant, Vietnamese,4158641657,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService",94110,3100 18th street
696,Taqueria Cancun, Mexican,4155501414,"takeout, bikeParking, goodForKids, goodForGroups",94110,3211 Mission street
697,The Buccaneer, Dive Bars,4156738023,"creditCard, applePay, bikeParking, goodForGroups, hasTV",94109,2155 Polk street
698,Halal Cart," Halal,Food Stands,Sandwiches",6282084052,"reservations, takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService, caters",94105,425 Market street
699,Mai’s Vietnamese Restaurant, Vietnamese,4152213046,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94118,316 Clement street
700,Pluto’s," American (New),Sandwiches,Salad",4157758867,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94123,3258 Scott street
701,Espresso Bar at Nordstrom," Coffee & Tea,Internet Cafes",4159775152,creditCard,,
702,Viking’s Giant Submarines, Sandwiches,4156735619,"takeout, creditCard, bikeParking, goodForKids",94123,1418 Lombard street
703,Caffe Centro," Sandwiches,Coffee & Tea,Breakfast & Brunch",4158821500,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94107,102 S Park street
704,Tyger’s," Diners,Breakfast & Brunch",4152394060,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94131,2798 Diamond street
705,Starbucks, Coffee & Tea,4152557561,"takeout, creditCard, applePay, bikeParking",94103,689 Townsend street
706,Taqueria Castillo B, Mexican,4154311092,"takeout, goodForKids, goodForGroups, hasTV",94102,86 McAllister street
707,Red Door Coffee, Coffee & Tea,4159741719,"takeout, creditCard, bikeParking, outdoorSeating",94105,505 Howard street
708,Golden Gate Meat Company," Meat Shops,Delis",4159837800,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94111,1 Ferry building
709,JT Restaurant, Filipino,4155715108,"delivery, takeout, bikeParking, goodForKids, goodForGroups, hasTV, caters",94103,953 Mission street
710,Peet’s Coffee, Coffee & Tea,4152218506,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94118,3419 California Street
711,Cheung Hing," Chinese,Barbeque",4156653271,"takeout, bikeParking, goodForKids, waiterService, caters",94122,2339 Noriega street
712,Autumn Express," Cards & Stationery,Printing Services",4158242222,"creditCard, bikeParking",94110,2071 Mission street
713,Starbucks, Coffee & Tea,4156266263,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94114,4094 18th street
714,Hemlock Tavern," Music Venues,Bars",4159230923,"creditCard, bikeParking, goodForGroups, hasTV",94109,1131 Polk street
715,Asian Box," Vietnamese,Asian Fusion,Gluten-Free",4152883688,"takeout, creditCard, goodForKids, goodForGroups, caters",94102,170 O&#39;Farrell street
716,Hayes Valley Bakeworks," Bakeries,Coffee & Tea,American (New)",4158642688,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, caters",94102,550 Gough street
717,Cafe Madeleine," Bakeries,Coffee & Tea,Sandwiches",4152274077,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94105,149 New Montgomery street
718,Gobba Gobba Hey," Desserts,Food Stands",,"takeout, goodForKids, goodForGroups",94110,
719,The Bagel Bakery," Bagels,Breakfast & Brunch,Sandwiches",6284006032,"takeout, creditCard, bikeParking, goodForKids, caters",94107,151 Townsend street
720,Viking Hair Styling, Barbers,4156263102,bikeParking,94114,380 Sanchez street
721,Cafe Venue," Coffee & Tea,Sandwiches,Breakfast & Brunch",4155461144,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94103,67 5th street
722,Casanova Lounge," Lounges,Cocktail Bars",4158639328,"creditCard, applePay, bikeParking, goodForGroups, hasTV",94110,527 Valencia street
723,TC Pastry, Dim Sum,4157531133,"takeout, goodForKids",94103,2222 Irving street
724,Marina Lounge, Lounges,4159221475,"bikeParking, goodForGroups, hasTV",94123,2138 Chestnut street
725,Cafe La Boheme, Coffee & Tea,4156430481,"takeout, creditCard, bikeParking, outdoorSeating",94110,3318 24th street
726,Don Chuys Mexi-Mercado," Delis,Mexican,Sandwiches",4155858092,"takeout, creditCard, goodForKids, caters",94112,544 Excelsior avenue
727,Pop’s Bar, Dive Bars,4158725160,"bikeParking, goodForGroups, hasTV",94110,2800 24th street
728,King of Noodles," Chinese,Noodles,Soup",4155668318,"takeout, creditCard, bikeParking, goodForKids, waiterService",94122,1639 Irving street
729,Katea," Bubble Tea,Coffee & Tea,Juice Bars & Smoothies",4157030318,"takeout, creditCard, bikeParking",94103,3128 16th street
730,Tope," Dance Clubs,Cocktail Bars",4158007145,"creditCard, bikeParking, goodForGroups, hasTV",94133,1326 Grant avenue
731,Blaze Fast-Fire’d Pizza," Pizza,Salad,Fast Food",4152426282,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94132,157 Stonestown Galleria
732,Working Girls’ Cafe," Sandwiches,Salad,Breakfast & Brunch",4155371170,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94105,122 New Montgomery street
733,Smashburger, Burgers,4158902410,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94103,2300 16th street
734,Thanh Tam II, Vietnamese,4152521190,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94110,577 Valencia street
735,Golden Star Vietnamese Restaurant," Vietnamese,Noodles",4153981215,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94108,11 Walter U Lum Pl
736,McTeague’s Saloon, Pubs,4157761237,"creditCard, bikeParking, goodForGroups, hasTV",94109,1237 Polk street
737,DeLise Café," Coffee & Tea,Bakeries,Ice Cream & Frozen Yogurt",4153999694,"delivery, takeout, creditCard, applePay",94133,327 Bay street
738,Cafe Venue," Sandwiches,Coffee & Tea,Juice Bars & Smoothies",4159891144,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94104,218 Montgomery street
739,Mitchell’s Ice Cream," Ice Cream & Frozen Yogurt,Bakeries,Custom Cakes",4156482300,"takeout, creditCard, bikeParking",94110,688 San Jose avenue
740,Grand Seven Food Liquer &amp; Deli," Delis,Sandwiches",4158260455,"takeout, bikeParking, goodForKids",94124,1740 Cesar Chavez
741,Cafe XO," Coffee & Tea,Sandwiches",4158263535,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV",94131,1799 Church street
742,Cozy Cafe, Cafes,4159224826,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94109,965 Sutter street
743,Red Rooster Tacos," Mexican,Food Trucks",4153058280,"delivery, takeout, creditCard, goodForKids, goodForGroups, caters",,
744,Midnight Sun," Gay Bars,Lounges,Cocktail Bars",4158614186,"bikeParking, goodForGroups, hasTV",94114,4067 18th street
745,House of Bagels - San Francisco," Bakeries,Bagels,Delis",4157526000,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94118,5030 Geary boulevard
746,Beacon Coffee &amp; Pantry," Coffee & Tea,Specialty Food,Sandwiches",4158142551,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups",94133,805 Columbus avenue
747,New Lun Ting Cafe," Chinese,American (Traditional),Asian Fusion",4153625667,"takeout, goodForKids, goodForGroups, waiterService",94133,670 Jackson street
748,Black Magic Voodoo Lounge, Dive Bars,4159318711,"bikeParking, goodForGroups, hasTV",94123,1400 Lombard street
749,The Golden Donut," Donuts,Coffee & Tea,Sandwiches",4154220623,"delivery, takeout, bikeParking, goodForKids, goodForGroups, caters",94121,5401 Geary boulevard
750,Miyako Old Fashioned Ice Cream, Ice Cream & Frozen Yogurt,4159315260,"takeout, bikeParking",94118,1470 Fillmore street
751,ÉireTrea," Food Trucks,Irish,African",4159672726,"takeout, creditCard, goodForKids, goodForGroups, outdoorSeating, caters",94109,
752,Toad Hall Bar, Gay Bars,4156212811,"bikeParking, goodForGroups, outdoorSeating, hasTV",94114,4146 18th street
753,Caffe Sapore," Sandwiches,Breakfast & Brunch,Bagels",4154741222,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService, caters",94133,790 Lombard street
754,Kenny’s Restaurant," Diners,Salad,Breakfast & Brunch",4156218902,"takeout, goodForKids, goodForGroups, hasTV, waiterService",94110,518 S Van Ness avenue
755,Starbucks, Coffee & Tea,4155522649,"takeout, creditCard, bikeParking, outdoorSeating",94110,2727 Mariposa street
756,Special Xtra 2, Coffee & Tea,,"takeout, bikeParking",94105,138 Minna street
757,Taqueria Cancun," Mexican,Spanish,Latin American",4158646773,"takeout, bikeParking",94103,1003 Market street
758,Ali Baba’s Cave," Fast Food,Mediterranean",4158633054,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94110,799 Valencia street
759,You See Sushi," Japanese,Sushi Bars",4156814010,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94122,94 Judah street
760,Peet’s Coffee," Coffee & Tea,Cafes,Internet Cafes,Bakeries",4152131991,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating",94117,919 Cole street
761,Punjab Restaurant, Chinese,4152824011,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94110,2838 24th street
762,Peet’s Coffee, Coffee & Tea,4157310375,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94127,54 West Portal Avenue
763,Specialty’s Café &amp; Bakery," Sandwiches,Cafes,Salad",8775022837,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94104,1 Post street
764,Nite Cap Bar, Bars,4158297796,"creditCard, goodForGroups, hasTV",94109,699 O&#39;Farrell street
765,Hyde Out, Dive Bars,4154411914,"bikeParking, goodForGroups, hasTV",94109,1068 Hyde street
766,SF Smart Wireless," Mobile Phone Repair,Mobile Phones",4159396699,"creditCard, applePay, bikeParking",,
767,Deli World, Sandwiches,4153343111,"takeout, bikeParking, goodForKids, goodForGroups",94112,18 Ocean avenue
768,Gyro King," Greek,Turkish,Mediterranean",4156218313,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94102,25 Grove street
769,Sam’s," American (Traditional),Burgers,Pizza",4153911539,"takeout, bikeParking, hasTV",94133,618 Broadway
770,San Francisco Brewing Co. Tap Room," Breweries,Pubs",4154842337,"reservations, creditCard, applePay, bikeParking, goodForGroups, outdoorSeating, hasTV",94114,2175 Market street
771,Eat Curbside, Food Stands,4155721592,"takeout, goodForKids, goodForGroups, caters",94102,
772,Kozy Kar," Lounges,Dive Bars",4153465699,"creditCard, bikeParking, goodForGroups, hasTV",94109,1548 Polk street
773,Kingdom of Dumpling, Dim Sum,4155666143,"takeout, creditCard, bikeParking, goodForKids, waiterService",94116,1713 Taraval street
774,New Golden Daisy," Chinese,Chicken Wings,Barbeque",4153920111,"takeout, caters",94108,1041 Stockton street
775,Red Jade, Chinese,4156213020,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94114,245 Church street
776,Costco Food Court," Pizza,Hot Dogs,Fast Food",4156264832,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",,
777,The Daily Habit, Coffee & Tea,4154332968,"takeout, creditCard, bikeParking",94111,1 Maritime Plz
778,Kawika’s Ocean Beach Deli," Delis,Sandwiches,Gluten-Free",4152212031,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94121,734 La Playa street
779,Beep’s Burgers, Burgers,4155842650,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94112,1051 Ocean avenue
780,Molotov’s, Dive Bars,4155588019,"applePay, bikeParking, goodForGroups, hasTV",94117,582 Haight street
781,Bio Cafe," Cafes,Gluten-Free,Breakfast & Brunch",4153620255,"takeout, creditCard, bikeParking, outdoorSeating, caters",94108,75 O&#39;Farrell street
782,Garage Cafe," Middle Eastern,Beer, Wine & Spirits,Convenience Stores",4158610888,"takeout, creditCard, bikeParking, goodForGroups, hasTV",94103,320 11th street
783,Peet’s Coffee, Coffee & Tea,4153215280,"takeout, creditCard, bikeParking",94111,450 Sansome
784,Cinco De Mayo Taqueria, Mexican,4154689272,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94134,2426 San Bruno avenue
785,Anthony’s Cookies, Desserts,4156559834,"takeout, creditCard, bikeParking",94110,1417 Valencia street
786,Arkadiy Minasian Watch Repair &amp; Sales," Jewelry,Watches",4157010502,"creditCard, bikeParking",94103,888 Brannan street
787,Pho Phu Quoc PPQ Beef Noodle House Restaurant," Vietnamese,Noodles",4156618869,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94122,1816 Irving street
788,Glen Park Station," Dive Bars,Sports Bars,Lounges",4153334633,"bikeParking, goodForGroups, hasTV",94131,2816 Diamond street
789,Red A Bakery," Hawaiian,Bakeries,Chinese",4156688881,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94118,634 Clement street
790,Soul Food City, Soul Food,4154411976,"delivery, takeout, creditCard, goodForKids, waiterService, caters",94109,403 Eddy street
791,Alamo Square Cafe," Sandwiches,Coffee & Tea",4154478636,"takeout, creditCard, applePay, bikeParking, goodForKids",94117,711 Fillmore street
792,United VIP Lounge, Lounges,,"creditCard, goodForGroups, hasTV",94103,845 Market street
793,El Huarache Loco, Mexican,4155726832,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating",94110,100 Alemany boulevard
794,Jimmy John’s, Sandwiches,4159821234,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94104,50 Post street
795,The Lucky Horseshoe," Dive Bars,Music Venues,Sports Bars",4152823456,"bikeParking, goodForGroups, hasTV",94110,453 Cortland avenue
796,Coffee Mine," Coffee & Tea,Breakfast & Brunch,Sandwiches",4152529795,"takeout, creditCard, goodForKids",94103,79 9th street
797,Caffe Trieste," Coffee & Tea,Recording & Rehearsal Studios",4153926739,"takeout, bikeParking, outdoorSeating",94133,609 Vallejo street
