title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
Jimmy John's,(415) 982-1234,Sandwiches,$10-$10,4.0,5/5,5/5,4/5,5/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Attire",50 Post street,94104,4546,10:00 AM-6:00 PM,10:00 AM-6:00 PM,10:00 AM-6:00 PM,10:00 AM-6:00 PM,10:00 AM-6:00 PM,,,https://www.yelp.com/biz/jimmy-johns-san-francisco
Sunflower Vietnamese,(415) 626-5022,"Japanese, Asian, Vietnamese",$10-$15,3.5,4.5/5,4/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout",3111 16th street,94103,3327,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-11:00 PM,12:30 PM-10:00 PM,12:30 PM-10:00 PM,https://www.yelp.com/biz/sunflower-vietnamese-san-francisco
Batter Up,(415) 205-6032,"American (Traditional), Desserts",$10-$10,4.5,5/5,5/5,4/5,5/5,"Delivery, Goodforkids, Hastv, Wifi, Takeout, Noiselevel",888 Geneva avenue,94112,3329,"11:00 AM-2:00 PM, 5:00 PM-8:00 PM","11:00 AM-2:00 PM, 5:00 PM-8:00 PM","11:00 AM-2:00 PM, 5:00 PM-8:00 PM","11:00 AM-2:00 PM, 5:00 PM-8:00 PM","11:00 AM-2:00 PM, 5:00 PM-8:00 PM",12:00 PM-8:00 PM,12:00 PM-6:00 PM,https://www.yelp.com/biz/batter-up-san-francisco
Los Shucos Latin Hot Dogs,,"Hot Dogs, Latin American",$10-$10,4.0,4.5/5,4.5/5,3/5,3.5/5,"Delivery, Goodforkids, Wifi, Creditcard, Bikeparking, Takeout, Attire",3224 12 22Nd street,,3007,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-12:30 AM,11:00 AM-12:30 AM,11:00 AM-10:00 PM,https://www.yelp.com/biz/los-shucos-latin-hot-dogs-san-francisco-3
Kusina Ni Tess,,"Filipino, Asian, Seafood",$10-$10,4.0,5/5,5/5,,5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Parking",237 Ellis street,94102,2111,8:00 AM-7:30 PM,8:00 AM-7:30 PM,8:00 AM-7:30 PM,8:00 AM-7:30 PM,8:00 AM-7:30 PM,8:00 AM-4:00 PM,,https://www.yelp.com/biz/kusina-ni-tess-san-francisco
Ro Cafe,(415) 340-9765,"Coffee & Tea, Middle Eastern, Sandwiches",$10-$10,4.5,5/5,5/5,,4.5/5,"Alcohol, Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire",2739 Geary boulevard,94118,3405,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,8:00 AM-5:30 PM,https://www.yelp.com/biz/ro-cafe-san-francisco-2
Lucky 13,(415) 487-1313,Dive Bars,Inexpensive,4.0,,5/5,,5/5,"Goodforkids, Hastv, Bikeparking, Parking",2140 Market street,94114,1319,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,https://www.yelp.com/biz/lucky-13-san-francisco
Tava Kitchen,(415) 543-8282,"Asian, Vietnamese, Singaporean, Indian, Halal, Gluten-Free",$10-$10,4.0,4/5,4/5,3.5/5,4/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Attire",163 2nd street,94105,3743,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:30 AM-5:00 PM,,https://www.yelp.com/biz/tava-kitchen-san-francisco
Taqueria El Castillito Star,,Mexican,$10-$10,4.0,4/5,3.5/5,,4/5,"Hastv, Delivery, Wifi, Bikeparking, Parking",250 Golden Gate avenue,94102,3706,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,9:00 AM-5:00 PM,https://www.yelp.com/biz/taqueria-el-castillito-star-san-francisco
House of Prime Rib,(415) 885-4605,"American, Steakhouse, American (Traditional), Steakhouses",$31-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Highchairs Available, Wifi, Ambience, Private Dining, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",1906 Van Ness avenue,94109,3008,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:00 PM-10:00 PM,4:00 PM-10:00 PM,4:00 PM-10:00 PM,http://www.yelp.com/biz/house-of-prime-rib-san-francisco
Chow - Church,(415) 552-2469,"American, International, Asian, Gluten Free Options, American (Traditional), Breakfast & Brunch, Comfort Food",$11-$30,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Reservations, Noiselevel, Seating, Full Bar",215 Church street,94114,1310,8:00 AM-10:30 PM,8:00 AM-10:30 PM,8:00 AM-10:30 PM,8:00 AM-10:30 PM,8:00 AM-11:00 PM,8:00 AM-11:00 PM,8:00 AM-10:30 PM,https://www.yelp.com/biz/chow-church-san-francisco
Holy Grill,(415) 431-4659,"Burgers, Sandwiches, Diners",$10-$10,3.5,5/5,5/5,4/5,5/5,"Delivery, Wifi, Bikeparking, Takeout, Parking",659 Townsend street,94103,4907,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-9:00 PM,5:00 PM-8:00 PM,,https://www.yelp.com/biz/holy-grill-san-francisco
Nopalito,(415) 437-0303,"Mexican, Latin, Spanish, Gluten-Free",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating, Full Bar",306 Broderick street,94117,,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,https://www.yelp.com/biz/nopalito-san-francisco
La Paz Restaurant Pupuseria,(415) 550-8313,"Mexican, Latin American",$10-$10,4.0,5/5,5/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout",1028 Potrero avenue,94110,3519,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,11:00 AM-9:30 PM,https://www.yelp.com/biz/la-paz-restaurant-pupuseria-san-francisco
Wok Shop Cafe,,"Chinese, Asian, Seafood, Soup",$10-$10,4.0,4.5/5,4/5,4/5,4.5/5,"Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Seating",1307 Sutter street,94109,5415,11:30 AM-9:30 PM,11:30 AM-9:30 PM,11:30 AM-9:30 PM,11:30 AM-9:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,4:00 PM-10:00 PM,https://www.yelp.com/biz/wok-shop-cafe-san-francisco
Lolo,(415) 643-5656,"Mexican, Latin, Gluten Free Options, Tapas/Small Plates, Tapas Bars",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Attire, Noiselevel, Seating, Full Bar",974 Valencia street,94110,,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-1:00 AM,"11:30 AM-4:00 PM, 5:30 PM-1:00 AM",11:00 AM-4:00 PM,https://www.yelp.com/biz/lol%C3%B3-san-francisco-4
Destination Baking Company,(415) 469-0730,"Bakeries, Coffee & Tea",Moderate,4.0,5/5,5/5,5/5,5/5,"Takeout, Delivery, Bikeparking",598 Chenery street,94131,3032,6:30 AM-6:30 PM,6:30 AM-6:30 PM,6:30 AM-6:30 PM,6:30 AM-6:30 PM,6:30 AM-6:30 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,https://www.yelp.com/biz/destination-baking-company-san-francisco
Lampg Vietnamese Sandwich,(415) 345-1878,"Vietnamese, Sandwiches",$10-$10,4.5,3/5,4/5,,4/5,"Delivery, Wifi, Bikeparking",602 Eddy street,94109,7907,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,https://www.yelp.com/biz/l-and-g-vietnamese-sandwich-san-francisco
King of Thai Noodle House,(415) 752-5198,"Asian, Thai, Noodles",$10-$20,3.5,4.5/5,3.5/5,3/5,4/5,"Alcohol, Delivery, Wifi, Ambience, Bikeparking, Parking",639 Clement street,94118,2206,11:30 AM-1:00 AM,11:30 AM-1:00 AM,11:30 AM-1:00 AM,11:30 AM-1:00 AM,11:30 AM-1:00 AM,11:30 AM-1:30 AM,11:30 AM-1:30 AM,https://www.yelp.com/biz/king-of-thai-noodle-house-san-francisco-4
Als Place,(415) 565-9661,"American, Vegetarian Friendly, Seafood, Vegetarian, American (New)",$31-$60,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",1499 Valencia street,94110,3716,,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/als-place-san-francisco
Morty's Delicatessen,(415) 567-3354,"Delicatessen, Sandwiches, Delis, Vegetarian",$10-$20,4.0,4.5/5,4.5/5,3/5,4/5,"Alcohol, Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire, Parking",280 Golden Gate avenue,94102,3706,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-9:00 PM,https://www.yelp.com/biz/mortys-delicatessen-san-francisco
Hemlock Tavern,(415) 923-0923,"Pub, Music Venues, Bars",Inexpensive,3.5,,3.5/5,,3.5/5,"Hastv, Bikeparking, Takeout, Parking",1131 Polk street,94109,5541,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,https://www.yelp.com/biz/hemlock-tavern-san-francisco
Leatherneck Steakhouse,(415) 658-9597,"American, Steakhouse, Steakhouses",$31-$60,3.5,4.5/5,4.5/5,5/5,4.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Hastv, Accepts Mastercard, Ambience, Television, Accepts American Express, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Parking, Seating, Full Bar",609 Sutter Street,94102,,7:00 AM-10:00 AM,"11:30 AM-2:00 PM, 5:00 PM-9:00 PM","11:30 AM-2:00 PM, 5:00 PM-9:00 PM","11:30 AM-2:00 PM, 5:00 PM-9:00 PM","11:30 AM-2:00 PM, 5:00 PM-9:00 PM",5:00 PM-9:00 PM,7:00 AM-11:00 AM,http://www.yelp.com/biz/leatherneck-steakhouse-san-francisco-2
The Wreck Room,(415) 932-6715,Bars,Inexpensive,3.5,,,,,"Takeout, Hastv, Parking",1390 California street,94109,4915,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,https://www.yelp.com/biz/the-wreck-room-san-francisco
Viking Sub,(415) 586-5333,"American, Delicatessen, Burgers, Sandwiches",$8-$10,4.0,5/5,5/5,,5/5,"Delivery, Wifi, Bikeparking, Takeout",2906 Diamond street,94131,3208,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:30 AM-4:00 PM,,https://www.yelp.com/biz/vikings-giant-submarines-san-francisco-3
Cafe at the Opera,(415) 861-8150,"Cafes, American (Traditional), Sandwiches",$31-$60,3.5,3.5/5,3.5/5,4/5,3/5,"Waitstaff, Hastv, Ambience, Reservations, Takeout, Attire, Noiselevel, Seating",301 Van Ness avenue,94102,4509,10:00 AM-5:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,,http://www.yelp.com/biz/caf%C3%A9-at-the-opera-san-francisco
Ijji Sushi,(415) 658-7388,"Japanese, Sushi, Sushi Bars",$61-$61,4.5,3.5/5,4.5/5,,3.5/5,"Reservations, Takeout, Ambience, Noiselevel",252 Divisadero street,94117,3253,,5:00 PM-10:00 PM,5:45 PM-10:00 PM,5:45 PM-10:00 PM,5:45 PM-10:00 PM,5:45 PM-10:00 PM,5:45 PM-10:00 PM,https://www.yelp.com/biz/ijji-sushi-san-francisco
Beep's Burgers,(415) 584-2650,Burgers,$10-$10,4.0,4.5/5,4.5/5,2.5/5,5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout",1051 Ocean avenue,94112,1840,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/beeps-burgers-san-francisco
Trader Sam,(415) 221-0773,"Bar, Polynesian, Dive Bars, Pubs",Inexpensive,3.5,,5/5,,5/5,"Hastv, Parking",6150 Geary boulevard,94121,1910,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,9:00 AM-2:00 AM,https://www.yelp.com/biz/tradr-sam-san-francisco-2
Brasserie Sampp,(415) 276-9888,"American, French, American (New), Bars, Breakfast & Brunch",$30-$60,3.5,4.5/5,4.5/5,3.5/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Parking, Seating",222 Sansome street,94104,2703,6:30 AM-12:00 AM,6:30 AM-12:00 AM,6:30 AM-12:00 AM,6:30 AM-12:00 AM,6:30 AM-12:00 AM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,http://www.yelp.com/biz/brasserie-s-and-p-san-francisco
The Bitter End,,"Bar, Pub, Pubs",$5-$10,4.0,3/5,5/5,,4.5/5,"Hastv, Bikeparking, Takeout, Parking",441 Clement street,94118,,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,4:00 PM-2:00 AM,11:00 AM-2:00 AM,11:00 AM-2:00 AM,https://www.yelp.com/biz/the-bitter-end-san-francisco
Chaya Brasserie,(415) 777-8688,"American, Japanese, Asian, American (New), Tapas/Small Plates",$30-$60,4.0,4.5/5,4.5/5,4.5/5,3.5/5,"Waitstaff, Goodforkids, Takeout, Noiselevel, Seating, Full Bar, Accepts Visa, Serves Alcohol, Television, Private Dining, Parking Available, Attire, Delivery, Accepts Mastercard, Reservations, Valet Parking, Outdoor Seating, Hastv, Accepts Discover, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible",132 The Embarcadero,94105,1201,"11:30 AM-2:00 PM, 5:30 PM-9:30 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:30 PM-10:00 PM",5:30 PM-10:00 PM,5:30 PM-9:00 PM,http://www.yelp.com/biz/chaya-brasserie-san-francisco
Golden Lotus,,"Vietnamese, Noodles",$10-$10,4.0,4.5/5,4.5/5,5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Takeout, Noiselevel, Parking",631 Larkin street,94109,7925,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,https://www.yelp.com/biz/golden-lotus-san-francisco
Panini,(415) 552-8057,"Coffee & Tea, Sandwiches",$10-$10,4.0,5/5,4/5,,5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire",1457 Haight street,94117,2910,7:00 AM-7:00 PM,7:00 AM-7:00 PM,7:00 AM-7:00 PM,7:00 AM-7:00 PM,7:00 AM-7:00 PM,8:00 AM-7:00 PM,8:00 AM-7:00 PM,https://www.yelp.com/biz/panini-san-francisco
Sunrise Deli,(415) 664-8210,"Mediterranean, Lebanese, Delicatessen, Middle Eastern, Delis",$10-$10,4.0,4/5,4/5,4/5,4/5,"Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire",2115 Irving street,94122,,9:00 AM-7:00 PM,9:00 AM-7:00 PM,9:00 AM-7:00 PM,9:00 AM-7:00 PM,9:00 AM-7:00 PM,9:00 AM-7:00 PM,10:00 AM-7:00 PM,https://www.yelp.com/biz/sunrise-deli-san-francisco-6
The Oak Room Restaurant,(415) 774-0264,"American, Cafe, American (New)",$20-$60,3.0,4/5,4/5,5/5,5/5,"Hastv, Ambience, Takeout, Noiselevel, Seating",335 Powell street Westin street  Francis,94102,,"6:30 AM-10:30 AM, 12:00 PM-2:00 PM, 5:00 PM-10:00 PM","6:30 AM-10:30 AM, 12:00 PM-2:00 PM, 5:00 PM-10:00 PM","6:30 AM-10:30 AM, 12:00 PM-2:00 PM, 5:00 PM-10:00 PM","6:30 AM-10:30 AM, 12:00 PM-2:00 PM, 5:00 PM-10:00 PM","6:30 AM-10:30 AM, 12:00 PM-2:00 PM, 5:00 PM-10:00 PM",6:30 AM-11:30 AM,6:30 AM-11:30 AM,http://www.yelp.com/biz/the-oak-room-restaurant-san-francisco
Luce,(415) 616-6566,"American, American (New), Desserts, Wine Bars",$25-$100,3.5,4.5/5,4.5/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Private Dining, Parking Available, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",888 Howard street,94103,3011,"6:00 AM-2:30 PM, 5:30 PM-9:30 PM","6:00 AM-2:30 PM, 5:30 PM-9:30 PM","6:00 AM-2:30 PM, 5:30 PM-9:30 PM","6:00 AM-2:30 PM, 5:30 PM-9:30 PM","6:00 AM-2:30 PM, 5:30 PM-10:30 PM","6:00 AM-2:30 PM, 5:30 PM-10:30 PM","6:00 AM-2:30 PM, 5:30 PM-9:30 PM",http://www.yelp.com/biz/luce-san-francisco
MunchBoxx,(415) 277-7208,"Vietnamese, Sandwiches, American (Traditional)",$10-$10,4.0,5/5,5/5,,5/5,"Alcohol, Delivery, Wifi, Takeout, Attire",643 Clay street,94111,2501,9:00 AM-4:00 PM,9:00 AM-4:00 PM,9:00 AM-4:00 PM,9:00 AM-4:00 PM,9:00 AM-4:00 PM,11:00 AM-3:00 PM,,https://www.yelp.com/biz/munchboxx-san-francisco
Sapphire Asian Cuisine,(415) 834-9292,"Asian, Burmese, Asian Fusion",$10-$10,4.0,,,,,"Alcohol, Delivery, Hastv, Ambience, Bikeparking, Takeout, Attire, Parking",475 Sacramento street,94111,3302,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,,,https://www.yelp.com/biz/sapphire-asian-cuisine-san-francisco
El Tomate Restaurant,(415) 401-8776,Mexican,$10-$10,4.0,4.5/5,4.5/5,3.5/5,5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Noiselevel, Parking",2904 24th street,94110,,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,10:00 AM-8:30 PM,https://www.yelp.com/biz/el-tomate-restaurant-san-francisco-2
Yo Yo's,(415) 296-8273,"Japanese, Asian",$8-$10,4.0,5/5,5/5,,5/5,"Delivery, Wifi, Bikeparking",318 Pacific avenue,94111,1702,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,,,https://www.yelp.com/biz/yo-yos-san-francisco
Kappou Gomi,,Japanese,$31-$60,4.0,4.5/5,4/5,4/5,4/5,"Hastv, Ambience, Reservations, Takeout, Noiselevel",Geary boulevard  between 19th and 20th,,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/kappou-gomi-san-francisco
Jackson Place Cafe,(415) 225-4891,"Italian, American, Cafe, Healthy, Breakfast & Brunch, Cafes",$10-$10,4.5,4.5/5,4.5/5,5/5,5/5,"Delivery, Goodforkids, Wifi, Bikeparking, Takeout, Attire",633 Battery street,94111,,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,,,https://www.yelp.com/biz/jackson-place-cafe-san-francisco
El Burrito Express 2,(415) 776-4246,Mexican,$10-$10,4.0,4/5,3/5,3/5,5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Parking",1812 Divisadero street,94115,2517,10:00 AM-9:00 PM,10:00 AM-9:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,11:00 AM-9:00 PM,,https://www.yelp.com/biz/el-burrito-express-2-san-francisco
Bluestem Brasserie,(415) 547-1111,"American, Brasseries",$25-$60,4.0,4/5,4.5/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Highchairs Available, Goodforkids, Hastv, Ambience, Bikeparking, Television, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Parking, Seating, Free Wifi, Full Bar",1 Yerba Buena Ln,94103,3183,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,http://www.yelp.com/biz/bluestem-brasserie-san-francisco
Good Noodle Restaurant,(415) 379-9008,"Asian, Vietnamese, Chinese, Noodles",$10-$10,3.5,4/5,4/5,3.5/5,4/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Parking",239 Clement street,94118,2407,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,https://www.yelp.com/biz/good-noodle-restaurant-san-francisco-2
San Francisco Herb Company,,"Soups, American, Fast Food, Grocery, Health Markets",Inexpensive,4.5,3.5/5,4/5,3.5/5,3.5/5,"Takeout, Bikeparking, Seating",50 Post street,94104,4546,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-4:00 PM,,https://www.yelp.com/biz/san-francisco-herb-company-san-francisco-2
El Farolito,(415) 337-5500,"Mexican, Spanish",$10-$20,4.0,5/5,3.5/5,3/5,4.5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Parking",4817 Mission street,94112,3413,10:00 AM-1:30 AM,10:00 AM-1:30 AM,10:00 AM-1:30 AM,10:00 AM-1:30 AM,10:00 AM-2:30 AM,10:00 AM-2:30 AM,10:00 AM-1:30 AM,https://www.yelp.com/biz/el-farolito-san-francisco
Volcano Kitchen,(415) 752-7671,Japanese Curry,$10-$10,4.0,4/5,4/5,4/5,5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout",5454 Geary boulevard,94121,2307,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/volcano-san-francisco
Lanna Thai Restaurant,(415) 665-8080,Thai,$10-$10,3.5,,,,,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel",1245 Noriega street,94122,4407,"12:30 PM-2:30 PM, 6:00 PM-9:00 PM","12:30 PM-2:30 PM, 6:00 PM-9:30 PM","12:30 PM-2:30 PM, 6:00 PM-9:30 PM","12:30 PM-2:30 PM, 6:00 PM-9:30 PM","12:30 PM-2:30 PM, 6:00 PM-9:30 PM","12:30 PM-2:30 PM, 6:00 PM-9:30 PM",,https://www.yelp.com/biz/lanna-thai-restaurant-san-francisco
Cafe Dolci,(415) 392-9222,"Cafe, Coffee & Tea, Vietnamese, Sandwiches",$10-$10,4.0,5/5,4.5/5,3/5,4.5/5,"Delivery, Wifi, Bikeparking",740 Market street,94102,2502,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,,,https://www.yelp.com/biz/cafe-dolci-san-francisco
Noeteca - Cafe and Wine Bar,(415) 824-5524,"Cafe, European, Contemporary, Wine Bar, Wine Bars, Cafes",$10-$30,4.0,4/5,4/5,4.5/5,4/5,"Waitstaff, Delivery, Goodforkids, Ambience, Bikeparking, Takeout, Noiselevel, Outdoor Seating, Seating",1551 Dolores street,94110,4928,9:00 AM-10:00 PM,11:00 AM-9:30 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-7:30 PM,https://www.yelp.com/biz/noeteca-san-francisco
Whole Foods Market Ocean,(415) 333-7400,"American, Grocery, Health Markets, Organic Stores",Pricey,4.0,5/5,4/5,5/5,5/5,"Delivery, Creditcard, Bikeparking, Takeout",1150 Ocean avenue,94112,1843,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,http://www.yelp.com/biz/whole-foods-market-ocean-san-francisco
Zam Zam,(415) 861-2545,Bars,Moderate,4.0,,4.5/5,3/5,3.5/5,Bikeparking,1633 Haight street,94117,2815,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,1:00 PM-2:00 AM,1:00 PM-2:00 AM,https://www.yelp.com/biz/zam-zam-san-francisco
Heung Yuen Restaurant,(415) 648-2666,Chinese,$10-$10,4.0,4.5/5,4.5/5,3/5,5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire",3279 22nd street,94110,3034,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,,https://www.yelp.com/biz/heung-yuen-restaurant-san-francisco
