A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
536,Lazy Bear,"#537 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,American,+1 415-874-9921,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol",6:00 pm - 11:00 pm,,,6:00 pm - 11:00 pm,6:00 pm - 11:00 pm,6:00 pm - 11:00 pm,6:00 pm - 11:00 pm,"3416 19th St,San Francisco, CA 94110-1727","Address:3416 19th St,San Francisco, CA 94110-1727Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-874-9921trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2232,Lazy Bear,https://www.yelp.com/ /biz/lazy-bear-san-francisco-5,American (New),Above $61,4.5 star rating,Closed,6:00 pm-11:00 pm,6:00 pm-11:00 pm,6:00 pm-11:00 pm,6:00 pm-11:00 pm,6:00 pm-11:00 pm,Closed,"3416 19th StSan Francisco, CA 94110",(415) 874-9921,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Hipster,Average,Full Bar,No,Yes,
538,The Commissary,"#539 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Spanish,American",+1 415-561-3600,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Reservations, Seating, Waitstaff, Parking Available, Serves Alcohol, Full Bar, Free Wifi, Wheelchair Accessible",5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:30 pm,5:00 pm - 9:30 pm,,"101 Montgomery St,in the Presidio on the Main Post,San Francisco, CA 94129-1718","Address:101 Montgomery St,in the Presidio on the Main Post,San Francisco, CA 94129-1718Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-561-3600trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1583,The Commissary,http://www.yelp.com/ /biz/he-commissary-san-francisco,"Spanish,American (New),Beer, Wine & Spirits",$31-60,3.5 star rating,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:30 pm,5:30 pm-9:30 pm,Closed,"101 Montgomery StSan Francisco, CA 94129",(415) 561-3600,Yes,Yes,,Street,Yes,Yes,,No,Yes,No,Dinner,No,Yes,Casual,,Average,Full Bar,No,Yes,
540,Lucca Delicatessen,"#541 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Italian,Delicatessen",+1 415-921-7873,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,Takeout,9:00 am - 6:30 pm,9:00 am - 6:30 pm,9:00 am - 6:30 pm,9:00 am - 6:30 pm,9:00 am - 6:30 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,"2120 Chestnut St,San Francisco, CA 94123-2756","Address:2120 Chestnut St,San Francisco, CA 94123-2756Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-921-7873trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",246,Lucca Delicatessen,https://www.yelp.com/ /biz/lucca-delicatessen-san-francisco,"Delis,Sandwiches,Cheese Shops",Under $10,4.0 star rating,9:00 am-6:30 pm,9:00 am-6:30 pm,9:00 am-6:30 pm,9:00 am-6:30 pm,9:00 am-6:30 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,"2120 Chestnut StSan Francisco, CA 94123",(415) 921-7873,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,
542,Cafe De Casa,"#543 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Brazilian,Cafe,South American",4153451055,4.5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,,"Takeout, Wheelchair Accessible, Seating",,,,,,,,"2701 Leavenworth Street,San Francisco, CA 94133","Address:2701 Leavenworth Street,San Francisco, CA 94133Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:4153451055trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1056,Cafe de Casa,https://www.yelp.com/ /biz/cafe-de-casa-san-francisco-3,"Coffee & Tea,Brazilian,Gluten-Free",$11-30,4.5 star rating,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,Closed,"2701 Leavenworth StSan Francisco, CA 94133",(415) 345-1055,Yes,Yes,Yes,,Yes,No,No,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
544,Gitane,"#545 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Mediterranean,Spanish",+1 415-788-6686,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$20 -$40,"Seating, Waitstaff, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover, Reservations, Outdoor Seating",5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 12:00 am,5:00 pm - 1:00 am,5:00 pm - 1:00 am,5:00 pm - 1:00 am,,"6 Claude Lane,San Francisco, CA","Address:6 Claude Lane,San Francisco, CA(Bush St & Kearny St)Public Transportation:Muni: 2, 3, 4, 22, 30 Bart: Montgomery Street stationLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-788-6686trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1339,Gitane Restaurant,http://www.yelp.com/ /biz/gitane-restaurant-san-francisco,"French,Bars,Spanish",$31-60,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,Closed,"6 Claude LnSan Francisco, CA 94108",(415) 788-6686,Yes,Yes,,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Dressy,Romantic,Average,Full Bar,No,Yes,
547,Salt House,"#548 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-543-8900,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$21 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar",11:30 am - 2:00 pm,11:30 am - 2:00 pm,11:30 am - 2:00 pm,11:30 am - 2:00 pm,11:30 am - 2:00 pm,5:30 pm - 11:00 pm,5:30 pm - 9:30 pm,"545 Mission St,San Francisco, CA 94105-2931","Address:545 Mission St,San Francisco, CA 94105-2931(Between 1st and 2nd)Public Transportation:Montgomery Station for both Muni and Bart riders.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-543-8900trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1454,Salt House,http://www.yelp.com/ /biz/salt-house-san-francisco,"American (New),Bars",$31-60,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,5:30 pm-11:00 pm,Closed,"545 Mission StSan Francisco, CA 94105",(415) 543-8900,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
549,Out the Door,"#550 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Vietnamese",+1 415-861-8032,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Wheelchair Accessible",8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,9:00 am - 3:00 pm,"1 Ferry Building,San Francisco, CA","Address:1 Ferry Building,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The EmbarcaderoNeighborhood: The EmbarcaderoPhone Number:+1 415-861-8032trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1482,The Slanted Door,http://www.yelp.com/ /biz/the-slanted-door-san-francisco,"Vietnamese,Asian Fusion,Bars",$31-60,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(415) 861-8032,No,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
55,Slanted Door,"#56 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Vietnamese",+1 415-861-8032,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$9 -$50,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,11:30 am - 3:00 pm,"1 Ferry Building Ste 3,San Francisco, CA 94111-4227","Address:1 Ferry Building Ste 3,San Francisco, CA 94111-4227(On Embarcadero between Mission and Clay St.)Public Transportation:The Ferry building is served by public transportation: Muni, Golden Gate Transit, Bart, F Train. Ferry service is available with Golden Gate Ferry, Blue and Gold Fleet and Bay Link Ferries. For more information, visit www.transitinfo.org and www.sfport.comLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-861-8032trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1482,The Slanted Door,http://www.yelp.com/ /biz/the-slanted-door-san-francisco,"Vietnamese,Asian Fusion,Bars",$31-60,3.5 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1 Ferry BldgSan Francisco, CA 94111",(415) 861-8032,No,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
551,Bacon Bacon,"#552 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,American,,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Wheelchair Accessible",7:00 am - 3:00 pm,7:00 am - 3:00 pm,7:00 am - 3:00 pm,7:00 am - 3:00 pm,7:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,"205A Frederick St,San Francisco, CA 94117-4017","Address:205A Frederick St,San Francisco, CA 94117-4017Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",66,Bacon Bacon,https://www.yelp.com/ /biz/bacon-bacon-san-francisco-5,"Breakfast & Brunch,Cafes",Under $10,4.0 star rating,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,"205 A Frederick StSan Francisco, CA 94117",(415) 218-4347,Yes,Yes,Yes,Street,Yes,No,No,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
553,El Farolito,"#554 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Fast Food,Spanish",+1 415-641-0758,4.5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,3.5 of 5 bubbles,$20,"Takeout, Seating",10:00 am - 2:45 am,10:00 am - 2:45 am,10:00 am - 2:45 am,10:00 am - 2:45 am,10:00 am - 2:45 am,10:00 am - 2:45 am,10:00 am - 2:45 am,"2950 24th St,San Francisco, CA 94110-4133","Address:2950 24th St,San Francisco, CA 94110-4133Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-641-0758trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",127,El Farolito,https://www.yelp.com/ /biz/el-farolito-san-francisco-4,Mexican,Under $10,4.0 star rating,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-2:30 am,10:00 am-2:30 am,10:00 am-1:30 am,"2950 24th StSan Francisco, CA 94110",(415) 641-0758,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
555,Commonwealth - San Francisco,"#556 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"American, Contemporary,Gluten Free Options",+1 415-355-1500,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$29 -$31,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 11:00 pm,5:30 pm - 11:00 pm,5:30 pm - 10:00 pm,"2224 Mission Street,San Francisco, CA 94110","Address:2224 Mission Street,San Francisco, CA 94110(18th Street)Public Transportation:BART stops at Mission and 16th. MUNI stops at Mission and 18th.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-355-1500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1286,Commonwealth,http://www.yelp.com/ /biz/commonwealth-san-francisco,American (New),$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"2224 Mission StSan Francisco, CA 94110",(415) 355-1500,No,Yes,No,Private Lot,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,,Average,Beer & Wine Only,No,Yes,
556,Taqueria Cancun,"#557 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Fast Food,Spanish",+1 415-864-6773,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$8,"Takeout, Seating, Wheelchair Accessible",9:30 am - 1:45 am,9:30 am - 1:45 am,9:30 am - 1:45 am,9:30 am - 1:45 am,9:30 am - 2:45 am,9:30 am - 2:45 am,9:30 am - 1:45 am,"1003 Market St,San Francisco, CA 94103-1605","Address:1003 Market St,San Francisco, CA 94103-1605Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-864-6773trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",757,Taqueria Cancun,https://www.yelp.com/ /biz/taqueria-cancun-san-francisco-3,"Mexican,Spanish,Latin American",Under $10,3.5 star rating,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,9:00 am-10:30 pm,"1003 Market StSan Francisco, CA 94103",(415) 864-6773,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,No,No,Casual,,Average,No,No,No,
56,Tommy's Joynt,"#57 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"American, Bar,Delicatessen,Pub",+1 415-775-4216,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,"1101 Geary Blvd,San Francisco, CA 94109-6815","Address:1101 Geary Blvd,San Francisco, CA 94109-6815Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-775-4216trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",299,Tommy’s Joynt,https://www.yelp.com/ /biz/tommys-joynt-san-francisco,"American (Traditional),Bars,Breakfast & Brunch",Under $10,4.0 star rating,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,"1101 Geary BlvdSan Francisco, CA 94109",(415) 775-4216,Yes,No,No,Street,No,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Yes,
564,Sociale,"#565 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Italian,+1 415-921-3200,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,,"3665 Sacramento St,San Francisco, CA 94118-1709","Address:3665 Sacramento St,San Francisco, CA 94118-1709(Locust St./Spruce St.)Public Transportation:MUNI: 1 California, 33 Ashbury, 43 MasonicLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-921-3200trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1326,Sociale,http://www.yelp.com/ /biz/sociale-san-francisco,Italian,$31-60,4.0 star rating,5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,Closed,"3665 Sacramento StSan Francisco, CA 94118",(415) 921-3200,No,Yes,,Street,No,Yes,No,Yes,Yes,No,Dinner,No,Yes,Casual,"Intimate, Romantic",Average,Beer & Wine Only,No,Yes,
568,Gyro King,"#569 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mediterranean,Greek,Middle Eastern,Turkish",+1 415-621-8313,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Wheelchair Accessible",10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,"25 Grove St,San Francisco, CA 94102-4702","Address:25 Grove St,San Francisco, CA 94102-4702Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-621-8313trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",768,Gyro King,https://www.yelp.com/ /biz/gyro-king-san-francisco,"Greek,Turkish,Mediterranean",Under $10,3.5 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,"25 Grove StSan Francisco, CA 94102",(415) 621-8313,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,Yes,No,
571,Bistro Central Parc,"#572 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"French,European",+1 415-931-7272,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$25 -$35,"Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Reservations, Full Bar",,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"560 Central Avenue,San Francisco, CA 94117","Address:560 Central Avenue,San Francisco, CA 94117(Corner of Grove and Central)Public Transportation:buses: 21, 5, 43 within one block on Masonic Street buses: 71, 6, 66 within 4 blocks on Haight StreetLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-931-7272trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1237,Bistro Central Parc,http://www.yelp.com/ /biz/bistro-central-parc-san-francisco,"French,Breakfast & Brunch",$31-60,4.5 star rating,Closed,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,10:00 am-3:00 pm5:00 pm-10:00 pm,"560 Central AveSan Francisco, CA 94117",(415) 931-7272,No,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,,Average,Beer & Wine Only,No,Yes,
573,1760,"#574 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Contemporary,+1 415-359-1212,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30 -$30,"Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Wheelchair Accessible",5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,"1760 Polk St,San Francisco, CA 94109-3617","Address:1760 Polk St,San Francisco, CA 94109-3617(Washington Street)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-359-1212trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1306,1760,http://www.yelp.com/ /biz/1760-san-francisco,American (New),$31-60,4.0 star rating,5:00 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-9:30 pm,"1760 Polk StSan Francisco, CA 94109",(415) 359-1212,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,Yes,Casual,Trendy,Average,Full Bar,No,Yes,
574,Cornell Hotel De France,"#575 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,French,+1 415-421-3154,4.5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Serves Alcohol",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,,,"715 Bush St,San Francisco, CA 94108-3402","Address:715 Bush St,San Francisco, CA 94108-3402Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-421-3154trkP:waypoint_for_poiPLACEMENT waypoint_for_poiThis restaurant is atCornell Hotel de Franceetk",1307,Restaurant Jeanne D’ Arc,http://www.yelp.com/ /biz/restaurant-jeanne-d-arc-san-francisco,French,$31-60,4.0 star rating,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,Closed,"715 Bush StSan Francisco, CA 94108",(415) 421-3154,No,Yes,No,"Garage, Street",No,No,Free,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Quiet,Beer & Wine Only,No,Yes,
58,Mourad,"#59 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Moroccan,Mediterranean,Gluten Free Options",+1 415-660-2500,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,"140 New Montgomery St,San Francisco, CA 94105-3705","Address:140 New Montgomery St,San Francisco, CA 94105-3705Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-660-2500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1290,Mourad Restaurant,http://www.yelp.com/ /biz/mourad-restaurant-san-francisco,"Moroccan,American (New)",$31-60,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,"140 New Montgomery StSan Francisco, CA 94105",(415) 660-2500,No,Yes,No,Valet,No,No,No,No,Yes,No,Dinner,No,Yes,Dressy,Trendy,Average,Full Bar,No,Yes,
